timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5049.17,8,262144,64,35800,2359244212,64,54,118,585,474672,3,6411,67,10319,124749708,1172,1,66,5708,1223656,2,269578,585,6761724,15835053,742451655,585,1150,2,1,2,2,1219,1,739287452,692957492,35857838,53273281,53273281,2,1,2343303468,73389,73389,2,2,2,53256897,18,3,261790,12646987,1444011,25848,5642,739287452,448824,5316029,8451
10054.11,8,262144,64,81738,5386041618,64,54,126,585,837467,3,19376,67,10319,125811516,1172,1,66,12454,1225849,2,269578,585,18261744,16240174,1630032456,585,1150,2,1,2,2,1219,1,1623499164,1577832707,78684554,122052686,122069070,2,1,5370318184,73389,73389,2,2,2,122052686,18,3,290407,13474865,1693957,36331,12388,1623499164,801136,16568173,8451
15058.23,8,262144,64,133018,8765019754,64,54,135,585,1250050,3,33818,67,10319,127368030,1172,1,66,19989,1226998,2,269578,585,29488308,16260878,2621375643,585,1150,2,1,2,2,1219,1,2611126684,2565580929,113172453,198859363,198859363,2,1,8749091076,73389,73389,2,2,2,198842979,18,3,312385,14288743,1878060,46503,19923,2611126684,1203547,27610739,8451
20069.10,8,262144,64,148642,9794794162,64,54,137,585,1443116,3,38235,67,10319,127886868,1172,1,66,22283,1277050,2,269578,585,33874179,20027766,2923291334,585,1150,2,1,2,2,1219,1,2911805852,2866571763,189223620,222265561,222265561,2,1,9779684684,73389,73389,2,2,2,222265561,18,3,326122,16299842,2073547,55146,22217,2911805852,1387970,31801995,8451
25077.24,8,262144,64,158565,10448558766,64,54,139,585,1579400,3,41052,67,10319,128152320,1172,1,66,23745,1441082,2,269578,585,38031834,24898600,3115753846,585,1150,2,1,2,2,1219,1,3103433116,3057627425,224372199,237114166,237130550,2,1,10433023304,73389,73389,2,2,2,237114166,18,3,335711,18390402,2228832,61344,23679,3103433116,1518056,35803980,8451
30082.40,8,262144,64,189792,12506200422,64,54,144,585,1870093,3,49842,67,10319,128948676,1172,1,66,28329,1459259,2,269578,585,45053517,27416257,3718906866,585,1150,2,1,2,2,1219,1,3704267164,3659142666,264526018,283873536,283889920,2,1,12490435584,73389,73389,2,2,2,283873536,18,3,363911,19734553,2458288,70022,28263,3704267164,1800071,42595734,8451
35104.74,8,262144,64,228652,15066998338,64,54,151,585,2206677,3,60825,67,10319,130010484,1172,1,66,34038,1480091,2,269578,585,53429305,29168821,4470066223,585,1150,2,1,2,2,1219,1,4452557212,4407719552,320973229,342077957,342094341,2,1,15051430108,73389,73389,2,2,2,342077957,18,3,390328,21116066,2651809,79068,33972,4452557212,2127609,50777876,8451
40123.14,8,262144,64,236414,15578150234,64,54,152,585,2310747,3,62997,67,10319,130010484,1172,1,66,35177,1596257,2,269578,585,56264368,33899442,4620156335,585,1150,2,1,2,2,1219,1,4601979292,4557165742,356425038,353691166,353707550,2,1,15562411304,73389,73389,2,2,2,353691166,18,3,396775,23460068,2776109,84133,35112,4601979292,2226614,53488702,8451
45140.56,8,262144,64,243216,16026580626,64,54,153,585,2408218,3,64905,67,10319,130275936,1172,1,66,36178,1682782,2,269578,585,58389160,38301507,4751827469,585,1150,2,1,2,2,1219,1,4733051292,4688305461,381831131,363876808,363893192,2,1,16010579552,73389,73389,2,2,2,363876808,18,3,400530,25985049,2866853,88512,36112,4733051292,2319706,55522955,8451
50153.53,8,262144,64,252290,16624439714,64,54,155,585,2529064,3,67491,67,10319,130541388,1172,1,66,37513,1813171,2,269578,585,61856499,43769511,4927574748,585,1150,2,1,2,2,1219,1,4908032412,4862983635,456594552,377474196,377490580,2,1,16608864624,73389,73389,2,2,2,377474196,18,3,412751,28405937,3036484,94575,37447,4908032412,2434489,58821507,8451
55173.36,8,262144,64,279454,18414215890,64,54,159,585,2791738,3,75120,67,10319,131072292,1172,1,66,41502,1839715,2,269578,585,68276738,46426655,5452468205,585,1150,2,1,2,2,1219,1,5430878620,5386169770,542114554,418159864,418176248,2,1,18399034016,73389,73389,2,2,2,418159864,18,3,437309,29924571,3243293,103769,41436,5430878620,2687969,65035264,8451
60184.19,8,262144,64,291332,19196899730,64,54,161,585,2944428,3,78471,67,10319,131337744,1172,1,66,43246,1903965,2,269578,585,72317261,51107255,5682033284,585,1150,2,1,2,2,1219,1,5659468188,5614971478,609296143,435951112,435967496,2,1,19181848928,73389,73389,2,2,2,435951112,18,3,444043,32024461,3421017,117373,43180,5659468188,2827055,68897927,8451
65194.82,8,262144,64,300035,19770203642,64,54,163,585,3054454,3,80952,67,10319,131603196,1172,1,66,44527,1986243,2,269578,585,74980985,55815302,5850671982,585,1150,2,1,2,2,1219,1,5827371420,5782732308,709950876,448969027,448985411,2,1,19754637188,73389,73389,2,2,2,448969027,18,3,453479,34351511,3559661,122452,44461,5827371420,2932002,71423435,8451
