timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.70,262144,64,78728,5187716450,64,58,126,585,798457,4,18478,67,229,125811516,1172,1,66,12013,50365,2,11177,585,12999248,1296590,1571710297,585,289,2,1,2,2,271,1,1565696412,1519851048,27297204,117555722,117555722,2,1,5172451768,73389,73389,2,2,2,117555722,4,3,353382,2362601,1672495,17245,11947,1565696412,781212,11325591,3528
10025.62,262144,64,111992,7379627162,64,58,131,585,1110763,4,27912,67,229,126837126,1172,1,66,16899,91351,2,11177,585,19630792,2845622,2214587501,585,289,2,1,2,2,271,1,2206114204,2160523964,48038286,167364231,167380615,2,1,7364026164,73389,73389,2,2,2,167364231,4,3,368657,3782308,1841295,25314,16833,2206114204,1085449,17788419,3528
15052.48,262144,64,119459,7871904446,64,58,132,585,1222229,4,30003,67,229,127102578,1172,1,66,17997,188406,2,11177,585,22076187,7154454,2359148556,585,289,2,1,2,2,271,1,2350031260,2304423715,86255717,178555330,178571714,2,1,7856434520,73389,73389,2,2,2,178555330,4,3,377331,6115974,1986156,31247,17931,2350031260,1190982,20089131,3528
20075.75,262144,64,125546,8272680242,64,58,133,585,1312514,4,31719,67,229,127102578,1172,1,66,18891,385341,2,11177,585,24186335,11782780,2476995582,585,289,2,1,2,2,271,1,2467340700,2421550862,116752621,187666105,187682489,2,1,8257308620,73389,73389,2,2,2,187666105,4,3,389271,8810882,2111155,35322,18826,2467340700,1277192,22073653,3528
25153.25,262144,64,131238,8648100222,64,58,134,585,1396698,4,33324,67,229,127368030,1172,1,66,19729,636298,2,11177,585,25282499,16133441,2587209907,585,289,2,1,2,2,271,1,2577047964,2531320984,168185367,196207314,196207314,2,1,8633121816,73389,73389,2,2,2,196207314,4,3,390988,11871433,2171449,41108,19663,2577047964,1355590,23109522,3528
30164.34,262144,64,136304,8981698310,64,58,135,585,1471834,4,34757,67,229,127368030,1172,1,66,20471,938555,2,11177,585,27620355,22086903,2684927172,585,289,2,1,2,2,271,1,2674303388,2628872467,224693764,203771960,203788344,2,1,8965966240,73389,73389,2,2,2,203771960,4,3,395456,15035331,2248787,44859,20405,2674303388,1426975,25369934,3528
35184.51,262144,64,140451,9255068814,64,58,136,585,1539713,4,35946,67,229,127621416,1172,1,66,21079,1438259,2,11177,585,29135257,27368723,2765000790,585,289,2,1,2,2,271,1,2753995164,2708745860,261599433,210001310,210001310,2,1,9240057640,73389,73389,2,2,2,210001310,4,3,396604,18254104,2299314,53991,21013,2753995164,1485722,26834192,3528
40204.16,262144,64,145249,9571368706,64,58,137,585,1618191,4,37311,67,229,127886868,1172,1,66,21786,1750691,2,11177,585,31444664,33557884,2858239894,585,289,2,1,2,2,271,1,2846794140,2801237531,302693707,217178773,217195157,2,1,9555866012,73389,73389,2,2,2,217178773,4,3,401173,21307906,2393186,66372,21721,2846794140,1551819,29050002,3528
45215.24,262144,64,150475,9915452554,64,58,138,585,1693178,4,38790,67,229,127886868,1172,1,66,22555,2064256,2,11177,585,33382461,39241681,2959505237,585,289,2,1,2,2,271,1,2947588508,2901884908,418276839,224989179,225005563,2,1,9899523876,73389,73389,2,2,2,224989179,4,3,405007,24222955,2481518,70254,22490,2947588508,1622924,30898383,3528
50234.02,262144,64,157019,10346709206,64,58,139,585,1785162,4,40631,67,229,128152320,1172,1,66,23516,2246472,2,11177,585,35591625,44391777,3085909036,585,289,2,1,2,2,271,1,3073417628,3027893827,485149935,234808340,234808340,2,1,10331566960,73389,73389,2,2,2,234808340,4,3,406322,26684173,2577859,77042,23450,3073417628,1708120,33010904,3528
55255.72,262144,64,187699,12368502670,64,58,144,585,2055785,4,49272,67,229,128948676,1172,1,66,28021,2285570,2,11177,585,43261529,47040398,3678675411,585,289,2,1,2,2,271,1,3663896988,3618860412,580769212,280748510,280764894,2,1,12352934440,73389,73389,2,2,2,280748510,4,3,429701,28214750,2772196,85686,27955,3663896988,1970099,40486507,3528
60281.75,262144,64,200499,13211876154,64,58,146,585,2210018,4,52868,67,229,129214128,1172,1,66,29904,2361803,2,11177,585,48149449,52349605,3926525342,585,289,2,1,2,2,271,1,3910705564,3865401484,763969368,299913855,299930239,2,1,13196209620,73389,73389,2,2,2,299913855,4,3,439799,30272324,2976912,94559,29838,3910705564,2115459,45169576,3528
65287.73,262144,64,241260,15897595854,64,58,153,585,2544988,4,64349,67,229,130275936,1172,1,66,35890,2374086,2,11177,585,58345316,53833038,4714115106,585,289,2,1,2,2,271,1,4695302556,4650592858,970188290,360958741,360958741,2,1,15881463708,73389,73389,2,2,2,360942357,4,3,477843,31294152,3257206,106364,35824,4695302556,2438624,55084331,3528
70316.59,262144,64,274784,18106328738,64,58,158,585,2832736,4,73793,67,229,130806840,1172,1,66,40816,2391365,2,11177,585,66567858,55325552,5362255873,585,289,2,1,2,2,271,1,5340963228,5296233386,1036954268,411170817,411170817,2,1,18091515948,73389,73389,2,2,2,411170817,4,3,492154,32554547,3445501,115475,40750,5340963228,2717261,63115988,3528
75333.82,262144,64,286824,18899894862,64,58,160,585,2979430,4,77184,67,229,131337744,1172,1,66,42586,2454513,2,11177,585,70664738,59930424,5595243004,585,289,2,1,2,2,271,1,5572960668,5528266675,1095148284,429189282,429205666,2,1,18884328408,73389,73389,2,2,2,429189282,4,3,499187,34640617,3632971,122497,42520,5572960668,2856933,67025116,3528
80343.51,262144,64,298689,19681702602,64,58,162,585,3124317,4,80526,67,229,131603196,1172,1,66,44330,2530431,2,11177,585,74717129,65019806,5824802260,585,289,2,1,2,2,271,1,5801550236,5756805185,1140774267,446972338,446988722,2,1,19666782872,73389,73389,2,2,2,446972338,4,3,510984,36887149,3824639,129741,44264,5801550236,2994576,70885708,3528
85350.35,262144,64,329478,21710374038,64,58,168,585,3386600,4,89202,67,229,132399552,1172,1,66,48852,2580469,2,11177,585,82895710,67774091,6419796361,585,289,2,1,2,2,271,1,6394257820,6349815272,1267640312,493078507,493078507,2,1,21694733412,73389,73389,2,2,2,493062123,4,3,536427,38269323,4071987,138155,48786,6394257820,3248445,78816320,3528
90368.00,262144,64,365368,24075468226,64,58,174,585,3695728,4,99372,67,229,133461360,1172,1,66,54123,2633981,2,11177,585,91042415,69174840,7113346395,585,289,2,1,2,2,271,1,7085138332,7041228682,1299227495,546810540,546826924,2,1,24059663760,73389,73389,2,2,2,546810540,4,3,559581,39616907,4274679,147272,54057,7085138332,3548456,86760087,3528
95399.33,262144,64,377545,24877759396,64,58,176,585,3846004,4,102804,67,229,133726812,1172,1,66,55908,2731607,2,11177,585,94997679,73801706,7348431643,585,289,2,1,2,2,271,1,7319232924,7275700198,1350981991,565052348,565068732,2,1,24862303312,73389,73389,2,2,2,565052348,4,3,571840,41880178,4450071,154638,55843,7319232924,3691366,90540964,3528
100415.87,262144,64,388866,25623674232,64,58,177,585,3984998,4,105945,67,229,133726812,1172,1,66,57572,2801909,2,11177,585,99543015,79291950,7567336489,585,289,2,1,2,2,271,1,7537205660,7493788262,1561274023,582010171,582010171,2,1,25607726628,73389,73389,2,2,2,581993787,4,3,581772,43947524,4644597,161949,57506,7537205660,3823049,94892362,3528
