timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5038.66,6,262144,64,26821,1767345592,64,36,117,585,412102,2,3915,67,3,124484256,1172,1,66,4386,485218,2,209084,585,5831555,13400525,568490420,585,971,2,1,2,2,547,1,566010268,519935773,33484912,39809124,39825508,2,1,1751601456,73389,73389,2,2,2,39809124,9,3,271210,9606536,1515575,15005,4320,566010268,397097,4313279,71264
10068.51,6,262144,64,37279,2456437408,64,36,119,585,543883,2,6866,67,3,124749708,1172,1,66,5923,605005,2,209084,585,8262531,17516015,770812733,585,971,2,1,2,2,547,1,767467932,721379403,59587924,55482962,55482962,2,1,2440529432,73389,73389,2,2,2,55466578,9,3,279079,11846338,1678700,20967,5857,767467932,522916,6581274,71264
15073.34,6,262144,64,90605,5970334754,64,36,127,585,978422,2,21858,67,3,126076968,1172,1,66,13756,605958,2,209084,585,18487961,18198296,1801404602,585,971,2,1,2,2,547,1,1794154908,1748638141,103497353,135330586,135346970,2,1,5954545784,73389,73389,2,2,2,135330586,9,3,317278,12751604,1937915,30950,13690,1794154908,947472,16547544,71264
20085.14,6,262144,64,110614,7289053102,64,36,131,585,1210292,2,27537,67,3,126837126,1172,1,66,16696,675397,2,209084,585,25424772,22358679,2188322779,585,971,2,1,2,2,547,1,2179506588,2134009989,175017335,165310198,165326582,2,1,7273648712,73389,73389,2,2,2,165310198,9,3,341002,14555390,2211282,44996,16630,2179506588,1165296,23210919,71264
25105.41,6,262144,64,134193,8842555458,64,36,135,585,1455824,2,34187,67,3,127368030,1172,1,66,20160,708101,2,209084,585,31603097,25870289,2644281448,585,971,2,1,2,2,547,1,2633671068,2588201997,238173862,200624517,200624517,2,1,8827478748,73389,73389,2,2,2,200624517,9,3,364670,16185897,2464460,53469,20095,2633671068,1402355,29135840,71264
30117.80,6,262144,64,147354,9709852890,64,36,137,585,1630570,2,37882,67,3,127886868,1172,1,66,22096,796764,2,209084,585,36230226,30238416,2898971520,585,971,2,1,2,2,547,1,2887295388,2841735240,306296328,220320183,220336567,2,1,9694088052,73389,73389,2,2,2,220320183,9,3,381462,18197731,2710807,60891,22031,2887295388,1569679,33515071,71264
35139.58,6,262144,64,159893,10536121478,64,36,139,585,1799261,2,41415,67,3,128152320,1172,1,66,23937,886812,2,209084,585,40176775,34722885,3141289152,585,971,2,1,2,2,547,1,3128598940,3083248229,333476874,239108696,239125080,2,1,10520782624,73389,73389,2,2,2,239108696,9,3,389402,20342421,2886536,71428,23871,3128598940,1727833,37285716,71264
40159.26,6,262144,64,165880,10930609126,64,36,140,585,1899148,2,43101,67,3,128152320,1172,1,66,24817,1125907,2,209084,585,41963391,39357901,3257168908,585,971,2,1,2,2,547,1,3243942300,3198597814,403690638,248078048,248078048,2,1,10915434112,73389,73389,2,2,2,248078048,9,3,392658,22866144,2973778,89835,24751,3243942300,1809313,38983307,71264
45185.47,6,262144,64,172270,11351773234,64,36,141,585,1999748,2,44900,67,3,128417772,1172,1,66,25755,1325363,2,209084,585,45034648,44212156,3380669327,585,971,2,1,2,2,547,1,3366887836,3321683802,524356770,257651449,257651449,2,1,11336663756,73389,73389,2,2,2,257651449,9,3,398013,25635341,3078294,101628,25689,3366887836,1898120,41950237,71264
50208.64,6,262144,64,177552,11699527098,64,36,142,585,2074042,2,46395,67,3,128417772,1172,1,66,26531,1497227,2,209084,585,46873760,49497526,3482859684,585,971,2,1,2,2,547,1,3468599708,3423328825,552214343,265543775,265560159,2,1,11683926100,73389,73389,2,2,2,265543775,9,3,399538,28348141,3150481,105771,26465,3468599708,1968271,43717218,71264
