timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5137.75,10,262144,64,24611,1621980128,64,49,116,1,585,1671393,9,3256,60,67,176220,124484256,1172,1,66,4065,2795804,2,227034,585,4635472,19360812,526301874,585,143413,2,1,2,2,668,1,523936156,477389127,35507018,36512066,36528450,2,1,1606530904,73389,73389,2,2,2,36512066,13,3,202798,17827797,1125332,20606,3999,523936156,1650787,3511868,22068
10160.92,10,262144,64,29485,1942995304,64,49,117,1,585,1745820,9,4641,60,67,176220,124484256,1172,1,66,4778,2970367,2,227034,585,6021681,24232693,620204324,585,143413,2,1,2,2,668,1,617390492,571267772,54106530,43798184,43814568,2,1,1927120096,73389,73389,2,2,2,43798184,13,3,211838,20654032,1222678,30400,4712,617390492,1715420,4801096,22068
15191.91,10,262144,64,35593,2345412808,64,49,118,1,585,1830780,9,6362,60,67,176220,124749708,1172,1,66,5677,3126371,2,227034,585,8300093,29511841,738580502,585,143413,2,1,2,2,668,1,735224220,688958100,80828504,52955952,52955952,2,1,2330061888,73389,73389,2,2,2,52955952,13,3,221022,23654823,1325840,35791,5611,735224220,1794989,6977073,22068
20208.77,10,262144,64,42046,2770440232,64,49,119,1,585,1921616,9,8178,60,67,176220,124749708,1172,1,66,6624,3234161,2,227034,585,10705668,34569432,863272860,585,143413,2,1,2,2,668,1,859349404,813122672,136695422,62613432,62629816,2,1,2754991008,73389,73389,2,2,2,62613432,13,3,234451,26186048,1466121,43805,6558,859349404,1877811,9241384,22068
25218.84,10,262144,64,48735,3211465056,64,49,120,1,585,2010088,9,10056,60,67,176220,125015160,1172,1,66,7606,3402420,2,227034,585,13023330,39893742,992571279,585,143413,2,1,2,2,668,1,988062108,942073143,189930860,72635234,72651618,2,1,3195950296,73389,73389,2,2,2,72635234,13,3,244255,28824204,1591709,48074,7540,988062108,1962014,11433714,22068
30231.64,10,262144,64,54720,3605821632,64,49,121,1,585,2090146,9,11736,60,67,176220,125280612,1172,1,66,8485,3573233,2,227034,585,15050333,44804213,1108314955,585,143413,2,1,2,2,668,1,1103274396,1057474056,237948810,81588202,81604586,2,1,3589880888,73389,73389,2,2,2,81588202,13,3,248395,31692572,1691972,52135,8419,1103274396,2038011,13360663,22068
35244.10,10,262144,64,61138,4028832814,64,49,123,1,585,2174785,9,13602,60,67,176220,125546064,1172,1,66,9428,3774222,2,227034,585,17424796,49749603,1232479199,585,143413,2,1,2,2,668,1,1226875292,1181062462,298146199,91218947,91218947,2,1,4012912772,73389,73389,2,2,2,91202563,13,3,258545,34595636,1796358,56195,9362,1226875292,2118590,15630329,22068
40249.79,10,262144,64,76930,5069351818,64,49,125,1,585,2340537,9,18018,60,67,176220,125811516,1172,1,66,11745,3899171,2,227034,585,21453900,53967841,1537399306,585,143413,2,1,2,2,668,1,1530569116,1485235114,420426692,114864872,114864872,2,1,5053333472,73389,73389,2,2,2,114848488,13,3,275388,36707874,1952018,70125,11679,1530569116,2270412,19504234,22068
45256.08,10,262144,64,122423,8066949506,64,49,133,1,585,2701126,9,30817,60,67,176220,127102578,1172,1,66,18431,3900989,2,227034,585,32276705,54223998,2416931252,585,143413,2,1,2,2,668,1,2406785436,2361417825,447691318,182988917,183005301,2,1,8051512348,73389,73389,2,2,2,182988917,13,3,299457,37507704,2163907,80901,18365,2406785436,2620225,30115527,22068
50261.97,10,262144,64,168043,11073159850,64,49,140,1,585,3075452,9,43692,60,67,176220,128152320,1172,1,66,25135,3902951,2,227034,585,43014525,54397784,3299092046,585,143413,2,1,2,2,668,1,3285623196,3240235484,470825310,251307411,251323795,2,1,11057526084,73389,73389,2,2,2,251307411,13,3,337945,38327150,2433186,91817,25069,3285623196,2983635,40583800,22068
55267.60,10,262144,64,214658,14144650910,64,49,148,1,585,3443321,9,56840,60,67,176220,129479580,1172,1,66,31982,3906275,2,227034,585,54688846,54693844,4199934844,585,143413,2,1,2,2,668,1,4183073180,4138091874,602663728,321116849,321139266,2,1,14129141356,73389,73389,2,2,2,321116849,13,3,369053,39188499,2671498,102342,31916,4183073180,3340979,52020299,22068
60273.39,10,262144,64,262199,17277286814,64,49,156,1,585,3821193,9,70246,60,67,176220,130541388,1172,1,66,38965,3907534,2,227034,585,65544128,54789133,5118525057,585,143413,2,1,2,2,668,1,5098217884,5053829336,684832641,392306417,392322801,2,1,17261482348,73389,73389,2,2,2,392306417,13,3,386744,39966200,2825250,112179,38899,5098217884,3709014,62721139,22068
65278.84,10,262144,64,314089,20696266042,64,49,165,1,585,4244404,9,84894,60,67,176220,131868648,1172,1,66,46590,3908804,2,227034,585,76120855,54841964,6121833437,585,143413,2,1,2,2,668,1,6097772956,6053395445,711637410,470030598,470030598,2,1,20680625416,73389,73389,2,2,2,470014214,13,3,408174,40829263,3012344,122850,46524,6097772956,4121554,73110786,22068
70284.26,10,262144,64,368194,24261734770,64,49,174,1,585,4663924,9,100143,60,67,176220,133461360,1172,1,66,54538,3909652,2,227034,585,86928937,54845493,7167431436,585,143413,2,1,2,2,668,1,7139402140,7095643261,736754190,551045360,551061744,2,1,24245995840,73389,73389,2,2,2,551045360,13,3,434170,41639457,3221277,133850,54472,7139402140,4530074,83709659,22068
