timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.57,3,262144,64,67846,4470571918,64,41,124,585,651546,2,15484,67,71,125546064,1172,1,66,10413,86409,2,7465,585,12848082,2061408,1361177138,585,386,2,1,2,2,372,1,1355981212,1310275020,29745565,101253259,101253259,2,1,4454422500,73389,73389,2,2,2,101236875,5,3,262301,2869859,1118494,17686,10347,1355981212,633860,11729708,4536
10015.00,3,262144,64,114982,7576907062,64,41,132,585,1035932,2,28770,67,71,127102578,1172,1,66,17338,87429,2,7465,585,22997445,2207344,2272269655,585,386,2,1,2,2,372,1,2263654812,2218186242,59926531,171850844,171867228,2,1,7561437136,73389,73389,2,2,2,171850844,5,3,299778,3694278,1354320,27367,17272,2263654812,1008565,21643414,4536
15020.48,3,262144,64,161976,10673429322,64,41,139,585,1419461,2,41982,67,71,128152320,1172,1,66,24245,91263,2,7465,585,33333532,2363446,3181000333,585,386,2,1,2,2,372,1,3168969116,3123368385,88371571,242223371,242239755,2,1,10657828324,73389,73389,2,2,2,242223371,5,3,339031,4528479,1552996,37034,24179,3168969116,1382427,31779325,4536
20034.76,3,262144,64,176909,11657121998,64,41,142,585,1578607,2,46221,67,71,128417772,1172,1,66,26438,200274,2,7465,585,38377796,5728191,3469617974,585,386,2,1,2,2,372,1,3456410012,3410914989,130258398,264587470,264603854,2,1,11641848680,73389,73389,2,2,2,264587470,5,3,344900,6613526,1679250,46555,26372,3456410012,1532052,36696985,4536
25062.14,3,262144,64,183123,12066751770,64,41,143,585,1667262,2,47969,67,71,128683224,1172,1,66,27350,441636,2,7465,585,40642302,10808550,3589707571,585,386,2,1,2,2,372,1,3575947676,3530687420,157830140,273898727,273898727,2,1,12051543988,73389,73389,2,2,2,273898727,5,3,353496,9229084,1776869,56118,27284,3575947676,1611144,38864018,4536
30085.27,3,262144,64,188430,12416674938,64,41,144,585,1739134,2,49472,67,71,128948676,1172,1,66,28131,680060,2,7465,585,42548813,15991188,3692560240,585,386,2,1,2,2,372,1,3678314908,3632960525,203487867,281852271,281852271,2,1,12401499924,73389,73389,2,2,2,281852271,5,3,362084,11972222,1868229,59789,28065,3678314908,1679345,40679157,4536
35106.10,3,262144,64,194573,12821120750,64,41,145,585,1819189,2,51203,67,71,128948676,1172,1,66,29032,843641,2,7465,585,44583858,21260251,3811202439,585,386,2,1,2,2,372,1,3796410780,3751184611,249777063,291044966,291044966,2,1,12805978504,73389,73389,2,2,2,291044966,5,3,371873,14728430,1968146,63772,28966,3796410780,1755417,42614289,4536
40129.67,3,262144,64,200163,13189590606,64,41,146,585,1894104,2,52781,67,71,129214128,1172,1,66,29853,974990,2,7465,585,46593125,26096303,3919317045,585,386,2,1,2,2,372,1,3904020892,3858907604,315542678,299416302,299416302,2,1,13174317288,73389,73389,2,2,2,299416302,5,3,377908,17336777,2047266,67464,29787,3904020892,1826640,44544627,4536
45150.68,3,262144,64,207621,13681012614,64,41,147,585,1988207,2,54870,67,71,129214128,1172,1,66,30946,1120538,2,7465,585,48759975,30640641,4063352316,585,386,2,1,2,2,372,1,4047413660,4002552605,377364933,310576792,310593176,2,1,13665378848,73389,73389,2,2,2,310576792,5,3,382716,19797276,2140008,72361,30881,4047413660,1915846,46619435,4536
50173.13,3,262144,64,213168,14046411036,64,41,148,585,2060439,2,56436,67,71,129479580,1172,1,66,31761,1332060,2,7465,585,51110095,35959750,4170543910,585,386,2,1,2,2,372,1,4154106268,4109365943,458360173,318892943,318892943,2,1,14031289492,73389,73389,2,2,2,318892943,5,3,387876,22446505,2224351,75895,31695,4154106268,1984544,48884572,4536
