timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5043.95,6,262144,64,23813,1569416948,64,49,116,0,585,714831,18,3039,60,67,6422,124484256,1172,1,66,3946,2058379,2,10317,585,4167861,22560063,510642174,585,1137,2,1,2,2,744,1,508338588,462035027,38101198,35326385,35326385,2,1,1553640044,73389,73389,2,2,2,35310001,9,3,47047,19275435,639935,32741,3880,508338588,682090,3528906,7411
10128.19,6,262144,64,28697,1891087484,64,49,117,0,585,787147,18,4428,60,67,6422,124484256,1172,1,66,4662,2286540,2,10317,585,5851844,27759457,604926810,585,1137,2,1,2,2,744,1,602186140,556017353,58627347,42628887,42645271,2,1,1875671028,73389,73389,2,2,2,42628887,9,3,48762,22413443,725232,37158,4596,602186140,749989,5127464,7411
15153.25,6,262144,64,33261,2191786500,64,49,118,0,585,853827,18,5724,60,67,6422,124749708,1172,1,66,5334,2520738,2,10317,585,7403831,32896227,693424601,585,1137,2,1,2,2,744,1,690266524,644051594,104105595,49464445,49464445,2,1,2176435580,73389,73389,2,2,2,49464445,9,3,52292,25597213,804598,40633,5268,690266524,813194,6600492,7411
20178.26,6,262144,64,38506,2537380984,64,49,119,0,585,928505,18,7212,60,67,6422,124749708,1172,1,66,6102,2795895,2,10317,585,9124620,38062838,794691107,585,1137,2,1,2,2,744,1,791060892,745011848,140359049,57313652,57330036,2,1,2521800688,73389,73389,2,2,2,57313652,9,3,56451,28511138,879368,45195,6037,791060892,883310,8246732,7411
25192.22,6,262144,64,44780,2950846388,64,49,120,0,585,1011838,18,8976,60,67,6422,125015160,1172,1,66,7024,2967158,2,10317,585,11323168,43625839,915956351,585,1137,2,1,2,2,744,1,911778204,865926275,200807063,66700796,66723213,2,1,2934835024,73389,73389,2,2,2,66700796,9,3,66331,31285515,998414,49094,6958,911778204,962744,10326390,7411
30211.75,6,262144,64,72970,4808236546,64,49,125,0,585,1263885,18,16916,60,67,6422,125546064,1172,1,66,11166,3009382,2,10317,585,18653661,45951551,1460958904,585,1137,2,1,2,2,744,1,1454678428,1408919722,281645446,108930434,108930434,2,1,4792218200,73389,73389,2,2,2,108914050,9,3,74342,32731474,1162620,57359,11100,1454678428,1206526,17492985,7411
35227.15,6,262144,64,86207,5680514714,64,49,127,0,585,1424684,18,20656,60,67,6422,126076968,1172,1,66,13110,3055989,2,10317,585,22713507,50517360,1716830116,585,1137,2,1,2,2,744,1,1709482396,1663928112,343150947,128740788,128757172,2,1,5664594672,73389,73389,2,2,2,128740788,9,3,85553,34805476,1353546,65378,13044,1709482396,1359306,21362115,7411
40232.40,6,262144,64,126380,8327868170,64,49,133,0,585,1752646,18,31947,60,67,6422,127102578,1172,1,66,19011,3081880,2,10317,585,31764929,52163480,2493237073,585,1137,2,1,2,2,744,1,2482938268,2437651288,456741428,188923355,188939739,2,1,8312627620,73389,73389,2,2,2,188923355,9,3,104308,35762522,1539563,74793,18945,2482938268,1677853,30227607,7411
45250.40,6,262144,64,158176,10423065262,64,49,139,0,585,2034698,18,40947,60,67,6422,128152320,1172,1,66,23685,3106391,2,10317,585,41192855,53635331,3108092107,585,1137,2,1,2,2,744,1,3095437724,3050180005,487262942,236540726,236557110,2,1,10407791944,73389,73389,2,2,2,236540726,9,3,119488,37021023,1733962,84267,23619,3095437724,1950431,39460888,7411
50259.93,6,262144,64,170499,11234912622,64,49,141,0,585,2195128,18,44417,60,67,6422,128417772,1172,1,66,25497,3233738,2,10317,585,45212169,58606805,3346725170,585,1137,2,1,2,2,744,1,3333071260,3287514068,599271502,254995526,254995526,2,1,11219803144,73389,73389,2,2,2,254995526,9,3,127292,39383307,1910501,96696,25431,3333071260,2098432,43302897,7411
