timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5008.04,4,262144,64,76301,5027864222,64,40,125,585,791292,3,17843,67,67,125811516,1172,1,66,11655,45628,2,1159,585,12768593,1290499,1524611063,585,427,2,1,2,2,382,1,1518772636,1473141580,26066360,113908567,113924951,2,1,5011976948,73389,73389,2,2,2,113908567,7,3,396309,2367046,1747568,16032,11589,1518772636,775260,11019121,3877
10024.31,4,262144,64,126729,8350740234,64,40,134,585,1215768,3,32048,67,67,127102578,1172,1,66,19065,60613,2,1159,585,22722118,2232497,2499666467,585,427,2,1,2,2,382,1,2490147228,2444417810,71060354,189447643,189447643,2,1,8335696292,73389,73389,2,2,2,189447643,7,3,436132,3545624,2008267,26781,19000,2490147228,1188987,20711246,3877
15028.46,4,262144,64,142232,9372319334,64,40,136,585,1417289,3,36430,67,67,127621416,1172,1,66,21342,141409,2,1159,585,27519245,6361926,2799222584,585,427,2,1,2,2,382,1,2788467100,2743047162,120434344,212651200,212667584,2,1,9356652800,73389,73389,2,2,2,212651200,7,3,440888,5467972,2219621,36733,21276,2788467100,1380556,25296106,3877
20033.25,4,262144,64,194304,12803491566,64,40,145,585,1834404,3,51129,67,67,128948676,1172,1,66,28994,143053,2,1159,585,37594498,6800232,3805967752,585,427,2,1,2,2,382,1,3791430044,3746001526,176579864,290635366,290651750,2,1,12787956104,73389,73389,2,2,2,290635366,7,3,476078,6285082,2427359,45431,28928,3791430044,1788973,35164030,3877
25041.41,4,262144,64,221587,14601066526,64,40,149,585,2095899,3,58788,67,67,129479580,1172,1,66,32999,157064,2,1159,585,43949142,9289295,4332965149,585,427,2,1,2,2,382,1,4316373404,4271558073,226575408,331484874,331501258,2,1,14585334456,73389,73389,2,2,2,331484874,7,3,494496,7814581,2644915,54400,32933,4316373404,2041499,41299747,3877
30056.28,4,262144,64,228822,15078139458,64,40,151,585,2193496,3,60872,67,67,130010484,1172,1,66,34063,341813,2,1159,585,46936088,13887811,4473056018,585,427,2,1,2,2,382,1,4455834012,4410986480,256402535,342340101,342340101,2,1,15062964444,73389,73389,2,2,2,342340101,7,3,503401,10247627,2788349,59299,33997,4455834012,2134197,44143627,3877
35066.86,4,262144,64,237307,15637204786,64,40,152,585,2306581,3,63240,67,67,130010484,1172,1,66,35309,476329,2,1159,585,49269051,18349683,4637229436,585,427,2,1,2,2,382,1,4619280796,4574456413,303233473,355030336,355046720,2,1,15621334784,73389,73389,2,2,2,355030336,7,3,509821,12614099,2919146,67764,35244,4619280796,2238817,46345401,3877
40083.72,4,262144,64,250949,16536025034,64,40,154,585,2478897,3,67071,67,67,130275936,1172,1,66,37312,561357,2,1159,585,54188569,23170519,4900737872,585,427,2,1,2,2,382,1,4881686940,4837176069,430239319,375463282,375479666,2,1,16520384408,73389,73389,2,2,2,375463282,7,3,523040,14724727,3144988,75256,37246,4881686940,2403641,51039688,3877
45088.68,4,262144,64,299372,19726729142,64,40,162,585,2871893,3,80715,67,67,131603196,1172,1,66,44429,567661,2,1159,585,62829070,23859529,5837104728,585,427,2,1,2,2,382,1,5814526364,5769980511,494945977,447994179,447994179,2,1,19711743876,73389,73389,2,2,2,447994179,7,3,559613,15615432,3371276,83945,44363,5814526364,2787948,59453726,3877
50093.19,4,262144,64,355012,23392795630,64,40,172,585,3330718,3,96441,67,67,132930456,1172,1,66,52598,568162,2,1159,585,74022470,23865164,6911849693,585,427,2,1,2,2,382,1,6885253532,6841583523,523776854,531310893,531327277,2,1,23377679292,73389,73389,2,2,2,531310893,7,3,592025,16486128,3584030,93302,52532,6885253532,3237416,70434141,3877
