timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5023.78,1,262144,64,49264,3246399052,64,50,121,0,585,551786,4,10252,67,305,125280612,1172,1,66,7685,102460,2,13391,585,9470484,3949910,1002318032,585,318,2,1,2,2,298,1,998416796,952394480,30538345,73419507,73435891,2,1,3230458308,73389,73389,2,2,2,73419507,4,3,279764,3227122,1283398,26481,7619,998416796,525305,8188752,3528
10030.40,1,262144,64,72916,4804697602,64,50,125,0,585,787384,4,16871,67,305,125546064,1172,1,66,11159,131913,2,13391,585,15308149,7999557,1459477399,585,318,2,1,2,2,298,1,1453760924,1407913505,80800784,108848514,108848514,2,1,4788613720,73389,73389,2,2,2,108832130,4,3,293825,5037879,1491704,34376,11093,1453760924,753008,13818256,3528
15035.23,1,262144,64,124593,8209958982,64,50,133,0,585,1226009,4,31458,67,305,127102578,1172,1,66,18751,132506,2,13391,585,25305449,8030509,2458332018,585,318,2,1,2,2,298,1,2448859548,2403254205,107939127,186234664,186251048,2,1,8194325216,73389,73389,2,2,2,186234664,4,3,324157,5869044,1701110,43839,18685,2448859548,1182170,23606067,3528
20051.97,1,262144,64,142947,9419443026,64,50,136,0,585,1429003,4,36627,67,305,127621416,1172,1,66,21448,190864,2,13391,585,30492194,11825226,2813255683,585,318,2,1,2,2,298,1,2802360732,2756839584,160157977,213722193,213738577,2,1,9403776492,73389,73389,2,2,2,213722193,4,3,335650,7758614,1908017,51174,21382,2802360732,1377829,28585615,3528
25066.93,1,262144,64,168381,11095311018,64,50,141,0,585,1678150,4,43787,67,305,128152320,1172,1,66,25184,218717,2,13391,585,37763511,15305090,3304994177,585,318,2,1,2,2,298,1,3292176796,3246659570,251144248,251815315,251831699,2,1,11079873860,73389,73389,2,2,2,251815315,4,3,364004,9330127,2205305,59810,25119,3292176796,1618340,35558991,3528
30080.30,1,262144,64,181484,11958807362,64,50,143,0,585,1840362,4,47520,67,305,128683224,1172,1,66,27110,323594,2,13391,585,41762341,19925320,3558370239,585,318,2,1,2,2,298,1,3544490396,3499156184,375942201,271429061,271445445,2,1,11942878684,73389,73389,2,2,2,271429061,4,3,382907,11541931,2443669,66828,27044,3544490396,1773534,39319545,3528
35092.60,1,262144,64,193307,12737886722,64,50,145,0,585,1982314,4,50854,67,305,128948676,1172,1,66,28846,423778,2,13391,585,45105010,24386045,3786880633,585,318,2,1,2,2,298,1,3772031388,3726813087,439424592,289154773,289154773,2,1,12722089116,73389,73389,2,2,2,289138389,4,3,392838,13719098,2596451,73475,28780,3772031388,1908839,42509799,3528
40098.86,1,262144,64,228657,15067326018,64,50,151,0,585,2299786,4,60785,67,305,130010484,1172,1,66,34038,441273,2,13391,585,53125478,26606035,4470013747,585,318,2,1,2,2,298,1,4452557212,4407839801,509728444,342077957,342094341,2,1,15051430108,73389,73389,2,2,2,342077957,4,3,418412,14981575,2826878,82607,33972,4452557212,2217179,50299817,3528
45120.89,1,262144,64,236734,15599387206,64,50,152,0,585,2405330,4,63084,67,305,130010484,1172,1,66,35225,598690,2,13391,585,56263291,31067747,4626414504,585,318,2,1,2,2,298,1,4608270748,4563401157,536493148,354172335,354188719,2,1,15583582740,73389,73389,2,2,2,354172335,4,3,426799,17437665,2972320,88203,35160,4608270748,2317127,53292076,3528
50138.18,1,262144,64,243245,16028481170,64,50,153,0,585,2501109,4,64914,67,305,130275936,1172,1,66,36181,726077,2,13391,585,58651114,36036047,4752161496,585,318,2,1,2,2,298,1,4733444508,4688797149,678917351,363925960,363942344,2,1,16012742240,73389,73389,2,2,2,363925960,4,3,432422,19994046,3076324,95276,36115,4733444508,2405833,55575930,3528
55161.18,1,262144,64,249180,16419295494,64,50,154,0,585,2584261,4,66588,67,305,130275936,1172,1,66,37053,901953,2,13391,585,60363564,40668118,4866985603,585,318,2,1,2,2,298,1,4847739292,4803089230,699007352,372807359,372823743,2,1,16403523796,73389,73389,2,2,2,372807359,4,3,436550,22778492,3172215,99367,36987,4847739292,2484894,57192748,3528
60172.69,1,262144,64,257486,16966822934,64,50,155,0,585,2693793,4,68905,67,305,130541388,1172,1,66,38275,1007402,2,13391,585,62881629,45561831,5027861209,585,318,2,1,2,2,298,1,5007909276,4963087444,758729905,385249675,385266059,2,1,16950985700,73389,73389,2,2,2,385249675,4,3,442157,25208897,3291232,104474,38210,5007909276,2589319,59591274,3528
65185.39,1,262144,64,268064,17663779070,64,50,157,1,585,2832357,4,71903,67,305,130806840,1172,1,66,39826,1075538,2,13391,585,66967166,50324087,5232026325,585,318,2,1,2,2,298,1,5211201948,5166818811,856932971,401103737,401103737,2,1,17648564428,73389,73389,2,2,2,401103737,4,3,455683,27499373,3501638,113464,39760,5211201948,2718893,63466144,3528
70203.54,1,262144,64,277002,18252725262,64,50,159,1,585,2952947,4,74449,67,305,131072292,1172,1,66,41142,1156379,2,13391,585,70129144,55235772,5405274499,585,318,2,1,2,2,298,1,5383692700,5339000351,969819522,414488133,414504517,2,1,18237477852,73389,73389,2,2,2,414488133,4,3,469163,29836210,3675195,125455,41076,5383692700,2827492,66453969,3528
75212.97,1,262144,64,290752,19158623398,64,50,161,1,585,3108998,4,78312,67,305,131337744,1172,1,66,43161,1222443,2,13391,585,74368589,60004854,5671013136,585,318,2,1,2,2,298,1,5648327068,5603860645,1057442922,435076727,435093111,2,1,19143375988,73389,73389,2,2,2,435076727,4,3,481955,31858956,3857949,132207,43095,5648327068,2976791,70510009,3528
80242.18,1,262144,64,300466,19798690978,64,50,163,1,585,3234869,4,81071,67,305,131603196,1172,1,66,44590,1340225,2,13391,585,78131122,65158359,5859001915,585,318,2,1,2,2,298,1,5835497884,5791016191,1091387717,449630420,449630420,2,1,19783738480,73389,73389,2,2,2,449630420,4,3,491969,34241775,4019279,137853,44524,5835497884,3097016,74111446,3528
