timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5013.36,262144,64,68038,4483154830,64,46,124,585,652809,1,15540,67,53,125546064,1172,1,66,10440,94056,2,4259,585,12677677,2372566,1364772001,585,1096,2,1,2,2,295,1,1359520156,1313909425,30820112,101531787,101548171,2,1,4467398628,73389,73389,2,2,2,101531787,5,3,297138,2984789,1216592,20704,10374,1359520156,632105,11458969,3953
10052.31,262144,64,77414,5101071242,64,46,125,585,765652,1,18150,67,53,125811516,1172,1,66,11817,220988,2,4259,585,15091239,6360523,1546040618,585,1096,2,1,2,2,295,1,1540006300,1494517343,74538769,115585768,115585768,2,1,5085773792,73389,73389,2,2,2,115585768,5,3,305153,5356521,1333474,25811,11751,1540006300,739841,13755782,3953
15081.54,262144,64,83419,5496738538,64,46,126,585,846547,1,19845,67,53,125811516,1172,1,66,12703,432479,2,4259,585,17134528,11508138,1662712547,585,1096,2,1,2,2,295,1,1656136092,1610179165,124089856,124571504,124587888,2,1,5481146176,73389,73389,2,2,2,124571504,5,3,315179,7994387,1447744,29910,12637,1656136092,816637,15684908,3953
20107.11,262144,64,88544,5834468702,64,46,127,585,917649,1,21297,67,53,126076968,1172,1,66,13453,547375,2,4259,585,18818638,16563100,1761610717,585,1096,2,1,2,2,295,1,1754571164,1708854731,167744108,132248679,132265063,2,1,5818941876,73389,73389,2,2,2,132248679,5,3,322144,10971244,1552161,34181,13388,1754571164,883468,17264821,3953
25139.46,262144,64,94085,6199703162,64,46,128,585,993802,1,22861,67,53,126318288,1172,1,66,14269,735190,2,4259,585,21454597,22085125,1868938743,585,1096,2,1,2,2,295,1,1861394844,1815636043,250248865,140546287,140562671,2,1,6184036628,73389,73389,2,2,2,140546287,5,3,329796,13680555,1652881,37817,14203,1861394844,955985,19799805,3953
30164.50,262144,64,100377,6614444742,64,46,129,585,1077060,1,24633,67,53,126571674,1172,1,66,15193,842792,2,4259,585,23537102,27309221,1990603796,585,1096,2,1,2,2,295,1,1982505372,1936871756,325127620,149972232,149988616,2,1,6598778208,73389,73389,2,2,2,149972232,5,3,337842,16396077,1771333,42354,15127,1982505372,1034706,21764718,3953
35192.67,262144,64,107150,7060878062,64,46,130,585,1175078,1,26535,67,53,126837126,1172,1,66,16191,936958,2,4259,585,25825551,32266307,2122013413,585,1096,2,1,2,2,295,1,2113315228,2067374717,417761483,160110881,160133298,2,1,7044878764,73389,73389,2,2,2,160110881,5,3,350371,19081990,1880802,55513,16125,2113315228,1119565,23943417,3953
40221.84,262144,64,113525,7480648886,64,46,131,585,1268527,1,28331,67,53,126837126,1172,1,66,17125,1110863,2,4259,585,27867910,37498204,2244996024,585,1096,2,1,2,2,295,1,2235736476,2190090644,452490333,169670057,169670057,2,1,7465482508,73389,73389,2,2,2,169670057,5,3,351817,21813135,1962113,64445,17059,2235736476,1204082,25904062,3953
45240.88,262144,64,119608,7881669310,64,46,132,585,1351720,1,30044,67,53,127102578,1172,1,66,18020,1290768,2,4259,585,30277408,42482538,2362848340,585,1096,2,1,2,2,295,1,2353045916,2307325403,477909232,178784706,178784706,2,1,7866527064,73389,73389,2,2,2,178784706,5,3,353103,24492896,2036128,68435,17954,2353045916,1283285,28240175,3953
50259.05,262144,64,126222,8317248030,64,46,133,585,1441774,1,31904,67,53,127102578,1172,1,66,18991,1406404,2,4259,585,32405227,47294076,2490701611,585,1096,2,1,2,2,295,1,2480316828,2434617819,554015419,188687946,188687946,2,1,8302269624,73389,73389,2,2,2,188687946,5,3,359561,26843724,2151126,72584,18925,2480316828,1369190,30253159,3953
