timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5038.40,5,262144,64,24851,1637708768,64,40,116,0,585,1380309,7,3324,60,67,124557,124484256,1172,1,66,4100,1580157,2,188333,585,4977994,15862719,530867884,585,1161,2,1,2,2,698,1,528523676,482024095,31094125,36872514,36888898,2,1,1622390616,73389,73389,2,2,2,36872514,17,3,176509,13350978,1245362,37090,4034,528523676,1343219,3734075,16251
10063.54,5,262144,64,29671,1955185000,64,40,117,0,585,1451706,7,4690,60,67,124557,124484256,1172,1,66,4805,1712531,2,188333,585,6388951,20819220,623845644,585,1161,2,1,2,2,698,1,621060508,574804979,60494966,44093096,44093096,2,1,1940096224,73389,73389,2,2,2,44093096,17,3,181594,16272109,1327040,40869,4740,621060508,1410837,5063892,16251
15082.63,5,262144,64,34420,2268273628,64,40,118,0,585,1519654,7,6038,60,67,124557,124749708,1172,1,66,5505,1988698,2,188333,585,7641321,25566548,715897518,585,1161,2,1,2,2,698,1,712679836,666346954,96654176,51196831,51213215,2,1,2252660564,73389,73389,2,2,2,51196831,17,3,182630,19192447,1395326,44437,5439,712679836,1475217,6248230,16251
20113.05,5,262144,64,38844,2559532152,64,40,119,0,585,1585414,7,7305,60,67,124557,124749708,1172,1,66,6151,2280766,2,188333,585,8527668,29842323,800972052,585,1161,2,1,2,2,698,1,797352348,751432890,120213734,57821556,57837940,2,1,2544148464,73389,73389,2,2,2,57821556,17,3,184505,22373623,1463527,50148,6085,797352348,1535266,7065825,16251
25145.41,5,262144,64,43489,2865805036,64,40,120,1,585,1652741,7,8625,60,67,124557,125015160,1172,1,66,6836,2507692,2,188333,585,10135791,35273639,891180909,585,1161,2,1,2,2,698,1,887136668,841040661,178765954,64777835,64794219,2,1,2850224740,73389,73389,2,2,2,64777835,17,3,187340,25472321,1556726,53508,6770,887136668,1599233,8579647,16251
30236.88,5,262144,64,48481,3194577592,64,40,120,1,585,1721040,7,9987,60,67,124557,125015160,1172,1,66,7568,2776326,2,188333,585,11831896,40381794,987574771,585,1161,2,1,2,2,698,1,983081372,937142584,238956994,72252369,72268753,2,1,3179104236,73389,73389,2,2,2,72252369,17,3,188654,28667358,1624422,57065,7503,983081372,1663975,10208162,16251
35254.10,5,262144,64,56714,3737043386,64,40,122,1,585,1857044,7,12342,60,67,124557,125280612,1172,1,66,8776,2980942,2,188333,585,14257425,45364592,1146609885,585,1161,2,1,2,2,698,1,1141416348,1095794370,345881150,84573964,84590348,2,1,3721254416,73389,73389,2,2,2,84573964,17,3,200776,31197909,1752684,92633,8711,1141416348,1764411,12505501,16251
40271.59,5,262144,64,88043,5801635166,64,40,127,1,585,2136881,7,21159,60,67,124557,126076968,1172,1,66,13380,3042147,2,188333,585,22163936,48331177,1752393192,585,1161,2,1,2,2,698,1,1744871836,1699280869,495351054,131511399,131511399,2,1,5786501556,73389,73389,2,2,2,131511399,17,3,235334,32699381,1995272,102067,13314,1744871836,2034814,20170159,16251
45277.21,5,262144,64,104168,6864218978,64,40,130,1,585,2326939,7,25722,60,67,124557,126837126,1172,1,66,15748,3124012,2,188333,585,26885137,53012930,2064040021,585,1161,2,1,2,2,698,1,2055250332,2009881700,580224133,155663069,155663069,2,1,6848454140,73389,73389,2,2,2,155646685,17,3,239531,34715465,2181152,120550,15682,2055250332,2206389,24705414,16251
50282.96,5,262144,64,150639,9926200458,64,40,138,1,585,2708468,7,38781,60,67,124557,127886868,1172,1,66,22578,3126646,2,188333,585,37208156,53304445,2962636419,585,1161,2,1,2,2,698,1,2950472092,2904986144,610696971,225251323,225251323,2,1,9910337316,73389,73389,2,2,2,225234939,17,3,262940,35581212,2401180,130781,22512,2950472092,2577687,34809001,16251
