timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5040.95,23,262144,64,23611,1555913224,64,45,116,0,585,588165,6,2985,58,67,112990,124484256,1172,1,66,3915,2471221,2,182235,585,4120558,28715743,506759364,585,1893,2,1,2,2,954,1,504406428,458079073,41113697,35009056,35025440,2,1,1540398464,73389,73389,2,2,2,35009056,19,3,114863,24187855,897738,15924,3850,504406428,572241,3223386,13902
10124.39,23,262144,64,29220,1925362812,64,45,117,0,585,675904,6,4569,58,67,112990,124484256,1172,1,66,4739,2664621,2,182235,585,6057250,33822236,615131987,585,1893,2,1,2,2,954,1,612278684,566123472,72280432,43398935,43415319,2,1,1909553140,73389,73389,2,2,2,43398935,19,3,127224,27361909,1016106,26260,4674,612278684,649644,5042480,13902
15144.66,23,262144,64,35520,2340628680,64,45,118,0,585,759052,6,6342,58,67,112990,124749708,1172,1,66,5664,2887311,2,182235,585,8091913,38793520,736929406,585,1893,2,1,2,2,954,1,733520284,687501867,98137595,52841264,52857648,2,1,2325015616,73389,73389,2,2,2,52841264,19,3,130598,29931154,1106672,30161,5598,733520284,728891,6985749,13902
20162.90,23,262144,64,42531,2802490644,64,45,119,0,585,853456,6,8310,58,67,112990,124749708,1172,1,66,6694,3000733,2,182235,585,10127923,43248706,872676650,585,1893,2,1,2,2,954,1,868655516,822505632,188062292,63340361,63356745,2,1,2786975884,73389,73389,2,2,2,63340361,19,3,139665,32451839,1236095,34786,6629,868655516,818670,8892759,13902
25189.89,23,262144,64,49546,3264880204,64,45,121,0,585,947511,6,10332,58,67,112990,125280612,1172,1,66,7726,3126481,2,182235,585,12948346,48505659,1008425660,585,1893,2,1,2,2,954,1,1003790748,957742673,261564985,73845491,73861875,2,1,3249201604,73389,73389,2,2,2,73845491,19,3,149995,34938706,1381609,39330,7660,1003790748,908181,11567145,13902
30209.55,23,262144,64,56298,3709780410,64,45,122,0,585,1035359,6,12230,58,67,112990,125280612,1172,1,66,8716,3273918,2,182235,585,14672594,53004345,1138776833,585,1893,2,1,2,2,954,1,1133552028,1087807510,319030909,83967756,83967756,2,1,3694581264,73389,73389,2,2,2,83967756,19,3,153971,37408203,1457965,43498,8650,1133552028,991861,13214045,13902
35214.34,23,262144,64,98444,6486967298,64,45,129,0,585,1375725,6,24051,58,67,112990,126571674,1172,1,66,14908,3279713,2,182235,585,25787551,54219785,1953471554,585,1893,2,1,2,2,954,1,1945149852,1899610048,382597032,147086933,147086933,2,1,6471104156,73389,73389,2,2,2,147070549,19,3,183245,38286178,1700178,53545,14842,1945149852,1322180,24086681,13902
40218.31,23,262144,64,147124,9694779610,64,45,137,0,585,1771593,6,37817,58,67,112990,127886868,1172,1,66,22064,3280987,2,182235,585,36457264,54245657,2895009668,585,1893,2,1,2,2,954,1,2883101084,2837353585,411602891,219976119,219992503,2,1,9678949236,73389,73389,2,2,2,219976119,19,3,208930,39090495,1914461,64289,21998,2883101084,1707304,34541852,13902
45234.51,23,262144,64,173618,11440381214,64,45,141,0,585,2030140,6,45265,58,67,112990,128417772,1172,1,66,25954,3319817,2,182235,585,42517321,56844405,3406900066,585,1893,2,1,2,2,954,1,3392971164,3347549958,446271667,259656330,259672714,2,1,11424878520,73389,73389,2,2,2,259656330,19,3,219554,40757485,2101675,74225,25888,3392971164,1955915,40414375,13902
50248.21,23,262144,64,183884,12116890118,64,45,143,0,585,2169447,6,48174,58,67,112990,128683224,1172,1,66,27462,3401009,2,182235,585,46296257,61442992,3605407568,585,1893,2,1,2,2,954,1,3590627740,3545378720,498188075,275035256,275035256,2,1,12101551264,73389,73389,2,2,2,275035256,19,3,227135,43096827,2273856,84543,27396,3590627740,2084904,44021383,13902
