timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5039.90,8,262144,64,24649,1624470496,64,46,116,585,397801,5,3269,67,3,124484256,1172,1,66,4070,689946,2,330092,585,4597497,17820464,526957201,585,1119,2,1,2,2,763,1,524591516,478131809,27545816,36577602,36577602,2,1,1609414488,73389,73389,2,2,2,36577602,14,3,219948,13750805,1207277,30132,4004,524591516,367669,3388288,15667
10059.12,8,262144,64,31046,2045827904,64,46,118,585,485995,5,5099,67,3,124484256,1172,1,66,5009,800605,2,330092,585,6176461,22279394,650732328,585,1119,2,1,2,2,763,1,647799196,601345440,51496104,46136778,46153162,2,1,2030018232,73389,73389,2,2,2,46136778,14,3,231704,16456821,1329312,34774,4944,647799196,451221,4845275,15667
15075.27,8,262144,64,39324,2591254884,64,46,119,585,593307,5,7436,67,3,124749708,1172,1,66,6224,967061,2,330092,585,9199948,27681067,810562776,585,1119,2,1,2,2,763,1,806920604,760782777,116126792,58548485,58548485,2,1,2576133340,73389,73389,2,2,2,58548485,14,3,243063,18999054,1480434,39794,6158,806920604,553513,7717713,15667
20097.24,8,262144,64,49756,3278908216,64,46,121,585,724233,5,10389,67,3,125280612,1172,1,66,7756,1056202,2,330092,585,12565232,32441105,1012232495,585,1119,2,1,2,2,763,1,1007722908,961838533,173561160,74162820,74179204,2,1,3263164080,73389,73389,2,2,2,74162820,14,3,256253,21263714,1635805,47652,7690,1007722908,676581,10926751,15667
25121.83,8,262144,64,57804,3809008530,64,46,122,585,828568,5,12639,67,3,125280612,1172,1,66,8939,1204297,2,330092,585,15460744,37887749,1167977647,585,1119,2,1,2,2,763,1,1162781084,1116781121,248170913,86224430,86224430,2,1,3793874920,73389,73389,2,2,2,86224430,14,3,265354,23880332,1782533,52786,8873,1162781084,775782,13675627,15667
30127.44,8,262144,64,83656,5512270570,64,46,126,585,1079910,5,19892,67,3,125811516,1172,1,66,12736,1245443,2,330092,585,20254123,41420176,1667601464,585,1119,2,1,2,2,763,1,1660461468,1614748716,306668364,124931952,124931952,2,1,5496284992,73389,73389,2,2,2,124915568,14,3,279498,25419974,1962371,69483,12670,1660461468,1010427,18288746,15667
35133.09,8,262144,64,135089,8901541166,64,46,135,585,1507311,5,34377,67,3,127368030,1172,1,66,20292,1246292,2,330092,585,32803460,41565702,2661715764,585,1119,2,1,2,2,763,1,2650841500,2605429796,365939552,201957654,201974038,2,1,8886136776,73389,73389,2,2,2,201957654,14,3,304446,26254263,2191206,79808,20226,2650841500,1427503,30608567,15667
40138.66,8,262144,64,185033,12192721886,64,46,143,585,1905711,5,48489,67,3,128683224,1172,1,66,27633,1246921,2,330092,585,43066722,41566317,3627559684,585,1119,2,1,2,2,763,1,3613041052,3567482629,390682306,276751258,276767642,2,1,12177055352,73389,73389,2,2,2,276751258,14,3,323801,27033066,2388109,89090,27567,3613041052,1816621,40674610,15667
45173.73,8,262144,64,222055,14632002826,64,46,150,585,2218496,5,58923,67,3,129479580,1172,1,66,33069,1276976,2,330092,585,52034387,43219267,4342791193,585,1119,2,1,2,2,763,1,4325548444,4280576690,467292702,332195419,332211803,2,1,14616598436,73389,73389,2,2,2,332195419,14,3,351570,28268344,2614021,97369,33003,4325548444,2121127,49415469,15667
50195.30,8,262144,64,228904,15083513410,64,46,151,585,2312476,5,60894,67,3,130010484,1172,1,66,34076,1421124,2,330092,585,54172755,48007570,4475378517,585,1119,2,1,2,2,763,1,4457537948,4412511677,515767502,342454789,342471173,2,1,15068010716,73389,73389,2,2,2,342454789,14,3,354725,30893885,2708851,102001,34010,4457537948,2210475,51458870,15667
55216.20,8,262144,64,234003,15419346582,64,46,152,585,2384027,5,62340,67,3,130010484,1172,1,66,34824,1781250,2,330092,585,56238727,53161240,4574015201,585,1119,2,1,2,2,763,1,4555710876,4510801366,581375277,350084971,350101355,2,1,15403738724,73389,73389,2,2,2,350084971,14,3,360434,33929298,2806572,105861,34759,4555710876,2278166,53428625,15667
60232.65,8,262144,64,238775,15733942538,64,46,152,585,2455244,5,63641,67,3,130010484,1172,1,66,35526,2012293,2,330092,585,57771353,57805064,4666335714,585,1119,2,1,2,2,763,1,4647592348,4602760757,612589121,357237858,357237858,2,1,15718465752,73389,73389,2,2,2,357237858,14,3,362391,36707022,2886163,109571,35460,4647592348,2345673,54880658,15667
