timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5043.20,7,262144,64,25294,1666741216,64,43,117,585,393819,8,3498,67,6591,124484256,1172,1,66,4163,786727,2,294407,585,4584888,16204326,539178463,585,1091,2,1,2,2,673,1,536781212,490492115,36318847,37536066,37536066,2,1,1650866008,73389,73389,2,2,2,37519682,15,3,95756,12638997,753693,16889,4097,536781212,376930,3830972,14358
10058.34,7,262144,64,32089,2114712856,64,43,118,585,486543,8,5406,67,6591,124749708,1172,1,66,5162,937249,2,294407,585,6372955,20610219,670845646,585,1091,2,1,2,2,673,1,667853212,621479536,58801571,47705324,47721708,2,1,2099034256,73389,73389,2,2,2,47705324,15,3,99097,15053471,837994,21280,5097,667853212,465263,5534606,14358
15080.85,7,262144,64,38609,2544131192,64,43,119,585,580983,8,7241,67,6591,124749708,1172,1,66,6117,1056628,2,294407,585,8554000,25052347,796460992,585,1091,2,1,2,2,673,1,792895900,746984603,107980188,57477492,57477492,2,1,2529009648,73389,73389,2,2,2,57477492,15,3,106011,17523363,961963,32771,6051,792895900,548212,7591660,14358
20087.47,7,262144,64,65171,4294466762,64,43,123,585,813219,8,14693,67,6591,125546064,1172,1,66,10018,1090132,2,294407,585,15424427,27960990,1309769736,585,1091,2,1,2,2,673,1,1304207772,1258724657,165004258,97245656,97262040,2,1,4278808864,73389,73389,2,2,2,97245656,15,3,129373,19114796,1173963,45706,9952,1304207772,767513,14250143,14358
25093.74,7,262144,64,110432,7276860098,64,43,131,585,1168681,8,27448,67,6591,126837126,1172,1,66,16669,1092991,2,294407,585,26746341,28338905,2184844219,585,1091,2,1,2,2,673,1,2175967644,2130470656,228092290,165042021,165042021,2,1,7261128028,73389,73389,2,2,2,165025637,15,3,148362,19912730,1368578,55719,16603,2175967644,1112962,25377599,14358
30119.83,7,262144,64,152743,10064884558,64,43,138,585,1528648,8,39409,67,6591,127886868,1172,1,66,22888,1105271,2,294407,585,36592311,29389726,3003106154,585,1091,2,1,2,2,673,1,2991104412,2945509423,280548064,228398766,228415150,2,1,10049545704,73389,73389,2,2,2,228398766,15,3,167036,20990208,1543238,66476,22822,2991104412,1462172,35048855,14358
35135.76,7,262144,64,165042,10875159054,64,43,140,585,1692425,8,42873,67,6591,128152320,1172,1,66,24695,1205166,2,294407,585,40043525,33481853,3240956069,585,1091,2,1,2,2,673,1,3227951516,3182400273,374247707,246804414,246820798,2,1,10859394216,73389,73389,2,2,2,246804414,15,3,174585,23047869,1721730,74361,24629,3227951516,1618064,38321277,14358
40150.78,7,262144,64,176648,11640017102,64,43,142,585,1853448,8,46147,67,6591,128417772,1172,1,66,26398,1273663,2,294407,585,44368377,38258883,3465120019,585,1091,2,1,2,2,673,1,3451167132,3405886381,413596225,264194254,264210638,2,1,11624547176,73389,73389,2,2,2,264194254,15,3,181479,25254202,1910208,89710,26333,3451167132,1763738,42457597,14358
45155.32,7,262144,64,218072,14369404358,64,43,149,585,2209269,8,57828,67,6591,129479580,1172,1,66,32484,1285371,2,294407,585,52851474,39889232,4265875989,585,1091,2,1,2,2,673,1,4248871324,4203863206,492472613,326228213,326228213,2,1,14353320476,73389,73389,2,2,2,326211829,15,3,210537,26458304,2137472,99972,32418,4248871324,2109297,50713796,14358
50175.34,7,262144,64,246456,16239979074,64,43,154,585,2467022,8,65846,67,6591,130275936,1172,1,66,36653,1325560,2,294407,585,59803537,42954961,4814454338,585,1091,2,1,2,2,673,1,4795310492,4750667408,618255277,368742412,368742412,2,1,16224666128,73389,73389,2,2,2,368742412,15,3,232766,28097169,2343530,107569,36587,4795310492,2359453,57460848,14358
55200.90,7,262144,64,253726,16719080314,64,43,155,585,2570136,8,67883,67,6591,130541388,1172,1,66,37721,1430058,2,294407,585,61969307,47243092,4955069271,585,1091,2,1,2,2,673,1,4935295388,4890680341,652328251,379632566,379632566,2,1,16703832904,73389,73389,2,2,2,379632566,15,3,239310,30654984,2443482,112242,37655,4935295388,2457894,59527235,14358
60213.97,7,262144,64,260338,17154527962,64,43,156,585,2664292,8,69741,67,6591,130541388,1172,1,66,38692,1586798,2,294407,585,64091999,51847237,5083052948,585,1091,2,1,2,2,673,1,5062697372,5017952902,676909708,389519422,389535806,2,1,17138854568,73389,73389,2,2,2,389519422,15,3,246262,33375253,2569815,116764,38627,5062697372,2547528,61523165,14358
65224.90,7,262144,64,270399,17817601986,64,43,158,585,2797636,8,72597,67,6591,130806840,1172,1,66,40172,1700052,2,294407,585,67763341,56907201,5277618118,585,1091,2,1,2,2,673,1,5256421788,5211733601,1033874345,404603436,404619820,2,1,17802551184,73389,73389,2,2,2,404603436,15,3,260939,35718723,2743087,126735,40106,5256421788,2670901,65022014,14358
70235.21,7,262144,64,297451,19600303582,64,43,162,585,3057071,8,80193,67,6591,131603196,1172,1,66,44145,1745601,2,294407,585,73651176,59655030,5800523933,585,1091,2,1,2,2,673,1,5777301916,5732950856,1059355683,445114913,445131297,2,1,19585056172,73389,73389,2,2,2,445114913,15,3,275266,37380716,2914958,135069,44079,5777301916,2922002,70738002,14358
75255.31,7,262144,64,307803,20282183130,64,43,164,585,3190172,8,83126,67,6591,131868648,1172,1,66,45667,1823287,2,294407,585,78032236,64841362,6000879461,585,1091,2,1,2,2,673,1,5976793500,5932327167,1172312113,460618878,460618878,2,1,20267230632,73389,73389,2,2,2,460618878,15,3,285182,39474449,3092574,142116,45601,5976793500,3048056,74941000,14358
80266.51,7,262144,64,316659,20865755370,64,43,165,585,3303377,8,85596,67,6591,131868648,1172,1,66,46966,1991235,2,294407,585,80867546,69491793,6171888887,585,1091,2,1,2,2,673,1,6147056028,6102920932,1200918933,473872202,473888586,2,1,20850376888,73389,73389,2,2,2,473872202,15,3,289425,41862093,3218727,147652,46901,6147056028,3155725,77650089,14358
85283.27,7,262144,64,322932,21279251766,64,43,166,585,3388751,8,87360,67,6591,132134100,1172,1,66,47888,2270834,2,294407,585,83238205,74290970,6293421884,585,1091,2,1,2,2,673,1,6268035484,6223800067,1305803790,483265379,483281763,2,1,21263676676,73389,73389,2,2,2,483265379,15,3,291523,44533403,3312138,152544,47823,6268035484,3236207,79927712,14358
90311.52,7,262144,64,327685,21592337086,64,43,167,585,3454124,8,88713,67,6591,132399552,1172,1,66,48586,2604552,2,294407,585,85115099,79462898,6385210903,585,1091,2,1,2,2,673,1,6359392668,6315263748,1356137113,490387657,490404041,2,1,21577056908,73389,73389,2,2,2,490387657,15,3,300223,47489092,3404671,157286,48520,6359392668,3296838,81711812,14358
95355.58,7,262144,64,331488,21842897754,64,43,168,585,3507469,8,89805,67,6591,132399552,1172,1,66,49146,2945102,2,294407,585,86633065,84899651,6459094590,585,1091,2,1,2,2,673,1,6432924060,6388581427,1401280121,496078494,496094878,2,1,21827453736,73389,73389,2,2,2,496078494,15,3,302451,50809432,3465834,160041,49081,6432924060,3347428,83168911,14358
100387.21,7,262144,64,335656,22117644514,64,43,169,585,3562953,8,90996,67,6591,132665004,1172,1,66,49758,3237533,2,294407,585,87911323,89989641,6539561984,585,1091,2,1,2,2,673,1,6513009052,6468840281,1421157581,502324228,502340612,2,1,22102266032,73389,73389,2,2,2,502324228,15,3,304142,54158994,3513902,162982,49692,6513009052,3399971,84399599,14358
105439.62,7,262144,64,340203,22417229418,64,43,169,585,3624486,8,92235,67,6591,132665004,1172,1,66,50426,3424684,2,294407,585,89261551,94995060,6627537305,585,1091,2,1,2,2,673,1,6600565148,6556410101,1467007235,509143402,509143402,2,1,22401588792,73389,73389,2,2,2,509127018,15,3,305538,57328036,3574555,166044,50360,6600565148,3458442,85689514,14358
