timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5036.97,7,262144,64,22883,1507937564,64,53,116,0,585,498040,10,2785,67,8834,124484256,1172,1,66,3808,1900733,2,401261,585,3945012,27400363,492658642,585,2911,2,1,2,2,1095,1,490381724,444020911,34821020,33921679,33938063,2,1,1492553876,73389,73389,2,2,2,33921679,17,3,128443,23850786,862636,15652,3743,490381724,482388,3081824,8233
10110.07,7,262144,64,26806,1766362552,64,53,117,0,585,557914,10,3912,67,8834,124484256,1172,1,66,4384,2104492,2,401261,585,5056153,32173645,568388365,585,2911,2,1,2,2,1095,1,565748124,519583483,63207686,39792740,39809124,2,1,1750880560,73389,73389,2,2,2,39792740,17,3,132116,27402757,919946,18585,4318,565748124,539329,4135458,8233
15137.63,7,262144,64,31001,2042878784,64,53,117,0,585,620834,10,5055,67,8834,124484256,1172,1,66,5002,2338339,2,401261,585,6267735,37366995,649780593,585,2911,2,1,2,2,1095,1,646750620,600479381,89538296,46071242,46087626,2,1,2027134648,73389,73389,2,2,2,46071242,17,3,139533,31161990,994080,22928,4936,646750620,597906,5273452,8233
20164.43,7,262144,64,34801,2293242844,64,53,118,0,585,676144,10,6144,67,8834,124749708,1172,1,66,5560,2751399,2,401261,585,7638674,42595635,723270097,585,2911,2,1,2,2,1095,1,719888796,673707696,146434560,51770271,51770271,2,1,2277891924,73389,73389,2,2,2,51770271,17,3,152049,34509850,1108266,25757,5494,719888796,650387,6530557,8233
25189.97,7,262144,64,39445,2599184740,64,53,119,0,585,745756,10,7467,67,8834,124749708,1172,1,66,6242,3056421,2,401261,585,9333705,48232111,813085504,585,2911,2,1,2,2,1095,1,809279900,763084239,206010049,58728709,58728709,2,1,2584063196,73389,73389,2,2,2,58728709,17,3,159969,37951547,1187890,28995,6176,809279900,716761,8146168,8233
30210.33,7,262144,64,46612,3071535772,64,53,120,0,585,847592,10,9477,67,8834,125015160,1172,1,66,7294,3190303,2,401261,585,11820093,53125540,951464300,585,2911,2,1,2,2,1095,1,947036572,901165360,291039465,69455023,69471407,2,1,3056021012,73389,73389,2,2,2,69455023,17,3,168809,40442962,1320255,39976,7228,947036572,807616,10499792,8233
35221.20,7,262144,64,59966,3951493718,64,53,122,0,585,1010818,10,13230,67,8834,125280612,1172,1,66,9256,3244690,2,401261,585,16920393,58441922,1209839319,585,2911,2,1,2,2,1095,1,1204330908,1158415359,417891019,89453793,89470177,2,1,3935966892,73389,73389,2,2,2,89453793,17,3,186610,42583969,1564981,48057,9190,1204330908,962761,15355292,8233
40226.75,7,262144,64,107302,7070936062,64,53,130,0,585,1399828,10,26577,67,8834,126837126,1172,1,66,16213,3252219,2,401261,585,26271834,59766234,2125159839,585,2911,2,1,2,2,1095,1,2116198812,2070273562,492445126,160362674,160362674,2,1,7055236760,73389,73389,2,2,2,160346290,17,3,213135,43537303,1779493,57553,16147,2116198812,1342275,24491945,8233
45237.01,7,262144,64,138567,9130802634,64,53,136,1,585,1679627,10,35405,67,8834,127368030,1172,1,66,20805,3283543,2,401261,585,34614945,61660255,2729367450,585,2911,2,1,2,2,1095,1,2718081436,2672439662,530133207,207165163,207181547,2,1,9115267172,73389,73389,2,2,2,207165163,17,3,227871,44953771,1947049,65685,20739,2718081436,1613942,32666967,8233
50247.06,7,262144,64,147932,9747998150,64,53,137,1,585,1812871,10,38043,67,8834,127886868,1172,1,66,22181,3354532,2,401261,585,37751810,66396866,2910374771,585,2911,2,1,2,2,1095,1,2898305436,2852848031,685630123,221194568,221210952,2,1,9732560992,73389,73389,2,2,2,221194568,17,3,233896,47340318,2087778,79679,22115,2898305436,1733192,35662441,8233
55264.76,7,262144,64,158704,10457933722,64,53,139,1,585,1954773,10,41091,67,8834,128152320,1172,1,66,23764,3429979,2,401261,585,41364671,71309891,3118884270,585,2911,2,1,2,2,1095,1,3105923484,3060370372,783440307,237333191,237349575,2,1,10442660404,73389,73389,2,2,2,237333191,17,3,246345,49508661,2286588,86147,23698,3105923484,1868626,39077370,8233
60270.19,7,262144,64,204391,13468004074,64,53,147,1,585,2330478,10,53946,67,8834,129214128,1172,1,66,30473,3439598,2,401261,585,51696476,72651840,4001598506,585,2911,2,1,2,2,1095,1,3985285532,3940294642,864588225,305746115,305746115,2,1,13452108164,73389,73389,2,2,2,305729731,17,3,285426,50463494,2517504,96026,30407,3985285532,2234452,49176886,8233
65282.32,7,262144,64,241280,15898906574,64,53,153,1,585,2638371,10,64377,67,8834,130275936,1172,1,66,35891,3464006,2,401261,585,59669283,74055722,4714612224,585,2911,2,1,2,2,1095,1,4695564700,4650987366,886104641,360975125,360991509,2,1,15882905500,73389,73389,2,2,2,360975125,17,3,297695,51790535,2686217,105862,35826,4695564700,2532509,56981014,8233
