timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5048.43,4,262144,64,23753,1565484788,64,44,116,0,585,381984,6,3024,67,4933,124484256,1172,1,66,3937,1950928,2,376617,585,4451049,20028476,509470978,585,1137,2,1,2,2,576,1,507158940,460866037,34663092,35228081,35244465,2,1,1550035564,73389,73389,2,2,2,35228081,11,3,171741,16435791,1102280,21763,3871,507158940,360221,3348653,15221
10103.17,4,262144,64,27745,1828166308,64,44,117,0,585,439578,6,4167,67,4933,124484256,1172,1,66,4523,2351329,2,376617,585,5684019,24772510,586648392,585,1137,2,1,2,2,576,1,583967132,537721276,52203633,41191413,41207797,2,1,1812422172,73389,73389,2,2,2,41191413,11,3,175130,19816890,1170694,24565,4457,583967132,415013,4513284,15221
15127.05,4,262144,64,32551,2144990488,64,44,118,0,585,507078,6,5532,67,4933,124749708,1172,1,66,5227,2508309,2,376617,585,7466296,31280716,679493675,585,1137,2,1,2,2,576,1,676372892,630327289,95861489,48393452,48409836,2,1,2129311888,73389,73389,2,2,2,48393452,11,3,180736,23076007,1270701,27814,5162,676372892,479264,6194966,15221
20167.32,4,262144,64,37234,2453488288,64,44,119,0,585,570696,6,6864,67,4933,124749708,1172,1,66,5917,2774261,2,376617,585,8630310,35903804,770235293,585,1137,2,1,2,2,576,1,766681500,720517175,133722203,55401042,55417426,2,1,2437645848,73389,73389,2,2,2,55401042,11,3,186244,26191156,1363025,31152,5851,766681500,539544,7266308,15221
25289.96,4,262144,64,42129,2776145172,64,44,119,0,585,637149,6,8199,67,4933,124749708,1172,1,66,6636,2997741,2,376617,585,9789380,40457640,864924299,585,1137,2,1,2,2,576,1,860922268,814808060,180676434,62750537,62750537,2,1,2760302732,73389,73389,2,2,2,62734153,11,3,188434,29513412,1420014,34556,6570,860922268,602593,8367894,15221
30403.22,4,262144,64,45826,3019759024,64,44,120,1,585,688902,6,9259,67,4933,125015160,1172,1,66,7179,3286450,2,376617,585,11062480,46012179,936438217,585,1137,2,1,2,2,576,1,932094364,886071800,195652954,68269342,68285726,2,1,3003851048,73389,73389,2,2,2,68269342,11,3,189083,33124601,1468480,37149,7113,932094364,651753,9593687,15221
35433.51,4,262144,64,50157,3305188152,64,44,121,1,585,749259,6,10499,67,4933,125280612,1172,1,66,7815,3571707,2,376617,585,12980046,51594600,1020196549,585,1137,2,1,2,2,576,1,1015456156,969555476,266662826,74769028,74769028,2,1,3289837232,73389,73389,2,2,2,74769028,11,3,191354,36536210,1523678,40052,7749,1015456156,709207,11456718,15221
40458.29,4,262144,64,56008,3690509518,64,44,122,1,585,831287,6,12150,67,4933,125280612,1172,1,66,8673,3647906,2,376617,585,15426565,57162501,1133183161,585,1137,2,1,2,2,576,1,1127915932,1082168679,328657107,83519355,83535739,2,1,3674851620,73389,73389,2,2,2,83519355,11,3,193801,39150341,1589880,47558,8607,1127915932,783729,13836321,15221
45472.55,4,262144,64,63372,4176036594,64,44,123,2,585,932102,6,14209,67,4933,125546064,1172,1,66,9756,3790839,2,376617,585,17644576,61892645,1275771750,585,1137,2,1,2,2,576,1,1269866908,1224127545,391111167,94562998,94562998,2,1,4160051016,73389,73389,2,2,2,94546614,11,3,201021,41617905,1706066,52196,9690,1269866908,879906,15937948,15221
50478.38,4,262144,64,98212,6471762946,64,44,129,2,585,1212050,6,24042,67,4933,126571674,1172,1,66,14874,3837812,2,376617,585,25535029,63395335,1949170535,585,1137,2,1,2,2,576,1,1940693404,1895193508,460109859,146726485,146742869,2,1,6455965340,73389,73389,2,2,2,146726485,11,3,218205,42702052,1896796,60721,14809,1940693404,1151329,23637908,15221
