timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5020.41,6,262144,64,27954,1842128784,64,44,117,585,460636,7,4224,67,25029,124484256,1172,1,66,4553,886667,2,228851,585,5044474,18090803,590510242,585,1582,2,1,2,2,869,1,587899292,541754451,41048145,41508742,41525126,2,1,1826384648,73389,73389,2,2,2,41508742,15,3,98088,14071481,799537,33541,4488,587899292,427095,4242978,7498
10044.01,6,262144,64,58660,3865372798,64,44,122,585,726952,7,12873,67,25029,125280612,1172,1,66,9062,914221,2,228851,585,11885247,20528367,1183790986,585,1582,2,1,2,2,869,1,1178902940,1133266275,80128315,87492031,87508415,2,1,3849649364,73389,73389,2,2,2,87492031,15,3,115026,15561242,1001055,42357,8997,1178902940,684595,10883101,7498
15049.66,6,262144,64,75510,4975759794,64,44,125,585,915842,7,17619,67,25029,125811516,1172,1,66,11540,1000635,2,228851,585,18121863,25317118,1509907029,585,1582,2,1,2,2,869,1,1503699356,1457916012,144795885,112722886,112739270,2,1,4959806984,73389,73389,2,2,2,112722886,15,3,135402,17568912,1246249,49594,11474,1503699356,866248,16874542,7498
20055.00,6,262144,64,122438,8067932546,64,44,133,585,1294420,7,30842,67,25029,127102578,1172,1,66,18432,1003093,2,228851,585,28919413,25486712,2416684266,585,1582,2,1,2,2,869,1,2407047580,2361741172,171602703,183005301,183021685,2,1,8052233244,73389,73389,2,2,2,183005301,15,3,146848,18406376,1429639,60019,18366,2407047580,1234401,27488612,7498
25066.63,6,262144,64,148080,9757697478,64,44,137,585,1536117,7,38084,67,25029,127886868,1172,1,66,22202,1061600,2,228851,585,35774872,28121011,2912754022,585,1582,2,1,2,2,869,1,2901189020,2855704195,216295577,221423944,221423944,2,1,9742653536,73389,73389,2,2,2,221423944,15,3,162275,20047146,1641781,67965,22136,2901189020,1468152,34130838,7498
30081.72,6,262144,64,159066,10481657754,64,44,139,585,1676650,7,41189,67,25029,128152320,1172,1,66,23817,1140522,2,228851,585,38656069,32344806,3125341121,585,1582,2,1,2,2,869,1,3112870300,3067341438,262496977,237873863,237873863,2,1,10466449972,73389,73389,2,2,2,237873863,15,3,174819,22116480,1809310,75961,23751,3112870300,1600689,36845005,7498
35095.11,6,262144,64,171864,11324900166,64,44,141,585,1837443,7,44789,67,25029,128417772,1172,1,66,25696,1200886,2,228851,585,43733526,37574264,3372668640,585,1582,2,1,2,2,869,1,3359154588,3313863413,351261005,257039208,257055592,2,1,11309725152,73389,73389,2,2,2,257039208,15,3,195695,24273049,2056884,84028,25630,3359154588,1753415,41675964,7498
40099.37,6,262144,64,213169,14046488638,64,44,148,585,2173715,7,56385,67,25029,129479580,1172,1,66,31762,1209162,2,228851,585,53435268,38696373,4170792702,585,1582,2,1,2,2,869,1,4154237340,4109443875,379784614,318892943,318915360,2,1,14031289492,73389,73389,2,2,2,318892943,15,3,222789,25266139,2274253,94164,31696,4154237340,2079551,51160670,7498
45108.80,6,262144,64,239808,15801906678,64,44,153,585,2424851,7,63923,67,25029,130010484,1172,1,66,35678,1258862,2,228851,585,59549859,41246045,4686082338,585,1582,2,1,2,2,869,1,4667515292,4622623450,416671977,358783987,358783987,2,1,15785774532,73389,73389,2,2,2,358767603,15,3,227867,26902806,2445839,108794,35612,4667515292,2316057,57104154,7498
50119.88,6,262144,64,249564,16444726770,64,44,154,585,2554115,7,66693,67,25029,130275936,1172,1,66,37109,1353718,2,228851,585,63799711,46389266,4874461322,585,1582,2,1,2,2,869,1,4855079324,4810504959,537638221,373386832,373403216,2,1,16429020608,73389,73389,2,2,2,373386832,15,3,248611,29126787,2649493,119896,37043,4855079324,2434219,61149814,7498
