timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.58,262144,64,66781,4400510626,64,50,123,0,585,648072,6,15091,67,226,125546064,1172,1,66,10257,71800,2,2269,585,13609694,2431067,1340707976,585,365,2,1,2,2,333,1,1335533980,1289736121,29795938,99666170,99666170,2,1,4384590584,73389,73389,2,2,2,99649786,4,3,278658,2966922,1386412,20796,10191,1335533980,627276,12222258,3488
10025.81,262144,64,94077,6199178874,64,50,128,0,585,899128,6,22862,67,226,126318288,1172,1,66,14268,108426,2,2269,585,20540004,4963446,1868488703,585,365,2,1,2,2,333,1,1861263772,1815467609,77113210,140546287,140546287,2,1,6184036628,73389,73389,2,2,2,140546287,4,3,298108,4625341,1621199,29281,14202,1861263772,869847,18916780,3488
15038.07,262144,64,105802,6972101158,64,50,130,0,585,1043123,6,26169,67,226,126837126,1172,1,66,15990,174857,2,2269,585,24562230,9832851,2095153517,585,365,2,1,2,2,333,1,2086969756,2041376170,124154912,158106000,158122384,2,1,6956664000,73389,73389,2,2,2,158106000,4,3,309247,6747945,1824464,35612,15924,2086969756,1007511,22735578,3488
20053.21,262144,64,119551,7877933758,64,50,132,0,585,1216747,6,30029,67,226,127102578,1172,1,66,18012,240086,2,2269,585,28894147,14892325,2361291432,585,365,2,1,2,2,333,1,2351997340,2306193059,187770386,178702786,178702786,2,1,7862922584,73389,73389,2,2,2,178702786,4,3,318215,9013779,2012582,45243,17946,2351997340,1171504,26878815,3488
25058.62,262144,64,158785,10463242138,64,50,139,0,585,1544732,6,41086,67,226,128152320,1172,1,66,23776,257783,2,2269,585,38450200,16548724,3119660625,585,365,2,1,2,2,333,1,3107496348,3061911708,238863550,237447879,237464263,2,1,10447706676,73389,73389,2,2,2,237447879,4,3,339515,10079846,2276230,54987,23711,3107496348,1489745,36171017,3488
30076.48,262144,64,185688,12235660032,64,50,143,0,585,1783913,6,48668,67,226,128683224,1172,1,66,27728,288482,2,2269,585,45486036,19372635,3639685593,585,365,2,1,2,2,333,1,3625492892,3580087667,335262247,277734298,277734298,2,1,12220309112,73389,73389,2,2,2,277734298,4,3,354685,11632533,2473807,62968,27662,3625492892,1720945,43010040,3488
35088.00,262144,64,195717,12896624838,64,50,145,0,585,1904306,6,51513,67,226,128948676,1172,1,66,29199,367215,2,2269,585,48263267,24051779,3833324600,585,365,2,1,2,2,333,1,3818299804,3773251813,396958724,292760968,292760968,2,1,12881482592,73389,73389,2,2,2,292760968,4,3,363938,13840025,2601745,68785,29133,3818299804,1835521,45659068,3488
40102.17,262144,64,208040,13708472198,64,50,147,1,585,2045954,6,54984,67,226,129214128,1172,1,66,31009,429678,2,2269,585,53397953,29317829,4071565763,585,365,2,1,2,2,333,1,4055540124,4010597132,448855526,311199384,311215768,2,1,13692772896,73389,73389,2,2,2,311199384,4,3,379520,15941496,2807305,76661,30943,4055540124,1969293,50588262,3488
45123.97,262144,64,245036,16146387050,64,50,153,1,585,2356422,6,65403,67,226,130275936,1172,1,66,36445,440187,2,2269,585,62719981,31205707,4786784772,585,365,2,1,2,2,333,1,4768047516,4723312346,497120613,366608618,366625002,2,1,16130779192,73389,73389,2,2,2,366608618,4,3,401589,17181550,3021388,85947,36379,4768047516,2270475,59696148,3488
50149.27,262144,64,258109,17007651862,64,50,156,1,585,2515634,6,69124,67,226,130541388,1172,1,66,38365,532896,2,2269,585,67380802,36482303,5039502743,585,365,2,1,2,2,333,1,5019705756,4975016775,598955643,386191755,386191755,2,1,16991716324,73389,73389,2,2,2,386175371,4,3,413363,19379011,3214222,93067,38299,5019705756,2422567,64163953,3488
55153.42,262144,64,295971,19502779398,64,50,162,1,585,2836824,6,79784,67,226,131603196,1172,1,66,43929,541681,2,2269,585,75993316,37679031,5771561699,585,365,2,1,2,2,333,1,5748990364,5704466574,628063226,442907391,442907391,2,1,19487204308,73389,73389,2,2,2,442891007,4,3,435947,20418318,3400227,101943,43863,5748990364,2734881,72590827,3488
60164.96,262144,64,325491,21447754746,64,50,167,1,585,3111606,6,88115,67,226,132399552,1172,1,66,48266,576688,2,2269,585,83806683,39990758,6342226334,585,365,2,1,2,2,333,1,6317449628,6273048849,667861116,487109142,487109142,2,1,21432802248,73389,73389,2,2,2,487109142,4,3,451994,21930312,3607412,110426,48200,6317449628,3001180,80196948,3488
65178.28,262144,64,332843,21932229938,64,50,168,1,585,3217672,6,90174,67,226,132399552,1172,1,66,49346,715543,2,2269,585,86296001,44443119,6484421827,585,365,2,1,2,2,333,1,6459007388,6414677628,703326073,498105792,498122176,2,1,21916654848,73389,73389,2,2,2,498105792,4,3,456237,24502630,3704596,123489,49280,6459007388,3094183,82589508,3488
70182.27,262144,64,344335,22689351430,64,50,170,1,585,3368939,6,93417,67,226,132665004,1172,1,66,51031,799480,2,2269,585,90424010,49325288,6706220047,585,365,2,1,2,2,333,1,6679863708,6635977643,760696574,515325759,515325759,2,1,22673612500,73389,73389,2,2,2,515309375,4,3,468022,26636879,3908371,137786,50965,6679863708,3231153,86513675,3488
75187.66,262144,64,398378,26250238088,64,50,179,1,585,3818784,6,108611,67,226,133992264,1172,1,66,58968,799974,2,2269,585,100652146,49757101,7750456319,585,365,2,1,2,2,333,1,7720182172,7676924122,798159443,596246535,596262919,2,1,26234847540,73389,73389,2,2,2,596246535,4,3,492368,27481221,4093135,147443,58902,7720182172,3671341,96556957,3488
