timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.60,262144,64,66253,4365907618,64,49,123,0,585,649009,3,14989,67,62,125546064,1172,1,66,10180,79313,2,18708,585,12303551,2295053,1330545326,585,332,2,1,2,2,380,1,1325441436,1279614081,28819036,98863354,98879738,2,1,4349987576,73389,73389,2,2,2,98863354,5,3,332021,2869139,1390348,16522,10114,1325441436,632487,10912374,4393
10015.47,262144,64,116088,7649655330,64,49,132,0,585,1049495,3,29044,67,62,127102578,1172,1,66,17500,83627,2,18708,585,23325221,2447686,2293628546,585,332,2,1,2,2,380,1,2284888476,2239505601,60432001,173511661,173511661,2,1,7633792188,73389,73389,2,2,2,173495277,5,3,382157,3736637,1654708,26953,17434,2284888476,1022542,21668085,4393
15038.12,262144,64,134576,8867655746,64,49,135,0,585,1231978,3,34290,67,62,127368030,1172,1,66,20219,204003,2,18708,585,28077781,5483876,2651434258,585,332,2,1,2,2,380,1,2641273244,2595576742,84496945,201181573,201197957,2,1,8851989212,73389,73389,2,2,2,201181573,5,3,393732,5714881,1817493,33267,20153,2641273244,1198711,26256972,4393
20067.31,262144,64,140436,9254085774,64,49,136,0,585,1312301,3,35943,67,62,127621416,1172,1,66,21077,369095,2,18708,585,30833902,10270705,2764549828,585,332,2,1,2,2,380,1,2753864092,2708462183,130052760,209968542,209984926,2,1,9238615848,73389,73389,2,2,2,209968542,5,3,397811,8508612,1903053,37197,21012,2753864092,1275104,28926801,4393
25101.25,262144,64,145748,9604071170,64,49,137,1,585,1387352,3,37446,67,62,127886868,1172,1,66,21858,533608,2,18708,585,32620838,15181032,2867272243,585,332,2,1,2,2,380,1,2856100252,2810802857,189892785,217932437,217932437,2,1,9588306332,73389,73389,2,2,2,217916053,5,3,405486,11124712,1989773,40684,21792,2856100252,1346668,30627131,4393
30134.49,262144,64,151123,9958185334,64,49,138,1,585,1461700,3,38967,67,62,127886868,1172,1,66,22648,703966,2,18708,585,34144560,20158601,2971307631,585,332,2,1,2,2,380,1,2959647132,2914329345,232271177,225978252,225978252,2,1,9943043088,73389,73389,2,2,2,225978252,5,3,406779,14050193,2053628,44200,22582,2959647132,1417500,32086467,4393
35181.22,262144,64,157046,10348478678,64,49,139,1,585,1541526,3,40638,67,62,128152320,1172,1,66,23520,869603,2,18708,585,35440169,24645473,3086127505,585,332,2,1,2,2,380,1,3073941916,3028346887,285920625,234841108,234857492,2,1,10333008752,73389,73389,2,2,2,234841108,5,3,410014,16797909,2127612,48016,23454,3073941916,1493510,33307831,4393
40399.04,262144,64,163558,10777372726,64,49,140,1,585,1629174,3,42468,67,62,128152320,1172,1,66,24475,1007470,2,18708,585,38738268,30282277,3211879809,585,332,2,1,2,2,380,1,3199115676,3153789592,391625237,244596892,244596892,2,1,10761542352,73389,73389,2,2,2,244580508,5,3,414426,19225783,2236212,52209,24409,3199115676,1576965,36497703,4393
45426.33,262144,64,169619,11176975490,64,49,141,1,585,1713275,3,44177,67,62,128417772,1172,1,66,25366,1161564,2,18708,585,40725995,35384106,3329213759,585,332,2,1,2,2,380,1,3315900828,3270577175,421495655,253678773,253678773,2,1,11161866012,73389,73389,2,2,2,253678773,5,3,417176,22066223,2323536,56249,25300,3315900828,1657026,38398445,4393
50459.96,262144,64,175448,11560842998,64,49,142,1,585,1791025,3,45822,67,62,128417772,1172,1,66,26222,1335617,2,18708,585,42710422,40381213,3441933532,585,332,2,1,2,2,380,1,3428098460,3382715149,453440935,262396332,262412716,2,1,11545438608,73389,73389,2,2,2,262396332,5,3,419751,24620880,2419714,60937,26156,3428098460,1730088,40286989,4393
