timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5036.52,6,262144,64,26966,1776848312,64,41,117,0,585,442683,13,3954,67,14813,124484256,1172,1,66,4407,1354292,2,229514,585,5943492,15172960,571309526,585,1215,2,1,2,2,841,1,568762780,522687965,36269836,40038500,40038500,2,1,1761694000,73389,73389,2,2,2,40038500,18,3,289214,11688218,1570683,15908,4341,568762780,426775,4373609,8708
10054.63,6,262144,64,35878,2364356020,64,41,118,0,585,564956,13,6438,67,14813,124749708,1172,1,66,5719,1422605,2,229514,585,8841279,19643963,744029662,585,1215,2,1,2,2,841,1,740729244,694482378,78823576,53387969,53387969,2,1,2348349740,73389,73389,2,2,2,53371585,18,3,304253,13987879,1724011,26993,5653,740729244,537963,7117515,8708
15063.08,6,262144,64,48497,3195867488,64,41,120,0,585,722815,13,9992,67,14813,125015160,1172,1,66,7572,1501361,2,229514,585,12356197,24062469,987933399,585,1215,2,1,2,2,841,1,983605660,937523464,143791960,72291170,72291170,2,1,3180811480,73389,73389,2,2,2,72291170,18,3,322527,16063633,1932826,34489,7506,983605660,688326,10423843,8708
20067.74,6,262144,64,99852,6579772890,64,41,129,0,585,1158321,13,24435,67,14813,126571674,1172,1,66,15116,1506649,2,229514,585,22990370,24749745,1980523954,585,1215,2,1,2,2,841,1,1972412828,1926738025,206870252,149196151,149196151,2,1,6563909748,73389,73389,2,2,2,149179767,18,3,392030,16981825,2245184,43777,15050,1972412828,1114544,20745931,8708
25072.49,6,262144,64,154244,10163784998,64,41,138,0,585,1616780,13,39819,67,14813,127886868,1172,1,66,23107,1507191,2,229514,585,33238596,24752485,3031911831,585,1215,2,1,2,2,841,1,3019809180,2974423527,231717026,230639056,230655440,2,1,10148118464,73389,73389,2,2,2,230639056,18,3,432907,17842676,2460924,53212,23041,3019809180,1563568,30778771,8708
30076.19,6,262144,64,207018,13641228954,64,41,147,0,585,2049598,13,54705,67,14813,129214128,1172,1,66,30860,1507530,2,229514,585,42871142,24758738,4051992347,585,1215,2,1,2,2,841,1,4036010396,3990893658,256430598,309686023,309686023,2,1,13625464116,73389,73389,2,2,2,309669639,18,3,464093,18656531,2652797,61948,30794,4036010396,1987650,40219059,8708
35080.41,6,262144,64,264930,17457327438,64,41,157,0,585,2497271,13,70992,67,14813,130806840,1172,1,66,39367,1507752,2,229514,585,52854436,24759254,5171302275,585,1215,2,1,2,2,841,1,5151039900,5106496804,278245660,396410165,396410165,2,1,17442047260,73389,73389,2,2,2,396410165,18,3,475676,19503507,2808868,71246,39301,5151039900,2426025,50046310,8708
40085.68,6,262144,64,323621,21324671522,64,41,167,0,585,2936638,13,87551,67,14813,132399552,1172,1,66,47992,1508929,2,229514,585,62530184,24810125,6306157386,585,1215,2,1,2,2,841,1,6281535900,6237072972,309047557,484295412,484311796,2,1,21308998128,73389,73389,2,2,2,484295412,18,3,497223,20368701,3013371,80900,47926,6281535900,2855738,59517834,8708
45110.11,6,262144,64,349681,23041830502,64,41,171,0,585,3204243,13,94929,67,14813,132930456,1172,1,66,51818,1553402,2,229514,585,68957095,27148555,6809752299,585,1215,2,1,2,2,841,1,6783148444,6739027707,413234715,523320263,523336647,2,1,23026091572,73389,73389,2,2,2,523320263,18,3,507050,21852149,3230234,91226,51753,6783148444,3113017,65727144,8708
50125.27,6,262144,64,356736,23506310598,64,41,172,1,585,3304845,13,96909,67,14813,132930456,1172,1,66,52851,1666658,2,229514,585,71468919,31633414,6945765418,585,1215,2,1,2,2,841,1,6918545820,6874777299,483439517,533895247,533895247,2,1,23491390868,73389,73389,2,2,2,533895247,18,3,512307,24186535,3349147,96744,52786,6918545820,3208101,68119731,8708
55190.40,6,262144,64,364815,24038961366,64,41,173,1,585,3416542,13,99168,67,14813,133195908,1172,1,66,54039,1791272,2,229514,585,74163536,36356998,7102174351,585,1215,2,1,2,2,841,1,7074259356,7030437389,517447247,545993499,546009883,2,1,24023713956,73389,73389,2,2,2,545993499,18,3,520714,26670641,3494940,102239,53974,7074259356,3314303,70669223,8708
60200.28,6,262144,64,375558,24746743008,64,41,175,1,585,3557406,13,102207,67,14813,133461360,1172,1,66,55617,1903369,2,229514,585,78217878,41132575,7309766426,585,1215,2,1,2,2,841,1,7280959900,7237390039,563598894,562085129,562085129,2,1,24731745676,73389,73389,2,2,2,562085129,18,3,533668,29039549,3700553,108625,55551,7280959900,3448781,74517359,8708
65212.52,6,262144,64,382322,25192683032,64,41,176,1,585,3651904,13,104106,67,14813,133726812,1172,1,66,56610,2058024,2,229514,585,80711231,45824135,7440515283,585,1215,2,1,2,2,841,1,7411114396,7367732993,724321977,572221619,572221619,2,1,25177751236,73389,73389,2,2,2,572221619,18,3,545294,31559985,3836312,113295,56544,7411114396,3538609,76874827,8708
70227.74,6,262144,64,387337,25522938784,64,41,177,1,585,3723127,13,105530,67,14813,133726812,1172,1,66,57347,2256032,2,229514,585,82568574,50672973,7537566799,585,1215,2,1,2,2,841,1,7507714460,7464359564,767813128,579720729,579720729,2,1,25507712076,73389,73389,2,2,2,579720729,18,3,548077,34540456,3922214,117075,57281,7507714460,3606052,78646593,8708
