event,value,description
RecomputeWeight,14,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,80,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,27,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,20,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,10,"Same as Query, but only for SELECT queries."
InitialQuery,20,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,54,Count queries with all subqueries
SelectQueriesWithSubqueries,44,Count SELECT queries with all subqueries
FailedQuery,1,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,1,"Same as FailedQuery, but only for SELECT queries."
QueryTimeMicroseconds,400674029,Total time of all queries.
SelectQueryTimeMicroseconds,400569303,Total time of SELECT queries.
OtherQueryTimeMicroseconds,104726,Total time of queries that are not SELECT or INSERT.
FileOpen,87354,Number of files opened.
Seek,16311,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,422772,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,49249353766,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,55813,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,82569813,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,48094205357,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,2683308,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,164666149098,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,1170,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,33283,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,61263,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,268864,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,60258746673,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,156,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,1212416,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,826339,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,1386,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,144,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,20,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,36,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,34480,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,188156166,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,213663,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,532814243,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,217573,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,16462,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,8827516,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,769,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,527797,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,2554,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,1037,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,51676769,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,426,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,315,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,319516,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,105844,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,367929,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,7921299337,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,7631175,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,18,Total time spent analyzing index of patch parts
InsertedRows,961,Number of rows INSERTed to all tables.
InsertedBytes,11811037,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,33212,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
QueryPlanOptimizeMicroseconds,40426,Total time spent executing query plan optimizations.
SelectedParts,68,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,68,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,68,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,1247613,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,1247613,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,3734519369,Number of rows SELECTed from all tables.
SelectedBytes,164331207836,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,3734605798,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,3734491323,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,25,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2642791,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,226,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,268714,Time spent loading marks
LoadedMarksFiles,144,Number of mark files loaded.
LoadedMarksCount,1298721,Number of marks loaded (total across columns).
