event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,52716,119513,66797,Total time spent analyzing index of patch parts
ArenaAllocBytes,11960320,22708224,10747904,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,2780,5404,2624,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2128666,2128666,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,58,58,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,5,5,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,58,58,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,28534,28792,258,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,314808166,316230148,1421982,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,1127,1339,212,Time spent resetting task for Common executor.
CompileExpressionsBytes,24576,24576,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,56256,56256,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,3,3,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,20411601,38070792,17659191,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,1327963982856,2487976320969,1160012338113,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlSlotsAcquired,694,694,0,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,135,162,27,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,135,162,27,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlWaitMicroseconds,7399520845,7399520845,0,Total time a query was waiting on resource requests for CPU slots.
ContextLock,237548,399093,161545,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,8356,166673,158317,Context lock wait time in microseconds
CreatedReadBufferOrdinary,69810,97887,28077,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
