event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,18,52716,52698,Total time spent analyzing index of patch parts
ArenaAllocBytes,1212416,11960320,10747904,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,156,2780,2624,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2128666,2128666,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,58,58,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,5,5,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,58,58,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,28168,28534,366,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,276173582,314808166,38634584,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,877,1127,250,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,24576,8192,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,33212,56256,23044,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,3,1,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,2683308,20411601,17728293,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,164666149098,1327963982856,1163297833758,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlSlotsAcquired,80,694,614,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,95,135,40,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,95,135,40,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlWaitMicroseconds,344,7399520845,7399520501,Total time a query was waiting on resource requests for CPU slots.
ContextLock,18302,237504,219202,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,336,8354,8018,Context lock wait time in microseconds
CreatedReadBufferOrdinary,34480,69810,35330,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,188156166,570376522,382220356,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,213663,248229,34566,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,1,1,0,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,1,1,0,"Same as FailedQuery, but only for SELECT queries."
FairPolicyDequeue,80,781,701,Number of dequeues invoked at all FairPolicyNodes
FileOpen,87354,88233,879,Number of files opened.
FilterTransformPassedBytes,1804310,62068576,60264266,Number of bytes that passed the filter in the query
FilterTransformPassedRows,26463,27934,1471,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,226,532,306,Time spent filtering parts by PK.
FunctionExecute,826339,6616298,5789959,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,769,822,53,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,51676769,52265806,589037,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,1037,11418,10381,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,2554,30588,28034,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,527797,553980,26183,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1,1962,1961,Number of created server HTTP connections
HTTPServerConnectionsExpired,0,1926,1926,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,0,41,41,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,0,1924,1924,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,0,39,39,Number of reused server HTTP connections
HardPageFaults,2,2,0,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,60258746673,80241883919,19983137246,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,268864,367763,98899,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,20,1985,1965,"Same as Query, but only counts initial queries (see is_initial_query)."
InsertedBytes,11811037,16813206,5002169,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
InsertedCompactParts,95,135,40,Number of parts inserted in Compact format.
InsertedRows,961,1368,407,Number of rows INSERTed to all tables.
InterfaceHTTPReceiveBytes,249,578328,578079,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,0,12985161,12985161,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,16213,16213,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,8827516,8827516,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,0,64,64,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,0,6925,6925,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,0,9465589584,9465589584,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,0,164,164,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,0,37862358336,37862358336,Total number of rows in the result of a JOIN operation.
LoadedDataParts,25,25,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2642791,2642791,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,1298721,1725873,427152,Number of marks loaded (total across columns).
LoadedMarksFiles,144,200,56,Number of mark files loaded.
LoadedMarksMemoryBytes,3769224,4805320,1036096,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,7921299337,33447280003,25525980666,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,426,8842,8416,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,7631175,76528970,68897795,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,367929,3281157,2913228,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,105844,10857424,10751580,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,315,8731,8416,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,319516,2593503,2273987,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,51,51,0,Number of log messages with level Info
LogWarning,5,5,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,38842018,38842018,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
