event,value,description
RecomputeWeight,34,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,781,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,27,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,1985,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,1975,"Same as Query, but only for SELECT queries."
InitialQuery,1985,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,2076,Count queries with all subqueries
SelectQueriesWithSubqueries,2066,Count SELECT queries with all subqueries
FailedQuery,1,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,1,"Same as FailedQuery, but only for SELECT queries."
QueryTimeMicroseconds,7879582120,Total time of all queries.
SelectQueryTimeMicroseconds,7879477394,Total time of SELECT queries.
OtherQueryTimeMicroseconds,104726,Total time of queries that are not SELECT or INSERT.
FileOpen,88233,Number of files opened.
Seek,22773,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,592731,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,415486926560,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,61993,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,109822505,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,400622055705,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,20411601,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,1327963982856,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,36202,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,33581,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,157663,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,367763,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,80241883919,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,2780,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,11960320,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,6616298,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,36604,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,200,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,184,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,200,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,69810,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,570376522,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,248229,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,532845261,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,775235,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,594541,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,21812677,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,822,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,553980,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,30588,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,11418,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,52265806,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,8842,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,8731,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,2593503,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,10857424,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,3281157,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,33447280003,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,76528970,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,52716,Total time spent analyzing index of patch parts
InsertedRows,1368,Number of rows INSERTed to all tables.
InsertedBytes,16813206,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
CompileFunction,3,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,56256,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,24576,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,64,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,9465589584,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,37862358336,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,164,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,6925,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,435804,Total time spent executing query plan optimizations.
