timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
391941.28,3,253952,62,17761,1169414596,1,3433177,125,8,8,1865,167,0,567,178873,0,6,6954,14,100141927,1136,1,0,4,1354,21956430,5,87761428,13,22,0,5,3537,567,0,0,10419583,602948,398248286,0,567,1504,0,3,1,14,14,1896,3,398745291,371104539,14419945,22302881,22302881,1,3,1,1159749844,73389,73389,14,14,14,22302885,9,3,98425,182623,464415,3360,398745291,178873,9955543,2198
393958.07,5,253952,62,35087,2312034404,2,5871861,231,8,8,1865,261,0,567,331648,0,6,13764,14,105088987,1136,1,0,4,1354,43619501,5,174348804,13,22,0,5,3537,567,0,0,20528366,896949,762287269,0,567,1504,0,3,1,14,14,1896,3,762095583,730531994,27244468,44273320,44273320,1,3,1,2302212672,73389,73389,14,14,14,44273324,9,3,108345,338976,660866,6335,762095583,331648,19868234,2198
395968.63,5,253952,62,50609,3332759204,3,8195564,350,9,9,1865,378,0,576,468974,0,6,19858,14,107181704,1154,1,0,4,1354,62906728,5,251497964,13,23,0,5,3537,576,0,0,29357987,1238590,1085566045,0,576,1515,0,3,1,14,14,1896,3,1085562555,1052182733,38318339,63902179,63902179,1,3,1,3322061372,73389,73389,14,14,14,63885799,9,3,116205,479515,847219,9060,1085562555,468974,28511818,2228
397978.34,6,253952,62,65162,4290558788,4,10723099,447,9,9,1865,472,0,585,590225,0,6,25599,14,110224276,1172,1,0,4,1354,81058127,5,324232508,13,23,0,5,3537,585,0,0,37621005,1527227,1382643845,0,585,1525,0,3,1,14,14,1896,3,1382554910,1353766720,49743406,82297920,82347072,1,3,1,4278639904,73389,73389,14,14,14,82281540,9,3,122938,603627,1005169,11532,1382554910,590225,36617176,2263
399983.17,13,253952,62,76448,5034590108,6,13640196,506,9,9,1865,535,0,585,660114,0,6,30028,14,111479140,1172,1,0,4,1354,95177903,5,380647164,13,23,0,5,3537,585,0,0,42618693,1536474,1622316424,0,585,1525,0,3,1,14,14,1896,3,1620932374,1587957485,57664825,96636462,96636462,1,3,1,5025096056,73389,73389,14,14,14,96636466,9,3,131587,675330,1099227,13487,1620932374,660114,41521013,2263
401992.96,13,253952,62,88097,5802546908,6,15199105,574,11,11,1865,623,1,594,747973,0,6,34639,14,115174113,1190,1,0,4,1354,109738339,5,438888864,13,25,0,5,3537,594,0,0,48645303,1743675,1861498334,0,594,1536,0,3,1,14,14,1896,3,1860387550,1830014708,65453415,111388478,111388478,1,3,1,5792200888,73389,73389,14,14,14,111388482,9,3,139325,765323,1214101,15499,1860387550,747973,47432991,2295
404001.38,13,253952,62,100386,6612624552,7,17751521,674,12,12,1865,690,1,594,850686,0,6,39471,14,117044343,1190,1,0,4,1354,125100677,5,500338208,13,26,0,5,3537,594,0,0,55680764,2079158,2119443505,0,594,1536,0,3,1,14,14,1896,3,2117710546,2084961370,75126901,126970045,126970045,1,3,1,6602442372,73389,73389,14,14,14,126970049,9,3,147884,870462,1356264,17610,2117710546,850686,54326546,2295
406010.82,15,253952,62,112668,7421350560,7,20237527,781,12,12,1865,774,1,594,956852,0,6,44305,14,118009623,1190,1,0,4,1354,140422645,5,561561376,13,26,0,5,3537,594,0,0,62763115,2452970,2373903109,0,594,1536,0,3,1,14,14,1896,3,2372443668,2339924703,84787290,142492553,142508937,1,3,1,7409612788,73389,73389,14,14,14,142492557,9,3,150943,979104,1484731,19727,2372443668,956852,61279687,2295
408018.99,16,253952,62,124374,8193824016,8,22185505,881,12,12,1865,843,1,594,1058283,0,6,48926,14,119240355,1190,1,0,4,1354,155086665,5,620346660,13,26,0,5,3537,594,0,0,69522588,2812560,2620452686,0,594,1536,0,3,1,14,14,1896,3,2618620798,2583184883,94285581,157348906,157348906,1,3,1,8182143144,73389,73389,14,14,14,157348910,9,3,156341,1082886,1619673,21760,2618620798,1058283,67905470,2295
410027.22,16,253952,62,135564,8930960580,8,23650484,956,12,12,1865,918,1,594,1150217,0,6,53319,14,119566137,1190,1,0,4,1354,168985708,5,675942832,13,26,0,5,3537,594,0,0,75838955,3050773,2855810969,0,594,1536,0,3,1,14,14,1896,3,2853623363,2815541837,102271753,171495158,171511542,1,3,1,8917748248,73389,73389,14,14,14,171495162,9,3,161101,1177004,1737470,23709,2853623363,1150217,74104275,2295
412035.89,19,253952,62,146695,9663615154,8,24969414,1044,12,12,1865,997,7,594,1248786,0,6,57711,14,120193569,1190,1,0,4,1354,182921327,5,731685308,13,26,0,5,3537,594,0,0,82315603,3360621,3091699112,0,594,1536,0,3,1,14,14,1896,3,3088757645,3046325399,110348328,185580192,185596576,1,3,1,9650170016,73389,73389,14,14,14,185580196,9,3,163847,1277917,1867196,25670,3088757645,1248786,80451446,2295
414043.30,20,253952,62,157975,10407192928,9,26866570,1128,13,13,1865,1066,8,603,1361671,0,6,62143,14,121982314,1208,1,0,4,1354,196969033,5,787876132,13,27,0,5,3537,603,0,0,89058643,3822107,3327222917,0,603,1545,0,3,1,14,14,1896,3,3324440206,3280921954,119418410,199861390,199861390,1,3,1,10392792312,73389,73389,14,14,14,199861394,9,3,180716,1393203,2024814,27618,3324440206,1361671,87037118,2325
416055.50,22,253952,62,170208,11213057586,9,28803167,1215,14,14,1865,1141,8,603,1486250,0,6,66954,14,122296030,1208,1,0,4,1354,212255972,5,848959196,13,28,0,5,3537,603,0,0,96398757,4350543,3583295102,0,603,1545,0,3,1,14,14,1896,3,3580254682,3534655918,129167536,215348971,215348971,1,3,1,11198146524,73389,73389,14,14,14,215348975,9,3,189444,1520486,2200022,29737,3580254682,1486250,94202298,2325
418064.89,27,253952,62,182530,12025551304,9,31240690,1314,14,14,1865,1223,9,603,1613826,0,6,71805,14,122296030,1208,1,0,4,1354,227632519,5,910465280,13,28,0,5,3537,603,0,0,103727100,4795181,3842343910,0,603,1545,0,3,1,14,14,1896,3,3839322701,3790624899,139388511,230961147,230961147,1,3,1,12009979676,73389,73389,14,14,14,230961151,9,3,200691,1650701,2379954,31884,3839322701,1613826,101350970,2325
420076.83,28,253952,62,194858,12838221050,9,33442272,1400,14,14,1865,1306,9,603,1733090,0,6,76661,14,122296030,1208,1,0,4,1354,242997350,5,971989400,13,28,0,5,3537,603,0,0,111086740,5239198,4103022347,0,603,1545,0,3,1,14,14,1896,3,4099076331,4046848943,149380427,246559098,246559098,1,3,1,12821073128,73389,73389,14,14,14,246559102,9,3,207808,1772653,2520429,34042,4099076331,1733090,108570403,2325
422091.73,29,253952,62,207147,13648310760,9,35791442,1486,14,14,1865,1386,11,603,1858212,0,6,81501,14,122296030,1208,1,0,4,1354,258373356,5,1033493424,13,28,0,5,3537,603,0,0,118429919,5621717,4362593711,0,603,1545,0,3,1,14,14,1896,3,4358922196,4302187496,159435976,262124281,262124281,1,3,1,13630462644,73389,73389,14,14,14,262124285,9,3,213546,1900428,2698600,36195,4358922196,1858212,115735660,2325
424106.81,30,253952,62,219605,14468836556,9,37995557,1564,14,14,1865,1465,12,603,1981464,0,6,86391,14,122296030,1208,1,0,4,1354,273870593,5,1095417720,13,28,0,5,3537,603,0,0,125827067,6152746,4625243333,0,603,1545,0,3,1,14,14,1896,3,4621445663,4561048649,169556338,277857622,277874006,1,3,1,14448596376,73389,73389,14,14,14,277857626,9,3,224171,2026291,2852792,38370,4621445663,1981464,122978866,2325
426117.29,31,253952,62,231987,15285334830,9,40313374,1661,14,14,1865,1537,13,612,2104986,0,6,91261,14,124107588,1226,1,0,4,1354,289316875,5,1157267500,13,28,0,5,3537,612,0,0,133188037,6504131,4887454492,0,612,1554,0,3,1,14,14,1896,3,4883550406,4818572862,179503403,293543526,293543526,1,3,1,15264263384,73389,73389,14,14,14,293543530,9,3,233109,2152406,3006673,40536,4883550406,2104986,130186208,2359
428130.42,31,253952,62,244455,16105900620,9,42654484,1744,14,14,1865,1623,14,639,2221308,0,6,96141,14,128916617,1280,1,0,4,1354,304819832,5,1219149924,13,28,0,5,3537,639,0,0,140597187,6805187,5153680463,0,639,1593,0,3,1,14,14,1896,3,5149642022,5077739487,189582021,309250576,309266960,1,3,1,16081029984,73389,73389,14,14,14,309250580,9,3,246746,2271366,3185234,42753,5149642022,2221308,137417053,2457
430136.86,31,253952,62,257161,16942860090,9,44770357,1812,14,14,1865,1708,15,693,2347995,0,6,101134,14,139176024,1388,1,0,4,1354,320586323,5,1282345292,13,28,0,5,3537,693,0,0,148249857,7143157,5430093183,0,693,1651,0,3,1,14,14,1896,3,5426454496,5342187018,199539475,325274511,325307279,1,3,1,16914274604,73389,73389,14,14,14,325274515,9,3,257521,2400831,3340040,45046,5426454496,2347995,144915175,2668
432141.48,31,253952,62,268820,17711987902,10,47096919,1875,14,14,1865,1775,15,711,2440406,0,6,105666,14,142138823,1424,1,0,4,1354,335051372,5,1340205488,13,28,0,5,3537,711,0,0,154333853,7314243,5678943312,0,711,1675,0,3,1,14,14,1896,3,5674164754,5584756928,208254103,340042911,340059295,1,3,1,17682231404,73389,73389,14,14,14,340042915,9,3,266634,2495422,3455980,47085,5674164754,2440406,150883461,2723
434150.38,31,253952,62,279582,18421340510,12,49615194,1945,16,16,1865,1847,16,711,2519105,0,6,109933,14,142742123,1424,1,0,4,1354,348510316,5,1393976476,13,30,0,5,3537,711,0,0,159569095,7514304,5913381387,0,711,1675,0,3,1,14,14,1896,3,5908411186,5809034759,216202123,353629948,353646332,1,3,1,18388757328,73389,73389,14,14,14,353629952,9,3,285222,2576060,3594805,49041,5908411186,2519105,155980098,2723
436156.46,33,253952,62,292329,19261131992,12,50346333,2030,17,17,1865,1925,16,711,2633015,0,6,114925,14,142742123,1424,1,0,4,1354,364342608,5,1457370432,13,31,0,5,3537,711,0,0,166444306,8016837,6197970680,0,711,1675,0,3,1,14,14,1896,3,6192201073,6075025099,224249711,369688810,369688810,1,3,1,19223818152,73389,73389,14,14,14,369688814,9,3,290973,2692633,3744153,51387,6192201073,2633015,162706228,2723
438167.33,35,253952,62,305216,20109265960,12,53045602,2125,17,17,1865,2012,18,711,2748846,0,6,119974,14,142742123,1424,1,0,4,1354,380376709,5,1521506836,13,31,0,5,3537,711,0,0,173707512,8364363,6477461528,0,711,1675,0,3,1,14,14,1896,3,6471826375,6342777597,234586429,385950757,385950757,1,3,1,20069439396,73389,73389,14,14,14,385950761,9,3,296977,2811214,3902744,53710,6471826375,2748846,169811109,2723
440174.31,36,253952,62,318263,20967942344,13,55249968,2211,18,18,1865,2100,20,729,2868125,2,6,125082,14,145625799,1460,1,0,4,1354,396558191,5,1586168364,13,32,0,5,3537,729,0,0,181009953,8697411,6763218782,0,727,1693,2,3,1,14,14,1896,3,6756931990,6614422968,244396567,402364034,402380418,1,3,1,20922929800,73389,73389,14,14,14,402364038,9,3,306273,2933277,4053735,56100,6756931990,2868125,176962707,2795
442179.73,36,253952,62,328034,21611769608,16,58731524,2256,18,18,1865,2158,20,738,2931576,2,6,128873,14,147438857,1478,1,0,4,1354,408601569,5,1634341776,13,32,0,5,3537,738,0,0,185119239,8701338,6979267230,0,736,1697,2,3,1,14,14,1896,3,6972815854,6818120300,251989688,414693821,414693821,1,3,1,21564078724,73389,73389,14,14,14,414693825,9,3,317468,2998259,4146743,57886,6972815854,2931576,180979245,2816
444184.86,37,253952,62,340235,22416019266,16,59332204,2325,21,21,1865,2237,21,783,3028183,4,6,133634,14,154887004,1568,1,0,4,1354,423741400,5,1694965600,13,35,0,5,3537,783,0,0,191115331,8892759,7260763942,0,779,1735,4,3,1,14,14,1896,3,7254732087,7073665661,258762866,430000734,430014959,1,3,1,22360038200,73389,73389,14,14,14,430000738,9,3,340638,3097180,4306917,60242,7254732087,3028183,186815411,2963
446197.65,37,253952,62,351430,23153078342,18,62562213,2393,22,22,1865,2306,22,819,3106481,6,6,138042,14,161440336,1640,1,0,4,1354,437626298,5,1750440360,13,36,0,5,3537,819,0,0,196350903,9024027,7518033830,0,813,1758,6,3,1,14,14,1896,3,7511528946,7307847963,267361929,444032928,444049312,1,3,1,23089712288,73389,73389,14,14,14,444032932,9,3,352516,3177403,4417959,62382,7511528946,3106481,191940150,3066
448211.59,37,253952,62,363657,23957060216,18,63444213,2493,22,22,1865,2388,23,855,3218869,6,6,142792,14,168328405,1712,1,0,4,1354,452652071,5,1810608284,13,36,0,5,3537,855,0,0,203108855,9447597,7799746835,0,849,1794,6,3,1,14,14,1896,3,7793779504,7563323651,275414381,459338570,459354954,1,3,1,23884753704,73389,73389,14,14,14,459322190,9,3,358607,3292468,4560756,64752,7793779504,3218869,198555554,3191
450218.03,41,253952,62,375718,24751671364,18,64317686,2582,22,22,1865,2458,23,909,3322228,6,6,147500,14,177668395,1820,1,0,4,1354,467610729,5,1870442916,13,36,0,5,3537,909,0,0,209767262,9777936,8071018927,0,903,1853,6,3,1,14,14,1896,3,8064257653,7814942075,283258570,474526921,474543305,1,3,1,24675399924,73389,73389,14,14,14,474526925,9,3,366980,3398479,4694567,66987,8064257653,3322228,205080405,3382
452231.81,41,253952,62,385422,25391622880,20,66851181,2620,23,23,1865,2526,23,936,3384303,6,6,151282,14,183080375,1874,1,0,4,1354,479592715,5,1918370860,13,37,0,5,3537,936,0,0,213928275,9783293,8295871833,0,930,1868,6,3,1,14,14,1896,3,8289177514,8018303864,289951799,486694583,486727351,1,3,1,25308118348,73389,73389,14,14,14,486694587,9,3,376122,3462143,4777594,68866,8289177514,3384303,209158556,3463
454247.19,41,253952,62,395665,26066184630,20,68219682,2668,24,24,1865,2588,23,981,3460393,6,6,155244,14,191155802,1964,1,0,4,1354,492124445,5,1968497780,13,38,0,5,3537,981,0,0,218763800,9819621,8541719982,0,975,1907,6,3,1,14,14,1896,3,8535797906,8233268103,296187181,499521923,499538307,1,3,1,25974288060,73389,73389,14,14,14,499505543,9,3,396043,3540109,4904620,70896,8535797906,3460393,213867247,3608
456262.16,42,253952,62,406659,26790124448,20,69706965,2742,24,24,1865,2657,23,1233,3561978,6,6,159554,14,235019789,2468,1,0,4,1354,505847907,5,2023391628,13,38,0,5,3537,1233,0,0,225101477,10109428,8805964597,0,1227,2155,6,3,1,14,14,1896,3,8797985344,8463951880,304289723,513277118,513277118,1,3,1,26690410168,73389,73389,14,14,14,513277122,9,3,404843,3644064,5025517,73060,8797985344,3561978,220084255,4551
458276.73,42,253952,62,419793,27654909278,20,70417608,2834,24,24,1865,2738,24,1359,3691856,6,6,164680,14,257770439,2720,1,0,4,1354,522062606,5,2088250424,13,38,0,5,3537,1359,0,0,232247124,10314357,9120243155,0,1353,2267,6,3,1,14,14,1896,3,9112407950,8739192019,312329957,529721004,529721004,1,3,1,27545492240,73389,73389,14,14,14,529721008,9,3,409459,3776750,5183274,75673,9112407950,3691856,227072418,4989
460290.03,42,253952,62,433575,28564424882,20,72106374,2922,25,25,1865,2824,27,1359,3827260,6,6,170015,14,261233381,2720,1,0,4,1354,538963672,5,2155854688,13,39,0,5,3537,1359,0,0,239676505,10642590,9451252026,0,1353,2267,6,3,1,14,14,1896,3,9443131949,9029395174,321750522,546962944,546995712,1,3,1,28442073120,73389,73389,14,14,14,546962948,9,3,419177,3915194,5354950,78420,9443131949,3827260,234330403,4989
462295.55,42,253952,62,446497,29414176914,21,74625666,3013,25,25,1865,2908,27,1359,3953683,6,6,175026,14,262198661,2720,1,0,4,1354,554906998,5,2219563312,13,39,0,5,3537,1359,0,0,246604328,10888222,9770289017,0,1353,2267,6,3,1,14,14,1896,3,9762175418,9300381166,331424793,563081753,563081753,1,3,1,29280251188,73389,73389,14,14,14,563081757,9,3,425719,4044350,5491735,81072,9762175418,3953683,241121698,4989
464303.75,42,253952,62,457099,30113454006,22,77151783,3061,26,26,1865,2975,27,1359,4025783,6,6,179156,14,263465591,2720,1,0,4,1354,567975161,5,2271836168,13,40,0,5,3537,1359,0,0,251186051,10905398,10024783641,0,1353,2267,6,3,1,14,14,1896,3,10016878701,9523620584,338537353,576338951,576338951,1,3,1,29968773516,73389,73389,14,14,14,576322571,9,3,443908,4118256,5598889,83186,10016878701,4025783,245596458,4989
466311.97,42,253952,62,469492,30930419790,23,79113708,3158,27,27,1865,3052,27,1359,4146243,6,6,183974,14,264129221,2720,1,0,4,1354,583256510,5,2333026040,13,41,0,5,3537,1359,0,0,258104343,11314083,10328624856,0,1353,2267,6,3,1,14,14,1896,3,10320981594,9784692558,347818480,591805830,591805830,1,3,1,30773051224,73389,73389,14,14,14,591789450,9,3,447936,4241431,5751469,85710,10320981594,4146243,252362419,4989
467462.01,42,253952,62,476016,31359944822,23,79515796,3209,29,29,1865,3127,28,1359,4203831,6,6,186584,21,272700426,2727,1,1228,4,1354,591599349,5,2366397396,20,50,239,13,3573,1359,1228,143,262067433,11576429,10478562366,8,1353,2267,6,3,1,14,14,1896,3,10469077694,9920352998,429986558,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,9,3,454081,4300405,5851243,86900,10469077694,4203831,256225891,4989
