timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
343471.98,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
345475.88,0,0,18826,1239089776,0,0,0,0,1,1,5169,117,0,567,128755,2,29,1758,16,0,116910020,1136,1,0,15,15,0,14,71,567,0,0,0,1981622,12906,407759978,0,565,410,2,2,1,14,14,445,1,407797956,365381563,1995261,27866964,27883348,1,2,1,1226146416,73389,73389,14,14,14,27866964,11,3,358527,130877,873695,3129,407797956,128755,1108018,1795
347483.92,253952,62,36001,2370788038,3,5162941,0,46,31,31,5169,120,0,675,240501,2,29,5981,46,52,140299886,1352,1,0,45,45,17,14,213,675,0,0,0,5903735,916126,743004119,0,673,481,2,2,1,14,14,445,1,747764528,696902657,19022836,53523803,53523803,1,2,1,2355047332,73389,73389,14,14,14,53523803,11,3,494999,244928,1314146,5724,747764528,240501,4589810,2081
349489.61,253952,62,54050,3560283602,25,29833994,0,90,38,38,5169,123,0,675,354122,2,29,11039,46,52,140830790,1352,1,0,45,52,29,14,213,675,0,0,0,10148622,1639863,1087765406,0,673,481,2,2,1,14,14,445,1,1095367472,1044573153,65392150,80560772,80560772,1,2,1,3544673968,73389,73389,14,14,14,80560772,11,3,513515,360958,1496472,8376,1095367472,354122,8652580,2081
351495.78,253952,62,70096,4617714202,34,41221808,0,128,39,39,5169,125,0,675,474472,2,29,15525,46,52,141361694,1352,1,0,45,53,29,14,213,675,0,0,0,14638159,2634451,1402111495,0,673,481,2,2,1,14,14,445,1,1404042032,1353740219,88682381,104581370,104597754,1,2,1,4601580280,73389,73389,14,14,14,104581370,11,3,526225,483913,1673874,10732,1404173104,474472,12964878,2081
353504.74,253952,62,85662,5643156618,35,45738495,0,183,39,39,5169,128,0,675,590949,2,29,19937,46,52,141627146,1352,1,0,45,53,29,14,213,675,0,0,0,18937226,3217471,1702419535,0,673,481,2,2,1,14,14,445,1,1703672624,1653471070,98735417,127901774,127901774,1,2,1,5626957160,73389,73389,14,14,14,127885390,11,3,537797,602997,1839114,13017,1703672624,590949,17098863,2081
355508.30,253952,62,106722,7031042886,35,46957709,0,208,48,48,5169,131,0,675,686123,2,29,25844,46,52,142158050,1352,1,0,45,62,37,14,213,675,0,0,0,23240339,3250241,2107209889,0,673,481,2,2,1,14,14,445,1,2109471536,2059268920,105460969,159435707,159435707,1,2,1,7014450212,73389,73389,14,14,14,159419323,11,3,545658,700506,1968000,16113,2109471536,686123,21273265,2081
357511.47,253952,62,128889,8491477506,35,46957709,0,208,48,48,5169,135,0,675,750097,2,29,32111,46,52,142688954,1352,1,0,45,62,37,14,213,675,0,0,0,27163932,3250823,2532710578,0,673,481,2,2,1,14,14,445,1,2535979824,2486141315,111433612,192632616,192632616,1,2,1,8475835104,73389,73389,14,14,14,192632616,11,3,551710,766391,2056005,19367,2535979824,750097,25109028,2081
359514.35,253952,62,151685,9993665174,35,46957709,0,208,48,48,5169,138,0,675,815603,2,29,38495,46,52,143207792,1352,1,0,45,62,37,14,213,675,0,0,0,31095254,3251533,2971880714,0,673,481,2,2,1,14,14,445,1,2974579226,2925220403,121079156,226767287,226783671,1,2,1,9977760628,73389,73389,14,14,14,226767287,11,3,558376,833789,2163852,22715,2974710298,815623,28932685,2081
361517.44,253952,62,174252,11480255274,35,46957709,0,208,48,48,5169,142,0,675,896133,2,29,44864,46,52,144004148,1352,1,0,45,62,37,14,213,675,0,0,0,34995912,3251785,3403875434,0,673,481,2,2,1,14,14,445,1,3408235472,3359660910,127073342,260566086,260566086,1,2,1,11464186888,73389,73389,14,14,14,260549702,11,3,558779,916182,2278874,26025,3408235472,896133,32718502,2081
363520.69,253952,62,196455,12943314642,36,47957771,0,210,48,48,5169,146,0,675,976067,2,29,51140,46,52,144535052,1352,1,0,45,62,37,14,213,675,0,0,0,38942473,3252224,3833178095,0,673,481,2,2,1,14,14,445,1,3835530192,3787338355,141834672,293818180,293818180,1,2,1,12927999920,73389,73389,14,14,14,293818180,11,3,562273,998099,2383092,29285,3835530192,976067,36561020,2081
365524.10,253952,62,218965,14426493562,37,48957829,0,210,48,48,5169,149,0,675,1058240,2,29,57446,46,52,145065956,1352,1,0,45,62,37,14,213,675,0,0,0,42935463,3252463,4267201933,0,673,481,2,2,1,14,14,445,1,4268723152,4220868425,157354084,327520834,327537218,1,2,1,14410916696,73389,73389,14,14,14,327520834,11,3,565734,1082308,2501054,32590,4268723152,1058240,40436212,2081
367527.31,253952,62,241438,15907247650,37,48957829,0,210,48,48,5169,153,0,675,1139449,2,29,63794,46,52,145596860,1352,1,0,45,62,37,14,213,675,0,0,0,46865194,3252705,4699780947,0,673,481,2,2,1,14,14,445,1,4701391824,4653775391,163368609,361182528,361182528,1,2,1,15892031232,73389,73389,14,14,14,361182528,11,3,571384,1165436,2584164,35891,4701391824,1139449,44283014,2081
369533.44,253952,62,262707,17308830942,37,49340033,0,222,48,48,5169,157,0,675,1224573,2,29,69815,46,52,146127764,1352,1,0,45,62,37,14,213,675,0,0,0,50806418,3363233,5109027148,0,673,481,2,2,1,14,14,445,1,5111253968,5063522751,180677769,393019565,393035949,1,2,1,17292860860,73389,73389,14,14,14,393019565,11,3,591063,1252535,2720128,39018,5111253968,1224573,48087442,2081
371541.52,253952,62,278886,18374977830,44,58003073,0,277,49,49,5169,159,0,675,1347094,2,29,74336,46,52,146658668,1352,1,0,45,63,37,14,213,675,0,0,0,55381371,4161477,5423221019,0,673,481,2,2,1,14,14,445,1,5422418896,5375159465,301031161,417261347,417261347,1,2,1,18358778372,73389,73389,14,14,14,417244963,11,3,609339,1377656,2925301,41392,5422418896,1347094,52458375,2081
373545.90,253952,62,289515,19074850318,47,62285326,0,320,49,49,5169,161,0,675,1405078,2,29,77345,46,52,146924120,1352,1,0,45,63,37,14,213,675,0,0,0,57844996,4181150,5628457547,0,673,481,2,2,1,14,14,445,1,5626370891,5579749377,307846573,433172753,433172753,1,2,1,19059601132,73389,73389,14,14,14,433172753,11,3,609538,1437022,2987952,42952,5626370891,1405078,54859452,2081
375549.18,253952,62,304722,20077030762,47,64266615,0,357,60,60,5169,164,0,675,1499012,2,29,81659,46,52,147455024,1352,1,0,45,74,50,14,213,675,0,0,0,61612993,4642153,5920100046,0,673,481,2,2,1,14,14,445,1,5919054667,5872698943,314753021,455950326,455950326,1,2,1,20061814344,73389,73389,14,14,14,455950326,11,3,633973,1533027,3156490,45185,5919054667,1499012,58459130,2081
377552.53,253952,62,326543,21514331174,48,66044245,0,358,60,60,5169,168,0,675,1574522,2,29,87830,46,52,147985928,1352,1,0,45,74,50,14,213,675,0,0,0,65633515,4642329,6338680904,0,673,481,2,2,1,14,14,445,1,6338516329,6292778523,322664256,488622947,488622947,1,2,1,21499409668,73389,73389,14,14,14,488622947,11,3,639294,1610679,3250298,48392,6338516329,1574522,62386012,2081
379559.46,253952,62,345321,22751454016,48,66379003,0,378,60,60,5169,172,0,675,1661967,2,29,93214,46,52,148782284,1352,1,0,45,74,50,14,213,675,0,0,0,69589779,5134414,6696991521,0,673,481,2,2,1,14,14,445,1,6699560970,6654335349,354136062,516730909,516747293,1,2,1,22736159996,73389,73389,14,14,14,516730909,11,3,662822,1700271,3400259,51153,6699560970,1661967,66192450,2081
