timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
449657.85,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
451663.23,0,0,18288,1203565956,0,0,0,1,1,6100,117,558,126053,20,1708,11,1092,114873386,1118,1,10,15,0,9,1234,558,1960987,24731,394259836,558,394,2,1,14,14,405,1,396787908,354974935,1986357,27058115,27074499,1,2,1,1190557060,73389,73389,14,14,14,27058115,8,3,347077,128071,781593,3045,396787908,126053,1179484,1764
453668.65,253952,62,31632,2083133994,20,21027897,41,22,22,6100,119,675,216765,20,4704,32,1151,140299886,1352,1,31,36,504,9,1374,675,4642790,187745,663154967,675,468,2,1,14,14,405,1,664009520,612762947,29954963,46989190,46989190,1,2,1,2067524360,73389,73389,14,14,14,46989190,8,3,477858,220473,1136379,5085,664009520,216765,3506596,2098
455681.99,253952,62,44561,2934961622,20,23054505,79,25,25,6100,121,675,317832,20,8342,32,1151,140565338,1352,1,31,39,504,9,1374,675,8115434,869646,909809693,675,468,2,1,14,14,405,1,912784176,861823842,35716116,66334759,66351143,1,2,1,2918729396,73389,73389,14,14,14,66334759,8,3,482502,325174,1256521,6983,912784176,317832,6859215,2098
457691.39,253952,62,59873,3944023346,20,27341013,130,25,25,6100,123,675,441708,20,12629,32,1151,140830790,1352,1,31,39,504,9,1374,675,12346809,1722821,1203798486,675,468,2,1,14,14,405,1,1207302960,1156697312,45899423,89276172,89292556,1,2,1,3928151568,73389,73389,14,14,14,89276172,8,3,492659,451471,1405001,9230,1207302960,441708,10941421,2098
459702.62,253952,62,74313,4895406774,21,30941305,171,26,26,6100,126,675,569614,20,16730,32,1151,141361694,1352,1,31,40,504,9,1374,675,16497748,2811909,1485199871,675,468,2,1,14,14,405,1,1485175600,1434955997,54877813,110902991,110902991,1,2,1,4879731604,73389,73389,14,14,14,110902991,8,3,499248,581646,1566522,11350,1485175600,569614,14931771,2098
461709.37,253952,62,88400,5823655994,22,33948013,210,27,27,6100,128,675,699070,20,20698,32,1151,141627146,1352,1,31,41,504,9,1374,675,20446517,4191975,1752833830,675,468,2,1,14,14,405,1,1756363568,1706204153,64780537,132005522,132005522,1,2,1,5807522072,73389,73389,14,14,14,131989138,8,3,508494,713345,1729839,13419,1756363568,699070,18726585,2098
463713.89,253952,62,98804,6509208866,25,38716009,241,27,27,6100,130,675,757911,20,23630,32,1151,141892598,1352,1,31,41,504,9,1374,675,22754451,4228368,1956859912,675,468,2,1,14,14,405,1,1956772656,1906692364,71900593,147581056,147581056,1,2,1,6493566464,73389,73389,14,14,14,147581056,8,3,508994,773508,1809697,14948,1956772656,757911,20945494,2098
465728.53,253952,62,112268,7396629158,26,41402490,279,31,31,6100,132,675,864891,20,27419,32,1151,142423502,1352,1,31,45,504,9,1374,675,26292282,5091256,2212824189,675,468,2,1,14,14,405,1,2216295216,2166121717,79559959,167733315,167749699,1,2,1,7380265860,73389,73389,14,14,14,167733315,8,3,527353,882577,1986190,16928,2216295216,864891,24306923,2098
467735.88,253952,62,126787,8352924478,27,44531901,316,33,33,6100,134,675,1001904,20,31504,32,1151,142423502,1352,1,31,47,504,9,1374,675,30179360,6450141,2491859952,675,468,2,1,14,14,405,1,2495478576,2445555495,88315962,189476981,189493365,1,2,1,8336987164,73389,73389,14,14,14,189476981,8,3,541956,1023872,2179927,19058,2495478576,1001904,28000373,2098
