timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
9650.10,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
11654.94,1,253952,62,54631,3598504810,1,2504383,0,177,15,15,439,401,0,576,407450,0,8,21468,26,130,104008346,1154,1,0,4,544,68013917,7,271926404,25,29,6,10,360,576,0,0,27093610,5373,1167213063,0,576,415,0,3,1,14,14,1070,3,1167484436,1135692901,29608410,69015258,69031642,1,3,1,3588793448,73389,73389,14,14,14,69015262,8,3,113986,416854,678549,9729,1167484436,407450,26416125,1872
13660.18,10,253952,62,111000,7312781418,1,4060947,0,402,21,21,439,767,0,594,932553,0,8,43610,32,130,113593249,1190,1,0,4,544,138210919,7,552843676,31,35,6,10,430,594,0,0,59820575,509500,2337712002,0,594,435,0,3,1,14,14,1070,3,2337745833,2305333572,64213033,140409626,140442394,1,3,1,7301300584,73389,73389,14,14,14,140409630,8,3,147689,953595,1348869,19453,2337745833,932553,58473881,1941
15671.58,11,253952,62,151537,9981915792,11,15879391,0,519,26,26,439,1026,0,621,1227658,0,8,59569,32,130,119923558,1244,1,0,4,544,188832716,7,755008024,31,40,6,10,430,621,0,0,79476650,618941,3196157207,0,621,451,0,3,1,14,14,1070,3,3196782371,3147082695,95935869,191656053,191672437,1,3,1,9965262820,73389,73389,14,14,14,191639673,8,3,163873,1255685,1714713,26603,3196782371,1227658,77764897,2020
17678.01,17,253952,62,197923,13039484560,11,18448599,0,747,30,30,439,1321,0,648,1653443,0,8,77823,32,130,130356790,1298,1,0,4,544,246660329,7,986511912,31,44,6,10,430,648,0,0,106713861,1577724,4179403116,0,648,480,0,3,1,14,14,1070,3,4179493319,4111356446,126754149,250306272,250388192,1,3,1,13015926176,73389,73389,14,14,14,250306276,8,3,188693,1691380,2259478,34773,4179624391,1653509,104458268,2119
19683.80,20,253952,62,244638,16116799810,16,26473609,0,956,31,31,439,1624,0,702,2101194,0,8,96162,32,130,140332621,1406,1,0,4,544,304833531,7,1219334124,31,45,6,10,430,702,0,0,134888935,2479838,5172642364,0,702,549,0,3,1,14,14,1070,3,5169090813,5082404099,163841317,309373012,309405780,1,3,1,16087396656,73389,73389,14,14,14,309373016,8,3,214702,2149239,2842092,42970,5169090813,2101194,132051676,2334
21696.40,27,253952,62,278811,18369248026,18,32344588,0,1158,31,31,439,1846,2,702,2438982,0,8,109594,32,130,140670469,1406,1,0,4,544,347406109,7,1389495200,31,45,6,10,430,702,0,0,156143247,3442748,5885854886,0,702,549,0,3,1,14,14,1070,3,5883188805,5791641763,191843146,352669325,352734861,1,3,1,18336249028,73389,73389,14,14,14,352620177,8,3,224261,2494834,3249415,48880,5883188805,2438982,152899363,2334
23702.61,30,253952,62,313293,20640366220,18,36499260,0,1337,31,31,439,2070,4,702,2774736,0,8,123174,32,130,141273769,1406,1,0,4,544,390489029,7,1561762272,31,45,6,10,430,702,0,0,177426083,4214922,6609653260,0,702,549,0,3,1,14,14,1070,3,6604610345,6507598621,217317837,396320497,396320497,1,3,1,20607813908,73389,73389,14,14,14,396304117,8,3,246631,2838461,3699008,54852,6604610345,2774736,173733311,2334
25706.87,31,253952,62,345091,22735899506,23,43376346,0,1476,31,31,439,2273,5,702,2990471,0,8,135620,32,130,141273769,1406,1,0,4,544,430001881,7,1719878048,31,45,6,10,430,702,0,0,192521623,4227077,7294129052,0,702,549,0,3,1,14,14,1070,3,7289495046,7169471221,240127891,436479718,436479718,1,3,1,22696945368,73389,73389,14,14,14,436479722,8,3,264135,3059672,3986782,60512,7289495046,2990471,188541706,2334
27717.29,36,253952,62,381015,25102361192,23,45699752,0,1670,38,38,439,2498,9,855,3336248,0,8,149701,32,130,168154649,1712,1,0,4,544,474589371,7,1898228284,31,52,6,10,430,855,0,0,213370857,4959878,8098105315,0,855,704,0,3,1,14,14,1070,3,8093177977,7919728614,264005147,481621390,481654158,1,3,1,25043460344,73389,73389,14,14,14,481605010,8,3,299108,3413148,4450985,67187,8093177977,3336248,208927449,2902
29728.29,42,253952,62,423113,27874468632,25,50474432,0,1912,40,40,439,2769,11,1206,3770195,6,8,166147,32,130,227911163,2414,1,0,4,544,526761324,7,2106851680,31,54,6,10,430,1206,0,0,238862385,5980128,9062019209,0,1200,1067,6,3,1,14,14,1070,3,9056014691,8798734188,295256915,534502529,534551681,1,3,1,27794131540,73389,73389,14,14,14,534502533,8,3,311101,3856709,4981230,75200,9056014691,3770195,233889556,4226
