timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
486259.98,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
488269.78,2,253952,62,12431,818165090,2,4062980,79,7,7,2271,134,805,558,116009,0,27,4856,22,97013721,1118,1,0,4,1707,15305460,8,61221840,21,21,14,3199,558,0,0,7525080,278209,287929783,0,558,561,0,3,1,14,14,2324,0,3,289324470,260408026,11857279,15557435,15557435,1,3,1,0,808134684,73389,73389,14,14,14,15541055,7,3,87897,118508,292209,2457,289324470,116009,7233202,1893
490280.69,2,253952,62,24260,1597203290,3,6061379,174,8,8,2271,194,805,558,214454,0,27,9494,22,99257997,1118,1,0,4,1707,30091547,8,120301640,21,22,14,3199,558,0,0,14498853,560216,535949980,0,558,561,0,3,1,14,14,2324,0,3,535971303,505711112,21072537,30522887,30539271,1,3,1,0,1587190156,73389,73389,14,14,14,30522891,7,3,92706,219378,394802,4467,535971303,214454,14104635,1893
492288.04,4,253952,62,36761,2421777866,3,8005422,279,8,8,2271,302,808,558,319199,0,27,14454,22,101079963,1118,1,0,4,1707,45739714,8,182765220,21,22,14,3199,558,0,0,21840067,722923,799763247,0,558,561,0,3,1,14,14,2324,0,3,799402980,765278220,30499360,46395048,46395048,1,3,1,0,2412542528,73389,73389,14,14,14,46395052,7,3,94696,326692,516688,6710,799402980,319199,21324220,1893
494299.06,4,253952,62,49179,3238753140,4,9603790,372,8,8,2271,358,808,567,418089,0,27,19311,22,104146385,1136,1,0,4,1707,61218013,8,244742828,21,22,14,3199,567,0,0,29075896,915818,1049381485,0,567,569,0,3,1,14,14,2324,0,3,1048900786,1022377613,39493892,62110290,62110290,1,3,1,0,3229735112,73389,73389,14,14,14,62110294,7,3,102426,427987,667294,8734,1048900786,418089,28409694,1925
496310.32,10,253952,62,60961,4015242052,4,10342290,475,8,8,2271,451,808,576,521273,0,27,23973,22,106888479,1154,1,0,4,1707,75895892,8,303583568,21,22,14,3199,576,0,0,36152280,1176057,1297421148,0,576,580,0,3,1,14,14,2324,0,3,1296435622,1267077656,47563208,77030464,77030464,1,3,1,0,4004732192,73389,73389,14,14,14,77014084,7,3,105571,533625,794953,10824,1296435622,521273,35358661,1965
498315.77,10,253952,62,70111,4618021546,6,12881768,542,8,8,2271,494,808,576,575213,0,27,27553,22,108131277,1154,1,0,4,1707,87327675,8,349310700,21,22,14,3199,576,0,0,40200395,1189616,1486302975,0,576,580,0,3,1,14,14,2324,0,3,1485023589,1456688839,54163257,88625130,88625130,1,3,1,0,4608506792,73389,73389,14,14,14,88625134,7,3,111540,588936,863878,12355,1485023589,575213,39338011,1965
500319.99,11,253952,62,79787,5254416290,6,13274945,585,9,9,2271,578,808,576,635111,0,27,31370,22,109132755,1154,1,0,4,1707,99378450,8,397513800,21,23,14,3199,576,0,0,44568286,1193701,1686264312,0,576,580,0,3,1,14,14,2324,0,3,1685466652,1656907367,58921895,100865249,100881633,1,3,1,0,5244992980,73389,73389,14,14,14,100865253,7,3,119735,650330,937840,14063,1685466652,635111,43632123,1965
502334.80,11,253952,62,90004,5928118724,7,15200086,656,11,11,2271,625,808,599,711200,0,27,35385,22,114557715,1200,1,0,4,1707,112108850,8,448435400,21,25,14,3199,599,0,0,49886108,1361109,1899860516,0,599,606,0,3,1,14,14,2324,0,3,1898870257,1869188553,66292670,113800800,113833568,1,3,1,0,5917641632,73389,73389,14,14,14,113800804,7,3,126298,728224,1046615,15800,1898870257,711200,48841371,2051
504341.81,11,253952,62,101280,6670704944,7,16680152,734,11,11,2271,698,808,630,808175,0,27,39817,22,122012172,1262,1,0,4,1707,126166787,8,504667148,21,25,14,3199,630,0,0,56259910,1561810,2140475493,0,630,642,0,3,1,14,14,2324,0,3,2138877222,2103707948,74380535,128051389,128067773,1,3,1,0,6658672260,73389,73389,14,14,14,128051393,7,3,129387,827487,1158861,17805,2138877222,808175,55103153,2161
