timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
96380.78,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
98385.07,1,253952,62,31638,2084118444,7,8243249,0,106,15,15,1079,246,0,567,228106,2,44,12409,30,365,103508341,1136,1,0,4,2625,39303201,8,157148348,29,29,0,14,557,567,0,0,14669525,254732,682228480,0,565,518,2,3,1,14,14,3243,0,3,684083887,659028285,23101747,39881137,39895362,1,3,1,0,2073819156,73389,73389,14,14,14,39881141,10,3,114520,233190,457027,5710,684083887,228106,14213065,4614
100390.74,4,253952,62,70395,4637586984,7,11363656,0,279,21,21,1079,506,2,567,541914,2,44,27657,30,365,108853579,1136,1,0,4,2625,87701739,8,350484120,29,35,0,14,557,567,0,0,35468807,565312,1488373913,0,565,518,2,3,1,14,14,3243,0,3,1489852700,1462832966,47395662,89003677,89003677,1,3,1,0,4627339268,73389,73389,14,14,14,88987297,10,3,134749,554439,874842,12415,1489852700,541914,34609293,4614
102399.29,6,253952,62,112096,7384017640,8,15160430,0,504,22,22,1079,769,2,576,909972,2,44,44072,30,365,115929554,1154,1,0,4,2625,139746593,8,558792384,29,36,0,14,557,576,0,0,59129030,987628,2355890331,0,574,530,2,3,1,14,14,3243,0,3,2356146987,2327733189,75242720,141806584,141806584,1,3,1,0,7373942400,73389,73389,14,14,14,141806588,10,3,152579,931012,1341187,19592,2356146987,909972,57790007,4646
104408.93,7,253952,62,143010,9421592970,12,21893541,0,679,22,22,1079,968,2,594,1187206,2,44,56229,30,365,120169956,1190,1,0,4,2625,178276786,8,712977896,29,36,0,14,557,594,0,0,77218307,1540774,2999962131,0,592,549,2,3,1,14,14,3243,0,3,2997906306,2969196647,100274045,180966381,180999149,1,3,1,0,9410251844,73389,73389,14,14,14,180966385,10,3,167018,1214591,1692454,24923,2997906306,1187206,75528624,4717
106420.79,16,253952,62,170385,11224617830,13,24257743,0,839,22,22,1079,1149,2,621,1436890,2,44,67038,30,365,125234434,1244,1,0,4,2625,212498823,8,849866116,29,36,0,14,557,621,0,0,93474892,2039748,3568430590,0,619,577,2,3,1,14,14,3243,0,3,3566726299,3537045689,119688479,215643883,215660267,1,3,1,0,11213481948,73389,73389,14,14,14,215643887,10,3,174262,1470014,1988709,29656,3566726299,1436890,91489498,4820
108431.01,18,253952,62,197975,13042872096,14,26711344,0,985,23,23,1079,1327,3,648,1685106,4,44,77895,30,365,129931332,1298,1,0,4,2625,246950092,8,987606468,29,37,0,14,557,648,0,0,109787565,2445903,4145814102,0,644,599,4,3,1,14,14,3243,0,3,4143204254,4109733035,138827714,250589118,250605502,1,3,1,0,13030634168,73389,73389,14,14,14,250589122,10,3,194234,1723963,2307162,34449,4143204254,1685106,107484276,4930
110444.74,21,253952,62,226235,14905235886,14,28457523,0,1165,24,24,1079,1508,5,657,1941810,4,44,89007,30,365,132058181,1316,1,0,4,2625,282161421,8,1128581072,29,38,0,14,557,657,0,0,126784346,3025677,4737715861,0,653,607,4,3,1,14,14,3243,0,3,4734418510,4696414420,158109447,286366063,286398831,1,3,1,0,14891035308,73389,73389,14,14,14,286366067,10,3,202517,1986715,2617556,39359,4734418510,1941810,124171231,4960
112455.08,25,253952,62,254980,16796938180,14,31227820,0,1326,24,24,1079,1692,5,684,2202203,4,44,100306,30,365,136497077,1370,1,0,4,2625,318003260,8,1271819496,29,38,0,14,557,684,0,0,143785645,3630598,5349075444,0,680,636,4,3,1,14,14,3243,0,3,5345061018,5293449896,178475150,322669899,322686283,1,3,1,0,16778834780,73389,73389,14,14,14,322669903,10,3,212522,2253232,2952531,44424,5345061018,2202203,140838124,5068
114464.39,27,253952,62,283558,18680464884,14,33702944,0,1510,24,24,1079,1874,6,711,2459514,4,44,111534,30,365,141319112,1424,1,0,4,2625,353584255,8,1414078704,29,38,0,14,557,711,0,0,160737958,4265501,5959094709,0,707,665,4,3,1,14,14,3243,0,3,5955445265,5887904117,198479890,358775154,358824306,1,3,1,0,18655456072,73389,73389,14,14,14,358758774,10,3,223713,2516580,3279845,49487,5955445265,2459514,157463689,5165
