timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
173205.22,0,0,18823,1238893168,0,0,0,0,1,1,7663,117,567,126227,17,1757,10,1,116910020,1136,1,0,9,15,8,483,567,0,0,0,1973249,11731,406056298,0,567,341,2,1,14,14,413,1,407666884,365315188,1985768,27866964,27866964,1,2,1,1225425520,73389,73389,14,14,14,27850580,7,3,357362,129087,837132,3128,407666884,126227,1136208,1786
175209.95,253952,62,34438,2268089818,15,16477471,0,52,20,20,7663,119,675,245626,17,5519,29,17,140299886,1352,1,0,28,34,8,666,675,0,0,0,5648470,674050,716263659,0,675,423,2,1,14,14,413,1,718142256,666859618,27771873,51191242,51191242,1,2,1,2252414648,73389,73389,14,14,14,51191242,7,3,495682,250822,1271249,5498,718142256,245626,4377436,2095
177215.09,253952,62,45113,2971402946,19,21125423,0,79,21,21,7663,121,675,296135,17,8494,29,17,140565338,1352,1,0,28,35,8,666,675,0,0,0,7906656,699626,920033208,0,675,423,2,1,14,14,413,1,923138864,872456819,34742886,67159992,67176376,1,2,1,2955039648,73389,73389,14,14,14,67159992,7,3,500459,302615,1352470,7062,923138864,296135,6554482,2095
179225.64,253952,62,59297,3906009158,19,23604919,0,116,25,25,7663,123,675,427528,17,12470,29,17,140830790,1352,1,0,28,39,8,666,675,0,0,0,11896607,1487583,1192404754,0,675,423,2,1,14,14,413,1,1196423984,1145661870,42607006,88418171,88418171,1,2,1,3889678628,73389,73389,14,14,14,88401787,7,3,512047,436384,1516837,9147,1196423984,427528,10380205,2095
181232.01,253952,62,73582,4847234506,21,29130475,0,158,27,27,7663,126,675,540479,17,16533,29,17,141361694,1352,1,0,28,41,8,666,675,0,0,0,15893447,2598111,1466477871,0,675,423,2,1,14,14,413,1,1471019824,1420857933,54043758,109799230,109815614,1,2,1,4831166120,73389,73389,14,14,14,109799230,7,3,521876,551688,1679328,11242,1471019824,540479,14214693,2095
183236.33,253952,62,87929,5792547218,22,33493703,0,206,27,27,7663,128,675,650348,17,20555,29,17,141627146,1352,1,0,28,41,8,666,675,0,0,0,19771890,3532233,1745664780,0,675,423,2,1,14,14,413,1,1747581744,1697156923,63554916,131294977,131294977,1,2,1,5776978988,73389,73389,14,14,14,131294977,7,3,526997,663854,1813319,13352,1747581744,650348,17958426,2095
185242.32,253952,62,98035,6458546230,25,38283581,0,230,27,27,7663,130,675,699584,17,23438,29,17,141892598,1352,1,0,28,41,8,666,675,0,0,0,21823289,3536819,1940788560,0,675,423,2,1,14,14,413,1,1942092592,1891894512,70725274,146428143,146428143,1,2,1,6442117396,73389,73389,14,14,14,146411759,7,3,530451,714333,1877184,14836,1942092592,699584,19946905,2095
187248.26,253952,62,109873,7238874082,25,39638573,0,268,31,31,7663,132,675,769896,17,26774,29,17,142423502,1352,1,0,28,45,8,666,675,0,0,0,24773775,3719743,2170403007,0,675,423,2,1,14,14,413,1,2170157872,2119947422,75355452,164159888,164176272,1,2,1,7223035072,73389,73389,14,14,14,164159888,7,3,541927,786316,1978090,16576,2170157872,769896,22796591,2095
189261.50,253952,62,123726,8151256974,25,43485144,0,297,32,32,7663,134,675,885277,17,30647,29,17,142423502,1352,1,0,28,46,8,666,675,0,0,0,28787269,5641317,2436752831,0,675,423,2,1,14,14,413,1,2436496176,2386682924,88310805,184898097,184898097,1,2,1,8135516268,73389,73389,14,14,14,184898097,7,3,558939,903917,2152898,18608,2436496176,885277,26635426,2095
191265.42,253952,62,134339,8850772322,30,49609977,0,331,32,32,7663,136,675,942995,17,33653,29,17,142688954,1352,1,0,28,46,8,666,675,0,0,0,31254214,5797785,2641721113,0,675,423,2,1,14,14,413,1,2640968496,2591155804,97499649,200799152,200799152,1,2,1,8835162688,73389,73389,14,14,14,200799152,7,3,560277,963118,2223862,20168,2640968496,942995,29031507,2095
193272.24,253952,62,148566,9788196582,30,52003235,0,363,37,37,7663,138,675,1035121,17,37645,29,17,143207792,1352,1,0,28,51,8,666,675,0,0,0,34801516,7190809,2912776675,0,675,423,2,1,14,14,413,1,2914384688,2865188302,106400421,222090099,222106483,1,2,1,9771964356,73389,73389,14,14,14,222090099,7,3,590259,1057295,2405590,22254,2914384688,1035121,32397207,2095
195281.95,253952,62,163610,10779104834,35,60242947,0,396,39,39,7663,140,675,1155259,17,41857,29,17,143738696,1352,1,0,28,53,8,666,675,0,0,0,38818770,8868578,3203729646,0,675,423,2,1,14,14,413,1,3203501008,3154774005,122548179,244630104,244646488,1,2,1,10763724576,73389,73389,14,14,14,244630104,7,3,602573,1179751,2585380,24463,3203501008,1155259,36234807,2095
197291.67,253952,62,178455,11757030342,36,63606278,0,427,41,41,7663,143,675,1270693,17,46066,29,17,144004148,1352,1,0,28,55,8,666,675,0,0,0,42758721,10260501,3489219501,0,675,423,2,1,14,14,413,1,3489369040,3440589022,132066039,266846747,266863131,1,2,1,11741256868,73389,73389,14,14,14,266846747,7,3,616157,1297445,2746641,26644,3489369040,1270693,40012645,2095
199296.93,253952,62,189462,12482632326,39,68338145,0,453,41,41,7663,145,675,1324677,17,49178,29,17,144535052,1352,1,0,28,55,8,666,675,0,0,0,45065940,10288653,3702429653,0,675,423,2,1,14,14,413,1,3701181392,3652724531,139590262,283343659,283343659,1,2,1,12467120996,73389,73389,14,14,14,283343659,7,3,616317,1352767,2806722,28260,3701181392,1324677,42260872,2095
201307.75,253952,62,205293,13525707234,39,70527028,0,487,45,45,7663,147,675,1445156,17,53606,29,17,144800504,1352,1,0,28,59,8,666,675,0,0,0,48934840,11571446,4003908148,0,675,423,2,1,14,14,413,1,4005792720,3957597893,148107078,307038736,307055120,1,2,1,13509704384,73389,73389,14,14,14,307038736,7,3,635861,1475522,3002811,30584,4005792720,1445156,45933830,2095
