timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
151046.72,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
153053.01,4,253952,62,56019,3690168606,2,4091750,0,232,22,22,758,410,0,567,518416,2,18,22005,35,2297,105438901,1136,1,0,4,1249,69726834,12,278713436,34,36,13,5640,567,0,0,31680879,221126,1193222653,0,565,492,2,3,1,14,14,1869,3,1193821170,1164381257,35986209,70772220,70821372,1,3,1,3678451536,73389,73389,14,14,14,70739456,9,3,137017,529317,862737,9952,1193821170,518416,30819344,2076
155058.51,6,253952,62,113694,7489986966,4,7888181,0,482,22,22,758,782,1,576,1072715,2,18,44694,35,2297,112862468,1154,1,0,4,1249,141710551,12,566519544,34,36,13,5640,576,0,0,65514364,676172,2388912599,0,574,504,2,3,1,14,14,1869,3,2389685903,2360872008,74064204,143813180,143862332,1,3,1,7477433424,73389,73389,14,14,14,143796800,9,3,152402,1096076,1530192,19881,2389685903,1072715,63986486,2115
157068.00,34,253952,62,157440,10373563836,8,14051792,0,710,22,22,758,1063,1,585,1481287,2,18,61925,35,2297,117742431,1172,1,0,4,1249,196301938,12,785143232,34,36,13,5640,585,0,0,91524761,1214071,3302218617,0,583,515,2,3,1,14,14,1869,3,3301755230,3269435576,106750547,199265089,199265089,1,3,1,10359228756,73389,73389,14,14,14,199215941,9,3,177440,1513447,2058666,27452,3301755230,1481287,89469283,2147
159073.16,48,253952,62,199631,13152131264,8,16134610,0,919,22,22,758,1335,1,612,1877731,4,18,78483,35,2297,123423763,1226,1,0,4,1249,248845407,12,995316996,34,36,13,5640,612,0,0,116696733,1633556,4200722410,0,608,543,4,3,1,14,14,1869,3,4199595587,4145883411,134383149,252592284,252592284,1,3,1,13134798800,73389,73389,14,14,14,252592288,9,3,199793,1918584,2561307,34902,4199595587,1877731,114139459,2252
161077.64,51,253952,62,238023,15680552620,14,23493655,0,1051,27,27,758,1578,1,648,2117826,10,18,93566,35,2297,129562410,1298,1,0,4,1249,296637682,12,1186485992,34,41,13,5640,648,0,0,133746401,1637383,5029029915,0,638,575,10,3,1,14,14,1869,3,5026983311,4944461438,158809667,301049113,301081881,1,3,1,15653701940,73389,73389,14,14,14,301032733,9,3,229449,2164666,2872292,41768,5026983311,2117826,130878806,2348
163082.45,53,253952,62,284497,18742445956,18,29198758,0,1243,31,31,758,1877,3,783,2471033,10,18,111708,35,2297,153457595,1568,1,0,4,1249,354134314,12,1416343328,34,45,13,5640,783,0,0,156876929,1801836,6050255749,0,773,676,10,3,1,14,14,1869,3,6045736885,5913430160,187815522,359594354,359610738,1,3,1,18698906440,73389,73389,14,14,14,359594358,9,3,265471,2526256,3352832,50248,6045736885,2471033,153528870,2756
165089.51,53,253952,62,327327,21564660062,22,35298211,0,1403,38,38,758,2150,3,1008,2819570,10,18,128496,35,2297,194227347,2018,1,0,4,1249,407346327,12,1629191144,34,52,13,5640,1008,0,0,178611018,2002254,7029559801,0,998,859,10,3,1,14,14,1869,3,7025906141,6809670080,215838912,413370777,413370777,1,3,1,21494428468,73389,73389,14,14,14,413354397,9,3,296477,2882830,3826841,58383,7025906141,2819570,174790634,3450
167099.10,59,253952,62,397441,26183624532,22,39034215,0,1701,46,46,758,2598,3,1294,3504137,10,18,155810,39,2297,244216058,2589,1,0,4,1249,493994481,12,1975719220,38,60,13,5682,1294,0,0,218552200,2867029,8658448443,0,1284,1167,10,3,1,14,14,1869,3,8655835488,8277833499,260459316,501270693,501319845,1,3,1,26064372132,73389,73389,14,14,14,501237929,9,3,349225,3582133,4715124,71858,8655835488,3504137,213844886,4462
169105.32,59,253952,62,443996,29250114520,36,55661670,0,1955,46,46,758,2889,11,1413,3941151,10,18,173958,39,2297,269260323,2828,1,0,4,1249,551516629,12,2206066516,38,60,13,5682,1413,0,0,245480386,3409630,9745853501,0,1403,1283,10,3,1,14,14,1869,3,9738413177,9252076172,304214771,559694583,559760119,1,3,1,29104118348,73389,73389,14,14,14,559694587,9,3,372348,4029144,5284944,80805,9738413177,3941151,240204164,4866
171117.10,61,253952,62,465123,30641993522,39,60162906,0,2101,46,46,758,3023,11,1413,4164005,10,18,182178,39,2297,269561973,2828,1,0,4,1249,577636798,12,2310482552,38,60,13,5682,1413,0,0,258000131,3841799,10251995682,0,1403,1283,10,3,1,14,14,1869,3,10243639471,9695690902,321979260,586154238,586154238,1,3,1,30480020408,73389,73389,14,14,14,586154242,9,3,377840,4256851,5519598,85005,10243639471,4164005,252489684,4866
