timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
548233.88,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
550245.35,6,253952,62,25329,1666935492,2,4481821,0,164,11,11,1017,214,0,567,246664,2,19,9922,26,102000091,1136,1,0,4,5010,31413384,9,125459928,25,25,14,3498,567,0,0,14585704,634314,560222007,0,565,603,2,3,1,14,14,5602,3,561164342,527661970,19710939,31876726,31876726,1,3,1,1657589784,73389,73389,14,14,14,31876730,9,3,100019,251996,503534,4713,561164342,246664,14082666,4084
552256.66,6,253952,62,53949,3553181826,2,7087147,0,317,16,16,1017,404,1,567,493712,2,19,21199,30,107574583,1136,1,0,4,5010,67135315,9,268412156,29,30,14,4379,567,0,0,31199257,1018620,1150108560,0,565,603,2,3,1,14,14,5602,3,1151509413,1121319189,39163000,68143032,68159416,1,3,1,3542585728,73389,73389,14,14,14,68126652,9,3,122147,504797,860845,9629,1151509413,493712,30339481,4084
554261.37,10,253952,62,95688,6303973080,8,15001458,0,475,19,19,1017,665,3,594,782205,2,19,37628,33,118858316,1190,1,0,4,5010,119216240,9,476864960,32,33,14,5684,594,0,0,51696746,1173331,2016360319,0,592,630,2,3,1,14,14,5602,3,2016209061,1987567946,67713786,121031289,121047673,1,3,1,6292775092,73389,73389,14,14,14,121014909,9,3,155070,800326,1256087,16792,2016209061,782205,50442518,4159
556267.12,16,253952,62,140971,9285958436,10,19904260,0,664,26,26,1017,958,5,612,1131820,6,19,55456,33,123366747,1226,1,0,4,5010,175790323,9,702967460,32,40,14,5684,612,0,0,75874906,1421402,2956508286,0,606,649,6,3,1,14,14,5602,3,2955501675,2926433332,97184034,178380312,178396696,1,3,1,9275776256,73389,73389,14,14,14,178380316,9,3,187996,1158316,1706035,24589,2955501675,1131820,74171586,4227
558274.47,19,253952,62,189693,12496785038,10,22990533,0,917,27,27,1017,1272,6,621,1558025,8,19,74608,33,124808895,1244,1,0,4,5010,236533611,9,945940780,32,41,14,5684,621,0,0,104080556,1953598,3966478160,0,613,661,8,3,1,14,14,5602,3,3966294578,3937346191,128983564,240121074,240137458,1,3,1,12485443912,73389,73389,14,14,14,240104694,9,3,220192,1594363,2284281,32971,3966294578,1558025,101799963,4260
560279.33,19,253952,62,224854,14813319192,18,33163731,0,1063,27,27,1017,1503,6,621,1815454,8,19,88390,33,124808895,1244,1,0,4,5010,280293760,9,1121110340,32,41,14,5684,621,0,0,121649972,2121156,4699980899,0,613,661,8,3,1,14,14,5602,3,4696969752,4666811024,156770591,284666889,284699657,1,3,1,14802678260,73389,73389,14,14,14,284666893,9,3,236674,1857858,2611014,39036,4696969752,1815454,119043316,4260
562285.45,21,253952,62,259173,17074684100,20,36301309,0,1221,32,32,1017,1724,6,621,2074706,8,19,101981,33,124808895,1244,1,0,4,5010,323324099,9,1293167156,32,46,14,5684,621,0,0,139870984,2391140,5425480710,0,613,661,8,3,1,14,14,5602,3,5421763288,5379953138,178485628,328082208,328098592,1,3,1,17060274848,73389,73389,14,14,14,328082212,9,3,267975,2123245,2969812,45056,5421763288,2074706,136905218,4260
564290.64,24,253952,62,295342,19457516188,20,37713323,0,1404,32,32,1017,1950,6,630,2378174,10,19,116125,33,126250499,1262,1,0,4,5010,368320069,9,1473151112,32,46,14,5684,630,0,0,160751980,2627596,6198412302,0,620,674,10,3,1,14,14,5602,3,6193904231,6131980827,200992350,373786969,373803353,1,3,1,19436922420,73389,73389,14,14,14,373786973,9,3,280166,2433823,3337840,51469,6193904231,2378174,157419911,4290
566300.43,24,253952,62,324904,21405714622,25,44443179,0,1494,36,36,1017,2143,6,630,2574976,10,19,127761,33,126250499,1262,1,0,4,5010,405125144,9,1620435924,32,50,14,5684,630,0,0,174399422,2658929,6855012838,0,620,674,10,3,1,14,14,5602,3,6852163593,6749104200,221399472,411036315,411052699,1,3,1,21373036444,73389,73389,14,14,14,411019935,9,3,310342,2635508,3593890,56960,6852163593,2574976,170811838,4290
