timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
493675.67,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
495688.81,1,253952,62,11641,766077934,3,3937622,0,107,7,7,3586,130,0,558,121581,0,19,4555,19,88,97327437,1118,1,0,4,1826,14354336,9,57352780,18,21,11,9996,558,0,0,6933732,299225,272968490,0,558,580,0,3,1,14,14,2480,3,273126381,243988898,11139585,14560170,14560170,1,3,1,757128872,73389,73389,14,14,14,14560174,8,3,86473,124056,354642,2319,273126381,121581,6579332,3403
497693.07,1,253952,62,21824,1436881898,4,5530170,0,181,7,7,3586,177,1,558,194369,0,19,8542,19,88,99523449,1118,1,0,4,1826,27059282,9,108237128,18,21,11,9996,558,0,0,12135704,410871,483209872,0,558,580,0,3,1,14,14,2480,3,482896196,455201894,18025451,27447013,27447013,1,3,1,1427244708,73389,73389,14,14,14,27447017,8,3,95013,198650,455024,4019,482896196,194369,11681123,3403
499698.53,1,253952,62,31341,2063423520,5,6992647,0,229,8,8,3586,258,1,558,250100,0,19,12304,19,88,100778313,1118,1,0,4,1826,38945645,9,155653388,18,22,11,9996,558,0,0,16409621,411822,681929013,0,558,580,0,3,1,14,14,2480,3,681706062,652492178,23750937,39502590,39502590,1,3,1,2054134712,73389,73389,14,14,14,39502594,8,3,104928,255898,528956,5709,681706062,250100,15881285,3403
501712.28,1,253952,62,40932,2695755954,6,8513889,0,281,10,10,3586,302,1,567,312976,0,19,16068,19,88,103556605,1136,1,0,4,1826,50911735,9,203582288,18,24,11,9996,567,0,0,20877215,435243,881568155,0,567,588,0,3,1,14,14,2480,3,881434717,851545637,29767563,51658186,51658186,1,3,1,2686225704,73389,73389,14,14,14,51658190,8,3,111418,320342,595927,7328,881434717,312976,20282093,3429
503726.07,1,253952,62,52325,3446775494,6,9967242,0,365,10,10,3586,398,1,567,413666,0,19,20575,19,88,105728485,1136,1,0,4,1826,65129447,9,260517788,18,24,11,9996,567,0,0,27264439,700470,1118571104,0,567,588,0,3,1,14,14,2480,3,1118338737,1087872489,37859505,66078648,66111416,1,3,1,3436089728,73389,73389,14,14,14,66078652,8,3,116281,423364,712541,9333,1118338737,413666,26552926,3429
505733.25,1,253952,62,63670,4193780554,6,11358918,0,449,10,10,3586,455,1,567,512701,0,19,25030,19,88,107019547,1136,1,0,4,1826,79304388,9,317217552,18,24,11,9996,567,0,0,33672225,973694,1351786370,0,567,588,0,3,1,14,14,2480,3,1351470108,1323359312,45913857,80456435,80456435,1,3,1,4183734652,73389,73389,14,14,14,80456439,8,3,123826,524602,857514,11236,1351470108,512701,32815982,3429
507740.19,3,253952,62,75509,4973980886,6,12361415,0,548,10,10,3586,541,1,567,618591,0,19,29697,19,88,109782661,1136,1,0,4,1826,94072345,9,376289380,18,24,11,9996,567,0,0,40405195,1305304,1605166319,0,567,588,0,3,1,14,14,2480,3,1603937929,1569207941,53981175,95450337,95450337,1,3,1,4962565588,73389,73389,14,14,14,95433957,8,3,129331,633000,995229,13345,1603937929,618591,39411483,3429
509744.95,3,253952,62,85192,5611775530,8,15129975,0,622,10,10,3586,605,1,567,683604,0,19,33475,19,88,111085789,1136,1,0,4,1826,106168425,9,424673700,18,24,11,9996,567,0,0,45087462,1370913,1803767464,0,567,588,0,3,1,14,14,2480,3,1802356622,1769798088,61486450,107716747,107716747,1,3,1,5601270876,73389,73389,14,14,14,107716751,8,3,138111,699683,1085263,14993,1802356622,683604,44003910,3429
511752.35,4,253952,62,95555,6294967208,8,16148472,0,711,12,12,3586,654,1,576,756501,0,19,37576,19,88,114117332,1154,1,0,4,1826,119117658,9,476470632,18,26,11,9996,576,0,0,50230889,1478154,2018923664,0,576,598,0,3,1,14,14,2480,3,2017948012,1984966222,67738089,120853224,120853224,1,3,1,6284367680,73389,73389,14,14,14,120853228,8,3,149588,774503,1193214,16755,2017948012,756501,49039587,3458
513763.11,5,253952,62,107772,7100012544,8,17280003,0,812,12,12,3586,740,1,585,854306,0,19,42385,19,88,117730365,1172,1,0,4,1826,134345957,9,537254476,18,26,11,9996,585,0,0,56938186,1715964,2272428799,0,585,609,0,3,1,14,14,2480,3,2270680317,2238472971,75789927,136330454,136330454,1,3,1,7089183640,73389,73389,14,14,14,136330458,8,3,155665,874726,1346989,18859,2270680317,854306,55593356,3492
515776.48,5,253952,62,120626,7946466464,8,17993177,0,915,13,13,3586,822,1,585,962471,0,19,47445,19,88,118357797,1172,1,0,4,1826,150393723,9,601510260,18,27,11,9996,585,0,0,64038573,1955920,2542127325,0,585,609,0,3,1,14,14,2480,3,2540699660,2505239176,83812644,152588083,152604467,1,3,1,7934580348,73389,73389,14,14,14,152588087,8,3,160175,985491,1469430,21099,2540699660,962471,62571565,3492
517784.07,7,253952,62,134679,8872185810,8,19658489,0,989,13,13,3586,915,2,585,1083308,0,19,52968,19,88,118357797,1172,1,0,4,1826,167919125,9,671611752,18,27,11,9996,585,0,0,71779455,2097362,2834904191,0,585,609,0,3,1,14,14,2480,3,2832663522,2796541782,93345835,170397874,170397874,1,3,1,8859837512,73389,73389,14,14,14,170381494,8,3,165403,1109162,1608979,23525,2832663522,1083308,70173171,3492
