timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
76457.90,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
78462.33,2,0,0,18725,1232470640,0,0,0,0,1,1,4857,117,567,131169,3,1748,16,0,116910020,1136,1,0,15,15,14,176,567,0,0,0,1975860,21251,406188464,0,567,300,2,1,14,14,437,1,406094020,363463453,1997547,27719508,27719508,1,2,1,1219658352,73389,73389,14,14,14,27719508,10,3,355610,133115,829846,3116,406094020,131169,1146103,1740
80473.17,2,253952,62,35027,2306955974,24,24955846,0,48,28,28,4857,119,675,251592,3,5641,43,51,140299886,1352,1,0,42,42,14,308,675,0,0,0,5807924,973884,726241371,0,675,352,2,1,14,14,437,1,729283376,678183413,35802048,52065627,52082011,1,2,1,2290887588,73389,73389,14,14,14,52065627,10,3,498321,256999,1262201,5583,729283376,251592,4545953,2030
82480.22,2,253952,62,49203,3241037898,27,31511897,0,91,32,32,4857,122,675,368727,3,9665,43,51,140830790,1352,1,0,42,46,14,308,675,0,0,0,9837042,2014689,1000716665,0,675,352,2,1,14,14,437,1,1001913136,951256535,47529508,73299230,73315614,1,2,1,3225166120,73389,73389,14,14,14,73299230,10,3,508217,377251,1446909,7663,1001913136,368727,8390518,2030
84487.49,2,253952,62,64064,4220277434,29,36051007,0,133,33,33,4857,124,675,482548,3,13826,43,51,141096242,1352,1,0,42,47,14,308,675,0,0,0,14142734,2832233,1287906965,0,675,352,2,1,14,14,437,1,1287912240,1237527666,58450546,95562866,95562866,1,2,1,4204766104,73389,73389,14,14,14,95562866,10,3,519835,493458,1627914,9845,1287912240,482548,12514503,2030
86499.42,2,253952,62,78175,5150099518,29,39421010,0,184,34,34,4857,126,675,592938,3,17786,43,51,141361694,1352,1,0,42,48,14,308,675,0,0,0,18164273,3673362,1557930837,0,675,352,2,1,14,14,437,1,1559624496,1509364821,66287080,116689973,116706357,1,2,1,5134358812,73389,73389,14,14,14,116689973,10,3,528158,606228,1768082,11918,1559624496,592938,16396883,2030
88506.81,2,253952,62,92167,6072122818,29,43892346,0,227,35,35,4857,129,675,705273,3,21771,43,51,141892598,1352,1,0,42,49,14,308,675,0,0,0,22191709,4906008,1825197849,0,675,352,2,1,14,14,437,1,1828977456,1778887094,78525758,137636856,137653240,1,2,1,6056021664,73389,73389,14,14,14,137636856,10,3,541384,721896,1922793,13973,1828977456,705273,20269759,2030
90510.65,2,253952,62,103588,6824591254,33,49567684,0,274,35,35,4857,131,675,770378,3,24987,43,51,142158050,1352,1,0,42,49,14,308,675,0,0,0,24897644,5156203,2049038784,0,675,352,2,1,14,14,437,1,2048916272,1998935248,87285213,154742135,154742135,1,2,1,6807933044,73389,73389,14,14,14,154725751,10,3,547963,788407,2003568,15651,2048916272,770378,22895025,2030
92516.76,2,253952,62,116792,7694441282,33,52090745,0,307,38,38,4857,133,675,862749,3,28703,43,51,142423502,1352,1,0,42,52,14,308,675,0,0,0,28268289,5868981,2301737562,0,675,352,2,1,14,14,437,1,2303064880,2253094846,93431883,174513688,174530072,1,2,1,7678602272,73389,73389,14,14,14,174513688,10,3,575211,884584,2141313,17590,2303064880,862749,26128048,2030
94529.11,2,253952,62,131135,8639479784,33,55638267,0,348,39,39,4857,135,675,970677,3,32742,43,51,142688954,1352,1,0,42,53,14,308,675,0,0,0,32262288,7411628,2579098326,0,675,352,2,1,14,14,437,1,2579233584,2529361836,103168781,195993051,196009435,1,2,1,8623694244,73389,73389,14,14,14,195993051,10,3,599477,994836,2343330,19697,2579233584,970677,29920175,2030
