timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
565799.82,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
567811.07,3,253952,62,31333,2063188816,2,3794371,171,12,12,3070,251,3,567,271309,2,18,12286,27,31,103206691,1136,1,4,1218,38904063,6,155422536,26,26,14,615,567,17624322,394008,682288118,565,415,2,3,1,14,14,1706,3,682199613,652351878,21821635,39492239,39508623,1,3,1,2053596460,73389,73389,14,14,14,39492243,7,3,107841,277321,523383,5701,682199613,271309,17101709,1642
569815.63,4,253952,62,58880,3877329254,5,8306462,310,12,12,3070,425,3,576,474413,2,18,23097,27,31,109097876,1154,1,4,1218,73227275,6,292779864,26,26,14,615,576,31516799,574653,1254962157,574,433,2,3,1,14,14,1706,3,1254616825,1223768515,40416820,74370667,74370667,1,3,1,3866422748,73389,73389,14,14,14,74354287,7,3,121943,485096,790384,10444,1254616825,474413,30741694,1696
571822.69,4,253952,62,82136,5410483970,7,11717676,405,15,15,3070,578,3,585,640588,2,18,32296,27,31,113652057,1172,1,4,1218,102331236,6,409260232,26,29,14,615,585,42809775,706699,1737904401,583,441,2,3,1,14,14,1706,3,1737140141,1706586827,55231775,103840216,103856600,1,3,1,5399691264,73389,73389,14,14,14,103840220,7,3,138073,655156,1005108,14452,1737140141,640588,41806379,1729
573836.65,5,253952,62,107618,7088653070,7,13314872,553,15,15,3070,740,4,585,859600,2,18,42304,27,31,116801283,1172,1,4,1218,134113466,6,536195292,26,29,14,615,585,56969585,1071340,2263162424,583,441,2,3,1,14,14,1706,3,2262170285,2234823040,71312595,136109714,136126098,1,3,1,7077705160,73389,73389,14,14,14,136109718,7,3,147493,879037,1294847,18799,2262170285,859600,55676954,1729
575843.08,9,253952,62,132636,8738585346,7,14797375,689,16,16,3070,903,9,585,1089312,2,18,52184,27,31,118357797,1172,1,4,1218,165413669,6,661654676,26,30,14,615,585,71136116,1503067,2782217287,583,441,2,3,1,14,14,1706,3,2780973289,2754446949,87374381,167839811,167839811,1,3,1,8727670204,73389,73389,14,14,14,167839815,7,3,163082,1113703,1586558,23108,2780973289,1089312,69552275,1729
577854.58,9,253952,62,157452,10372757556,8,17491144,810,16,16,3070,1069,10,585,1310452,2,18,61962,27,31,118671513,1172,1,4,1218,196407660,6,785566120,26,30,14,615,585,84907161,1783072,3298418265,583,441,2,3,1,14,14,1706,3,3296704006,3268639778,104119912,199259500,199292268,1,3,1,10361494032,73389,73389,14,14,14,199259504,7,3,181159,1339743,1867564,27394,3296704006,1310452,83042804,1729
579859.34,9,253952,62,175301,11549133854,12,22213673,886,16,16,3070,1181,10,585,1428448,2,18,68947,27,31,118671513,1172,1,4,1218,218589769,6,874359076,26,30,14,615,585,92988166,1837392,3669378550,583,441,2,3,1,14,14,1706,3,3666948786,3639078906,116972580,221889617,221906001,1,3,1,11538260116,73389,73389,14,14,14,221889621,7,3,193554,1460494,2044588,30458,3666948786,1428448,90947091,1729
581869.54,9,253952,62,195321,12869007474,13,25512719,970,20,20,3070,1308,10,585,1585716,2,18,76874,27,31,118671513,1172,1,4,1218,243720143,6,974816096,26,34,14,615,585,103353311,1958396,4086588086,583,441,2,3,1,14,14,1706,3,4084177479,4054716941,130758088,247263610,247279994,1,3,1,12857707752,73389,73389,14,14,14,247263614,7,3,212488,1621298,2256462,33918,4084177479,1585716,101100745,1729
583878.65,11,253952,62,217265,14314936160,13,27140200,1087,20,20,3070,1450,12,585,1779869,2,18,85513,27,31,118671513,1172,1,4,1218,271128286,6,1084384044,26,34,14,615,585,115559138,2226101,4544741490,583,441,2,3,1,14,14,1706,3,4541247356,4510019024,144839630,275062435,275095203,1,3,1,14303246652,73389,73389,14,14,14,275062439,7,3,217324,1819680,2495100,37703,4541247356,1779869,113068358,1729
585887.25,13,253952,62,241263,15896766852,13,28525331,1234,22,22,3070,1607,12,585,1998721,2,18,94981,27,31,118671513,1172,1,4,1218,301112616,6,1204450464,26,36,14,615,585,129168606,2606612,5046748068,583,441,2,3,1,14,14,1706,3,5042782035,5008199864,160195801,305482256,305482256,1,3,1,15884225376,73389,73389,14,14,14,305465876,7,3,225690,2046312,2776598,41876,5042782035,1998721,126395822,1729
587898.45,16,253952,62,266697,17571500640,13,31484999,1393,22,22,3070,1767,15,594,2239547,2,18,104944,27,31,120483071,1190,1,4,1218,332778382,6,1331049052,26,36,14,615,594,143949800,3002575,5583254130,592,453,2,3,1,14,14,1706,3,5579439654,5536218529,178317009,337606457,337655609,1,3,1,17555535796,73389,73389,14,14,14,337606461,7,3,240000,2292497,3102026,46333,5579439654,2239547,140853094,1761
589905.88,18,253952,62,289151,19051492184,14,34981574,1540,22,22,3070,1913,15,603,2450901,2,18,113778,27,31,121981665,1208,1,4,1218,360777156,6,1442979256,26,36,14,615,603,156627417,3334439,6059546093,601,462,2,3,1,14,14,1706,3,6054737277,6003257715,194782143,366039940,366039940,1,3,1,19033224944,73389,73389,14,14,14,366023560,7,3,250049,2508414,3369812,50264,6054737277,2450901,153263366,1787
591910.56,19,253952,62,309894,20417493468,16,37931942,1653,22,22,3070,2045,15,603,2617093,2,18,121873,27,31,121981665,1208,1,4,1218,386545664,6,1546182656,26,36,14,615,603,167028438,3471089,6502390731,601,462,2,3,1,14,14,1706,3,6497198847,6434061144,208291373,392241769,392258153,1,3,1,20396572020,73389,73389,14,14,14,392241773,7,3,267059,2678375,3574762,53938,6497198847,2617093,163459827,1787
593922.67,20,253952,62,328150,21620217136,18,40870954,1737,24,24,3070,2166,15,612,2757361,2,18,129080,27,31,123504240,1226,1,4,1218,409270682,6,1637082728,26,38,14,615,612,175717109,3521277,6898010062,610,469,2,3,1,14,14,1706,3,6892730925,6813915171,219964762,415308221,415308221,1,3,1,21595175556,73389,73389,14,14,14,415291841,7,3,291486,2821851,3784790,57228,6892730925,2757361,171938788,1815
595927.35,20,253952,62,346048,22800082216,20,44013050,1819,24,24,3070,2277,16,612,2876462,2,18,136040,27,31,124107540,1226,1,4,1218,431388952,6,1725555808,26,38,14,615,612,183579951,3533463,7286249000,610,469,2,3,1,14,14,1706,3,7280851074,7186966458,230983010,437872802,437889186,1,3,1,22768533768,73389,73389,14,14,14,437856422,7,3,294737,2943800,3922810,60453,7280851074,2876462,179663907,1815
597932.22,20,253952,62,362885,23910449798,22,47155812,1891,26,26,3070,2383,17,639,2984764,2,18,142651,27,31,129230055,1280,1,4,1218,452336462,6,1809281292,26,40,14,615,639,190751416,3534014,7655044396,637,490,2,3,1,14,14,1706,3,7648442161,7538116437,241296356,459134855,459134855,1,3,1,23875012492,73389,73389,14,14,14,459134859,7,3,306974,3054776,4071837,63495,7648442161,2984764,186686650,1898
599939.56,23,253952,62,382620,25210104152,22,48489503,1983,29,29,3070,2511,17,666,3159434,2,18,150392,27,31,134352774,1334,1,4,1218,476874615,6,1907304716,26,43,14,615,666,200992322,3712024,8096143795,664,516,2,3,1,14,14,1706,3,8089420680,7950391243,252699038,483923342,483939726,1,3,1,25164013816,73389,73389,14,14,14,483923346,7,3,341414,3233376,4326806,67169,8089420680,3159434,196672975,1999
601950.82,26,253952,62,400835,26409525478,23,51156610,2079,29,29,3070,2626,17,702,3333957,2,18,157529,27,31,140974711,1406,1,4,1218,499482941,6,1997931764,26,43,14,615,702,211060618,4023219,8510290258,700,548,2,3,1,14,14,1706,3,8503224184,8330609587,266051834,506822080,506854848,1,3,1,26354748192,73389,73389,14,14,14,506822084,7,3,349203,3411849,4545819,70616,8503224184,3333957,206522626,2122
603963.65,28,253952,62,419267,27624018220,23,52912831,2188,29,29,3070,2739,17,801,3507607,6,18,164709,27,31,156842922,1604,1,4,1218,522272242,6,2088895172,26,43,14,615,801,221226566,4228747,8935793558,795,640,6,3,1,14,14,1706,3,8928614730,8716626244,278153840,529953624,529953624,1,3,1,27557588480,73389,73389,14,14,14,529953628,7,3,369113,3589544,4775509,74152,8928614730,3507607,216459245,2467
605976.72,29,253952,62,438277,28874928756,23,54017584,2312,29,29,3070,2860,17,1305,3684425,8,18,172136,27,31,241305910,2612,1,4,1218,545760236,6,2182911764,26,43,14,615,1305,231851439,4596271,9382511028,1297,1204,8,3,1,14,14,1706,3,9376347978,9114036460,290221493,553772211,553788595,1,3,1,28796155004,73389,73389,14,14,14,553772215,7,3,382083,3770462,5008337,77884,9376347978,3684425,226851681,4296
607984.00,33,253952,62,457343,30130563376,23,55164624,2451,29,29,3070,2979,18,1872,3868131,8,18,179530,27,31,340672900,3746,1,4,1218,569171193,6,2276620128,26,43,14,615,1872,242458031,4981105,9845518055,1864,1742,8,3,1,14,14,1706,3,9837197542,9515112064,302309302,577553082,577569466,1,3,1,30032760296,73389,73389,14,14,14,577553086,7,3,389259,3958237,5209187,81688,9837197542,3868131,237257801,6339
