timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
400574.92,0,0,19662,1294143324,0,0,0,1,1,8818,117,594,122759,14,1836,14,12,122489018,1190,1,13,15,0,12,154,594,1995080,27,426503764,594,342,2,1,14,14,360,1,426410180,381660850,1995439,29101797,29118181,1,2,1,1280479068,73389,73389,14,14,14,29101797,6,3,374194,124782,809717,3271,426410180,122759,1185456,1743
402586.11,253952,62,35367,2329238214,7,9985751,37,14,14,8818,119,675,253851,14,5740,27,33,140299886,1352,1,26,28,18,12,796,675,5809785,1140006,732110220,675,394,2,1,14,14,360,1,735443760,684685276,17748074,52573531,52589915,1,2,1,2313235364,73389,73389,14,14,14,52573531,6,3,483762,258182,1231506,5630,735443760,253851,4578548,1991
404597.10,253952,62,49651,3270663478,9,15508194,77,15,15,8818,122,675,373173,14,9792,27,33,140830790,1352,1,26,29,18,12,796,675,9998802,2574802,1005644587,675,394,2,1,14,14,360,1,1010694960,959924957,31872084,73977007,73977007,1,2,1,3254267412,73389,73389,14,14,14,73960623,6,3,495203,379866,1414967,7730,1010694960,373173,8584223,1991
406612.79,253952,62,63957,4213265082,11,19606965,114,17,17,8818,124,675,495156,14,13805,27,33,141096242,1352,1,26,31,18,12,796,675,14064363,4066872,1283898508,675,394,2,1,14,14,360,1,1285946160,1235447812,42268991,95399026,95415410,1,2,1,4197557144,73389,73389,14,14,14,95399026,6,3,511262,504239,1601317,9830,1285946160,495156,12463557,1991
408625.75,253952,62,78558,5175199806,11,23978694,153,18,18,8818,126,675,625300,14,17889,27,33,141361694,1352,1,26,32,18,12,796,675,18058323,5483391,1562532893,675,394,2,1,14,14,360,1,1566964528,1516727563,53208526,117263413,117279797,1,2,1,5159590172,73389,73389,14,14,14,117263413,6,3,524017,636716,1740594,11974,1566964528,625300,16318352,1991
410638.23,253952,62,93983,6191667098,14,29984846,201,19,19,8818,129,675,750724,14,22272,27,33,141892598,1352,1,26,33,18,12,796,675,22468288,6489928,1860444636,675,394,2,1,14,14,360,1,1864104752,1813803221,65854475,140352282,140368666,1,2,1,6175500408,73389,73389,14,14,14,140352282,6,3,532193,764550,1912163,14241,1864104752,750724,20556865,1991
412651.24,253952,62,108790,7167367690,14,33383492,237,23,23,8818,131,675,874548,14,26460,27,33,142158050,1352,1,26,37,18,12,796,675,26411291,7864897,2145239948,675,394,2,1,14,14,360,1,2149186352,2099113901,76204590,162533998,162533998,1,2,1,7150775016,73389,73389,14,14,14,162517614,6,3,556841,890816,2145511,16416,2149186352,874548,24266628,1991
414660.83,253952,62,122698,8083620514,19,40943266,278,25,25,8818,134,675,1004037,14,30374,27,33,142423502,1352,1,26,39,18,12,796,675,30698814,9712924,2415219173,675,394,2,1,14,14,360,1,2416835376,2366864206,92121087,183351968,183368352,1,2,1,8067486592,73389,73389,14,14,14,183351968,6,3,573360,1022684,2349175,18458,2416835376,1004037,28350593,1991
416670.89,253952,62,136451,8989980710,19,44770236,316,26,26,8818,136,675,1145736,14,34245,27,33,142942340,1352,1,26,40,18,12,796,675,34733602,11605648,2680082240,675,394,2,1,14,14,360,1,2681731888,2631839328,101475551,203962979,203962979,1,2,1,8973650180,73389,73389,14,14,14,203946595,6,3,584279,1169699,2536934,20479,2681731888,1145736,32197724,1991
418683.80,253952,62,150634,9924521386,21,50165931,361,27,27,8818,138,675,1277447,14,38215,27,33,143207792,1352,1,26,41,18,12,796,675,38961427,13456828,2950719310,675,394,2,1,14,14,360,1,2954230576,2905028782,114591968,225204774,225204774,1,2,1,9908289160,73389,73389,14,14,14,225188390,6,3,593017,1303665,2697239,22558,2954230576,1277447,36265351,1991
420696.90,253952,62,164376,10829836314,22,54675460,401,28,28,8818,141,675,1413532,14,42124,27,33,144004148,1352,1,26,42,18,12,796,675,42829499,15465089,3214636839,675,394,2,1,14,14,360,1,3218312144,3169568280,126512375,245780858,245780858,1,2,1,10813636856,73389,73389,14,14,14,245764474,6,3,608066,1441879,2883052,24576,3218312144,1413532,39947710,1991
422707.64,253952,62,178185,11739335622,24,58696602,438,31,31,8818,143,675,1561232,14,46012,27,33,144004148,1352,1,26,45,18,12,796,675,47169465,17525903,3482517032,675,394,2,1,14,14,360,1,3483732944,3435418056,139824497,266453531,266453531,1,2,1,11723955364,73389,73389,14,14,14,266453531,6,3,627658,1594035,3105634,26601,3483732944,1561232,44065198,1991
424714.34,253952,62,192081,12655332918,25,62590174,468,32,32,8818,145,675,1690913,14,49915,27,33,144535052,1352,1,26,46,18,12,796,675,51189980,19891606,3747513660,675,394,2,1,14,14,360,1,3751644112,3703159018,152655800,287267183,287283567,1,2,1,12639756052,73389,73389,14,14,14,287267183,6,3,654696,1725982,3320660,28645,3751644112,1690913,47870791,1991
