timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
596166.79,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
598171.49,0,0,18943,1247022940,0,1544,3,1,1,10776,117,585,130059,14,1769,16,0,120717836,1172,1,15,15,0,14,45,585,1989226,39,411169532,585,374,2,1,14,14,353,1,412123332,367828018,1991490,28020453,28036837,1,2,1,1232899932,73389,73389,14,14,14,28020453,5,3,360884,132232,838537,3162,412123332,130059,1150778,1822
600177.94,253952,62,35473,2336185030,0,1544,3,20,20,10776,120,675,247025,14,5761,35,37,140299886,1352,1,34,34,66,14,168,675,5959484,1880983,730937834,675,440,2,1,14,14,353,1,737803056,686781229,15448132,52737371,52737371,1,2,1,2320444324,73389,73389,14,14,14,52737371,5,3,491647,251590,1261116,5648,737803056,247025,4698580,2103
602186.24,253952,62,50017,3294649654,0,1544,3,20,20,10776,122,675,369502,14,9887,35,37,140830790,1352,1,34,34,66,14,168,675,10247643,4162211,1012478548,675,440,2,1,14,14,353,1,1018034992,966937316,30960193,74517679,74534063,1,2,1,3278777876,73389,73389,14,14,14,74517679,5,3,518283,376398,1500354,7786,1018034992,369502,8747629,2103
604194.66,253952,62,65158,4292239270,0,1544,3,20,20,10776,124,675,487862,14,14130,35,37,141096242,1352,1,34,34,66,14,168,675,14569086,6147784,1304381133,675,440,2,1,14,14,353,1,1309145904,1258524107,47245749,97190915,97207299,1,2,1,4276400260,73389,73389,14,14,14,97190915,5,3,556782,499289,1770599,10007,1309145904,487862,12798957,2103
606203.35,253952,62,79330,5226059050,0,1544,3,20,20,10776,127,675,608959,14,18155,35,37,141361694,1352,1,34,34,66,14,168,675,18829298,8665287,1577902806,675,440,2,1,14,14,353,1,1581644592,1531517833,63710822,118424518,118424518,1,2,1,5210678792,73389,73389,14,14,14,118424518,5,3,582095,622633,1960745,12086,1581644592,608959,16869123,2103
608209.70,253952,62,93951,6189569946,0,1544,5,20,20,10776,129,675,742248,14,22261,35,37,141892598,1352,1,34,34,66,14,168,675,23024478,10962475,1859824901,675,440,2,1,14,14,353,1,1863580464,1813205518,86809790,140303130,140319514,1,2,1,6173337720,73389,73389,14,14,14,140303130,5,3,620651,758297,2239321,14237,1863580464,742248,20785848,2103
610221.48,253952,62,108524,7149669662,6,6005704,14,20,20,10776,131,675,865364,14,26348,35,37,142158050,1352,1,34,34,66,14,168,675,27304308,14275694,2140570860,675,440,2,1,14,14,353,1,2144074544,2093952554,159304968,162118365,162134749,1,2,1,7133208060,73389,73389,14,14,14,162118365,5,3,657013,886463,2491981,16377,2144074544,865364,24813119,2103
612229.70,253952,62,122699,8083686050,16,17706182,46,22,22,10776,134,675,976561,14,30376,35,37,142423502,1352,1,34,36,66,14,168,675,31541203,15690222,2414528483,675,440,2,1,14,14,353,1,2416835376,2366886544,250706834,183351968,183368352,1,2,1,8067486592,73389,73389,14,14,14,183351968,5,3,676622,1000042,2684304,18458,2416835376,976561,28857837,2103
614240.79,253952,62,137457,9056175378,17,22060264,93,24,24,10776,136,675,1086521,14,34517,35,37,142942340,1352,1,34,38,66,14,168,675,35570349,16724639,2697917559,675,440,2,1,14,14,353,1,2700737328,2651152880,261340361,205459956,205476340,1,2,1,9040238064,73389,73389,14,14,14,205459956,5,3,690910,1112345,2855087,20624,2700737328,1086521,32716345,2103
