timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
212863.39,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0
214870.23,2,253952,62,14274,940178670,2,3319305,112,7,7,2516,148,1,567,145956,0,10,5588,18,112,99685606,1136,1,0,4,1645,17615495,8,70397468,17,21,10,597,567,0,0,8322715,330713,327123194,0,567,555,0,3,1,14,14,2277,0,3,327218152,298849736,11910462,17899903,17899903,1,3,1,0,930794988,73389,73389,14,14,14,17899907,11,3,87385,148896,362495,2778,327218152,145956,7960510,3796
216874.64,5,253952,62,26674,1756903378,4,6608531,201,7,7,2516,204,1,567,242472,0,10,10426,18,112,101567902,1136,1,0,4,1645,33081694,8,132262100,17,21,10,597,567,0,0,14639582,432084,583433074,0,567,555,0,3,1,14,14,2277,0,3,583422707,555928722,21610670,33600476,33600476,1,3,1,0,1747224784,73389,73389,14,14,14,33600480,11,3,92455,247705,478030,4856,583422707,242472,14162083,3796
218884.05,7,253952,62,43950,2893519470,4,7837969,288,11,11,2516,334,1,567,377323,0,10,17245,19,112,103474330,1136,1,0,4,1645,54597542,8,218390168,18,25,10,610,567,0,0,23414248,580135,945260462,0,567,555,0,3,1,14,14,2277,0,3,946224604,913824516,31777011,55442890,55475658,1,3,1,0,2882178344,73389,73389,14,14,14,55426510,11,3,105217,385814,668437,7915,946224604,377323,22746680,3796
220890.64,25,253952,62,68941,4541682274,4,9883428,423,14,14,2516,498,2,576,595757,0,10,27101,22,112,111247946,1154,1,0,4,1645,85874623,8,343304560,21,28,10,653,576,0,0,37718505,934848,1463816578,0,576,566,0,3,1,14,14,2277,0,3,1463392723,1432782954,48446847,87132027,87164795,1,3,1,0,4530865436,73389,73389,14,14,14,87132031,11,3,121700,609430,960860,12204,1463392723,595757,36759034,3827
222900.12,29,253952,62,95246,6274125350,5,14146579,587,14,14,2516,662,2,576,835412,0,10,37461,22,112,115652036,1154,1,0,4,1645,118707855,8,474831420,21,28,10,653,576,0,0,52958115,1181788,2007663928,0,576,566,0,3,1,14,14,2277,0,3,2006951162,1978366052,68093154,120464326,120480710,1,3,1,0,6263405284,73389,73389,14,14,14,120450105,11,3,134509,854525,1271334,16705,2006951162,835412,51688700,3827
224904.48,33,253952,62,116594,7680982514,9,19547371,686,14,14,2516,799,4,585,988318,0,10,45779,22,112,118670194,1172,1,0,4,1645,145104698,8,580418792,21,28,10,653,585,0,0,63276755,1279627,2450057485,0,585,582,0,3,1,14,14,2277,0,3,2449367933,2421335332,83993297,147501295,147517679,1,3,1,0,7669215404,73389,73389,14,14,14,147484915,11,3,146791,1011174,1476534,20386,2449367933,988318,61802527,3863
226909.05,33,253952,62,137021,9026108684,10,21092155,769,17,17,2516,935,4,612,1118474,0,10,53848,22,112,123735872,1226,1,0,4,1645,170734132,8,682936528,21,31,10,653,612,0,0,72386590,1280526,2873874695,0,612,602,0,3,1,14,14,2277,0,3,2873101359,2844822404,94643980,173381477,173381477,1,3,1,0,9015836836,73389,73389,14,14,14,173381481,11,3,168378,1144603,1658456,23921,2873101359,1118474,70730799,3963
228913.88,35,253952,62,154694,10190009498,13,25299129,817,20,20,2516,1050,4,612,1243057,0,10,60793,22,112,123760004,1226,1,0,4,1645,192778077,8,771047808,21,34,10,653,612,0,0,80686431,1303124,3244215338,0,612,602,0,3,1,14,14,2277,0,3,3242207454,3211729946,107172490,195739543,195739543,1,3,1,0,10178456268,73389,73389,14,14,14,195739547,11,3,185742,1272249,1837323,26978,3242207454,1243057,78852089,3963
230927.97,35,253952,62,167962,11064024248,17,29960187,903,23,23,2516,1132,4,612,1328043,0,10,66043,22,112,124049588,1226,1,0,4,1645,209383552,8,837340192,21,37,10,653,612,0,0,86927257,1308813,3517819912,0,612,602,0,3,1,14,14,2277,0,3,3515020662,3486782610,118077651,212547751,212547751,1,3,1,0,11052483084,73389,73389,14,14,14,212547755,11,3,240974,1359409,2044226,29245,3515020662,1328043,84886270,3963
