timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
228972.83,0,253952,62,16596,1093041024,0,1315928,0,50,7,7,3431,162,0,558,121867,0,21,6490,22,24,97049919,1118,1,0,4,437,20493962,6,81911196,21,21,14,134,558,0,0,8147240,48913,374011545,0,558,359,0,3,1,14,14,906,3,374636282,346952921,9453935,20836513,20836513,1,3,1,1083498708,73389,73389,14,14,14,20836517,4,3,57836,124735,239246,3168,374636282,121867,7908306,1376
230986.92,0,253952,62,30131,1984728260,4,6061020,0,138,10,10,3431,224,0,558,208438,0,21,11813,22,24,98871885,1118,1,0,4,437,37455309,6,149821236,21,24,14,134,558,0,0,14499433,74662,654841784,0,558,359,0,3,1,14,14,906,3,655205556,627640564,20634041,37990944,37990944,1,3,1,1975529120,73389,73389,14,14,14,37990948,4,3,64457,213427,332888,5442,655205556,208438,14167150,1376
232993.99,2,253952,62,48545,3196841336,4,7213582,0,278,10,10,3431,368,1,567,370905,0,21,19064,22,24,102891521,1136,1,0,4,437,60348459,6,241329180,21,24,14,134,567,0,0,25119820,395722,1038967686,0,567,366,0,3,1,14,14,906,3,1038964389,1009200371,32711908,61293249,61309633,1,3,1,3186397012,73389,73389,14,14,14,61276869,4,3,80573,379734,581370,8677,1038964389,370905,24539427,1405
235005.62,4,253952,62,68891,4538115890,4,8498903,0,405,11,11,3431,481,2,585,555022,0,21,27064,23,24,109690768,1172,1,0,4,437,85769389,6,343077556,22,25,14,280,585,0,0,36576155,632787,1467659119,0,585,388,0,3,1,14,14,906,3,1468014539,1432432083,45683182,87044074,87044074,1,3,1,4526291880,73389,73389,14,14,14,87044078,4,3,99459,568151,846975,12202,1468014539,555022,35730570,1472
237009.76,8,253952,62,89691,5907225294,4,9432025,0,522,11,11,3431,623,3,585,733887,0,21,35217,23,24,112164298,1172,1,0,4,437,111639781,6,446494368,22,25,14,280,585,0,0,47786867,854543,1906976209,0,585,388,0,3,1,14,14,906,3,1906031316,1864095949,58015459,113332141,113332141,1,3,1,5893271364,73389,73389,14,14,14,113332145,4,3,104976,751331,1069476,15854,1906031316,733887,46719193,1472
239015.07,9,253952,62,105566,6955102280,7,13836080,0,583,12,12,3431,728,3,594,833472,0,21,41483,23,24,116730545,1190,1,0,4,437,131465839,6,525798644,22,26,14,280,594,0,0,54780245,854996,2242954946,0,594,395,0,3,1,14,14,906,3,2240936767,2194221492,69417960,133457221,133473605,1,3,1,6939775524,73389,73389,14,14,14,133457225,4,3,118173,853448,1195359,18641,2240936767,833472,53586980,1494
241021.95,10,253952,62,123523,8136710368,8,15987495,0,665,15,15,3431,837,4,594,966168,0,21,48541,23,24,117382109,1190,1,0,4,437,153871606,6,615421856,22,29,14,280,594,0,0,63525527,912024,2616407881,0,594,395,0,3,1,14,14,906,3,2614574416,2566646427,80361761,156165828,156165828,1,3,1,8119771120,73389,73389,14,14,14,156149448,4,3,131420,989460,1346043,21730,2614574416,966168,62181927,1494
243027.11,14,253952,62,139990,9223396732,10,19065019,0,755,15,15,3431,945,4,603,1100167,0,21,54987,23,24,121692512,1208,1,0,4,437,174360189,6,697376108,22,29,14,280,603,0,0,71721031,1013118,2964922652,0,603,405,0,3,1,14,14,906,3,2963296049,2909501644,91712339,176995420,177011804,1,3,1,9203761872,73389,73389,14,14,14,176995424,4,3,141408,1126563,1518821,24630,2963296049,1100167,70204977,1523
245032.59,15,253952,62,152304,10034238574,12,21918700,0,853,16,16,3431,1035,4,612,1182783,0,21,59849,23,24,123493297,1226,1,0,4,437,189718309,6,758808628,22,30,14,280,612,0,0,77214969,1014532,3228298420,0,612,413,0,3,1,14,14,906,3,3226971487,3165388435,100058769,192570954,192570954,1,3,1,10013689640,73389,73389,14,14,14,192570958,4,3,150904,1211191,1622885,26839,3226971487,1182783,75594089,1548
247044.32,15,253952,62,165477,10902044920,13,24309954,0,925,18,18,3431,1115,4,612,1287849,0,21,65018,23,24,123794947,1226,1,0,4,437,206099956,6,824399824,22,32,14,280,612,0,0,83418327,1141236,3506459619,0,612,413,0,3,1,14,14,906,3,3505625159,3439215106,108744441,209203256,209219640,1,3,1,10878569344,73389,73389,14,14,14,209203260,4,3,170827,1318717,1813484,29138,3505625159,1287849,81608088,1548
