timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
529599.57,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0
531603.85,0,0,19605,1290407772,0,0,0,0,1,1,4282,117,0,594,130204,3,1830,4,0,122489018,1190,1,0,3,15,0,2,249,594,0,0,0,1975632,21758,424276375,0,594,436,2,1,14,14,385,0,1,425230532,380587383,1998445,29019877,29019877,1,2,1,0,1276874588,73389,73389,14,14,14,29019877,10,3,349119,132371,788890,3262,425230532,130204,1186837,1863
533608.37,253952,62,33136,2182231042,14,14887937,0,40,16,16,4282,119,0,675,201414,3,5115,19,30,140299886,1352,1,0,18,30,7,2,415,675,0,0,0,4712054,86923,692123250,0,675,492,2,1,14,14,385,0,1,692845360,641747348,22646469,49229480,49245864,1,2,1,0,2166097120,73389,73389,14,14,14,49229480,10,3,455632,205316,1060380,5305,692845360,201414,3651869,2433
535613.39,253952,62,45685,3009154990,16,18044064,0,81,18,18,4282,121,0,675,267605,3,8648,19,30,140565338,1352,1,0,18,32,7,2,415,675,0,0,0,7750370,347796,934070829,0,675,492,2,1,14,14,385,0,1,934411056,883490963,29314481,68034377,68034377,1,2,1,0,2993512588,73389,73389,14,14,14,68034377,10,3,462565,273217,1150338,7148,934411056,267605,6600409,2433
537622.28,253952,62,57891,3813334638,17,19576254,0,102,22,22,4282,123,0,675,338727,3,12089,19,30,140830790,1352,1,0,18,36,7,2,415,675,0,0,0,10603240,686610,1168141113,0,675,492,2,1,14,14,385,0,1,1169029936,1118534111,34303885,86308953,86325337,1,2,1,0,3797593932,73389,73389,14,14,14,86308953,10,3,480442,346075,1275986,8938,1169029936,338727,9327796,2433
539630.02,253952,62,72475,4774420702,19,24596899,0,128,26,26,4282,126,0,675,457086,3,16191,19,30,141361694,1352,1,0,18,40,7,2,415,675,0,0,0,14717381,2461334,1447058957,0,675,492,2,1,14,14,385,0,1,1450048304,1399548164,48833210,108154797,108154797,1,2,1,0,4758811068,73389,73389,14,14,14,108154797,10,3,503870,466696,1486068,11082,1450048304,457086,13231980,2433
541637.14,253952,62,86368,5689690486,23,32730714,0,164,28,28,4282,128,0,675,569091,3,20136,19,30,141627146,1352,1,0,18,42,7,2,415,675,0,0,0,18640925,3655093,1715492797,0,675,492,2,1,14,14,385,0,1,1717173040,1667038743,62607162,128956383,128972767,1,2,1,0,5674080852,73389,73389,14,14,14,128956383,10,3,510292,581778,1629060,13120,1717173040,569091,17012664,2433
543645.48,253952,62,100902,6647499750,24,34977421,0,195,33,33,4282,130,0,675,679608,3,24203,19,30,141892598,1352,1,0,18,47,7,2,415,675,0,0,0,22679472,4841396,1994678565,0,675,492,2,1,14,14,385,0,1,1997011760,1947089703,72736902,150712115,150728499,1,2,1,0,6631333060,73389,73389,14,14,14,150712115,10,3,539200,694749,1854886,15255,1997011760,679608,20825521,2433
545650.76,253952,62,110577,7285276878,31,43718437,0,227,33,33,4282,132,0,675,726808,3,26952,19,30,142423502,1352,1,0,18,47,7,2,415,675,0,0,0,25292469,5101346,2183643911,0,675,492,2,1,14,14,385,0,1,2183527216,2133513902,84412369,165214497,165230881,1,2,1,0,7269437868,73389,73389,14,14,14,165214497,10,3,541321,743239,1929884,16678,2183527216,726808,23363608,2433
547657.32,253952,62,123990,8168558478,31,44708891,0,269,36,36,4282,134,0,675,814958,3,30719,19,30,142423502,1352,1,0,18,50,7,2,415,675,0,0,0,28927521,5706779,2441071401,0,675,492,2,1,14,14,385,0,1,2441607984,2391745737,90677422,185291313,185291313,1,2,1,0,8152817772,73389,73389,14,14,14,185291313,10,3,554125,833435,2057198,18647,2441607984,814958,26871489,2433
549676.99,253952,62,138031,9094058494,32,48060645,0,307,36,36,4282,136,0,675,920623,3,34671,19,30,142942340,1352,1,0,18,50,7,2,415,675,0,0,0,32964568,6580537,2712266865,0,675,492,2,1,14,14,385,0,1,2711878448,2662264500,99354562,206317957,206334341,1,2,1,0,9077990108,73389,73389,14,14,14,206317957,10,3,564637,941379,2199555,20709,2711878448,920623,30766322,2433
551684.87,253952,62,152251,10031024002,32,51235900,0,353,37,37,4282,138,0,675,1029147,3,38646,19,30,143207792,1352,1,0,18,51,7,2,415,675,0,0,0,36978665,7587979,2984798673,0,675,492,2,1,14,14,385,0,1,2985720346,2936144824,107446160,227625288,227625288,1,2,1,0,10015512672,73389,73389,14,14,14,227625288,10,3,579031,1052260,2359454,22799,2985720346,1029147,34620652,2433
553689.30,253952,62,163980,10803618606,36,58326943,0,403,38,38,4282,141,0,675,1109705,3,42002,19,30,143738696,1352,1,0,18,52,7,2,415,675,0,0,0,40170957,8155875,3208194749,0,675,492,2,1,14,14,385,0,1,3210709968,3161909744,119812757,245185001,245185001,1,2,1,0,10788140044,73389,73389,14,14,14,245185001,10,3,587698,1134566,2477773,24518,3210709968,1109705,37694733,2433
555695.71,253952,62,175451,11559363842,36,59857465,0,423,39,39,4282,142,0,675,1183960,3,45193,19,30,144004148,1352,1,0,18,53,7,2,415,675,0,0,0,42976641,8355909,3431913346,0,675,492,2,1,14,14,385,0,1,3431566288,3382795044,124376651,262347624,262364008,1,2,1,0,11543295456,73389,73389,14,14,14,262347624,10,3,597513,1210480,2574460,26203,3431566288,1183960,40403846,2433
557701.44,253952,62,190977,12582450270,38,64271507,0,454,45,45,4282,145,0,675,1296118,3,49594,19,30,144535052,1352,1,0,18,59,7,2,415,675,0,0,0,47087312,9685422,3727362608,0,675,492,2,1,14,14,385,0,1,3730672592,3681900633,136397642,285600333,285616717,1,2,1,0,12566414652,73389,73389,14,14,14,285600333,10,3,616206,1324912,2759672,28485,3730672592,1296118,44329451,2433
559706.01,253952,62,203744,13423661066,43,71595291,0,505,45,45,4282,147,0,675,1395133,3,53182,19,30,144800504,1352,1,0,18,59,7,2,415,675,0,0,0,50432328,10495782,3977433242,0,675,492,2,1,14,14,385,0,1,3976039376,3927748739,148548023,304732910,304732910,1,2,1,0,13408248040,73389,73389,14,14,14,304732910,10,3,622650,1425736,2908004,30357,3976039376,1395133,47526250,2433
561712.97,253952,62,214429,14127629554,43,73146447,0,522,48,48,4282,149,0,675,1458975,3,56235,19,30,145065956,1352,1,0,18,62,7,2,415,675,0,0,0,52824238,10648135,4179644210,0,675,492,2,1,14,14,385,0,1,4181560272,4133589622,152731741,320734428,320734428,1,2,1,0,14112314832,73389,73389,14,14,14,320734428,10,3,634309,1491028,3006925,31925,4181560272,1458975,49819337,2433
563719.75,253952,62,228815,15075739490,45,78069333,0,566,49,49,4282,151,0,675,1570869,3,60242,19,30,145596860,1352,1,0,18,63,7,2,415,675,0,0,0,57001855,11658788,4459363202,0,675,492,2,1,14,14,385,0,1,4458646480,4410739191,163638190,342268976,342285360,1,2,1,0,15059834944,73389,73389,14,14,14,342268976,10,3,643862,1605136,3163483,34039,4458646480,1570869,53840539,2433
565724.67,253952,62,238733,15729176414,47,81598249,0,599,49,49,4282,153,0,675,1624120,3,63054,19,30,145596860,1352,1,0,18,63,7,2,415,675,0,0,0,59252703,11661838,4651076143,0,675,492,2,1,14,14,385,0,1,4649487312,4601722840,169433947,357133965,357133965,1,2,1,0,15713894460,73389,73389,14,14,14,357133965,10,3,645070,1659683,3223381,35495,4649487312,1624120,56031575,2433
567731.87,253952,62,252321,16624723170,47,83790794,0,641,52,52,4282,155,0,675,1725105,3,66876,19,30,146127764,1352,1,0,18,66,7,2,415,675,0,0,0,62891826,12250332,4911910881,0,675,492,2,1,14,14,385,0,1,4910975952,4863554950,176259293,377482832,377482832,1,2,1,0,16609244608,73389,73389,14,14,14,377482832,10,3,665594,1762816,3382622,37490,4910975952,1725105,59511596,2433
569736.34,253952,62,264381,17419334562,50,89293437,0,691,52,52,4282,157,0,675,1807062,3,70269,19,30,146393216,1352,1,0,18,66,7,2,415,675,0,0,0,66043670,12708594,5144412933,0,675,492,2,1,14,14,385,0,1,5143235536,5095810390,185792458,395544416,395544416,1,2,1,0,17403233408,73389,73389,14,14,14,395528032,10,3,671684,1846622,3509585,39262,5143235536,1807062,62536583,2433
571742.72,253952,62,276171,18195985782,50,90751144,0,717,54,54,4282,159,0,675,1886916,3,73598,19,30,146658668,1352,1,0,18,68,7,2,415,675,0,0,0,68926723,12969170,5371409319,0,675,492,2,1,14,14,385,0,1,5370252240,5322824736,190521033,413190367,413206751,1,2,1,0,18180376148,73389,73389,14,14,14,413190367,10,3,683844,1928180,3613329,40994,5370252240,1886916,65315996,2433
573749.57,253952,62,290421,19134491386,50,93879386,0,762,55,55,4282,161,0,675,1998536,3,77594,19,30,146924120,1352,1,0,18,69,7,2,415,675,0,0,0,72860896,13773336,5644840705,0,675,492,2,1,14,14,385,0,1,5643672395,5597139833,198112821,434522274,434538658,1,2,1,0,19118980056,73389,73389,14,14,14,434522274,10,3,690969,2042105,3756469,43084,5643672395,1998536,69107182,2433
575758.86,253952,62,304766,20079914346,51,97938840,0,803,56,56,4282,164,0,675,2106474,3,81671,19,30,147455024,1352,1,0,18,70,7,2,415,675,0,0,0,76954815,15076123,5919697233,0,675,492,2,1,14,14,385,0,1,5920234315,5873544430,208515966,456015862,456015862,1,2,1,0,20064697928,73389,73389,14,14,14,456015862,10,3,706213,2152406,3907388,45194,5920234315,2106474,73050314,2433
577770.56,253952,62,318889,21009798658,54,104160912,0,852,59,59,4282,167,0,675,2207705,3,85704,19,30,147720476,1352,1,0,18,73,7,2,415,675,0,0,0,80961579,16216929,6192103000,0,675,492,2,1,14,14,385,0,1,6191060329,6145297007,222013086,477145128,477161512,1,2,1,0,20994385632,73389,73389,14,14,14,477145128,10,3,725248,2255917,4089645,47267,6191060329,2207705,76874960,2433
579775.10,253952,62,330190,21754668226,57,108865941,0,893,59,59,4282,169,0,675,2267849,3,88880,19,30,148251380,1352,1,0,18,73,7,2,415,675,0,0,0,83667580,16498833,6411491345,0,675,492,2,1,14,14,385,0,1,6409033065,6362998268,229951324,494084408,494084408,1,2,1,0,21739713952,73389,73389,14,14,14,494084408,10,3,727821,2317565,4160470,48930,6409033065,2267849,79510250,2433
581783.08,253952,62,342508,22566039440,57,111513997,0,927,61,61,4282,172,0,675,2346425,3,92450,19,30,148782284,1352,1,0,18,75,7,2,415,675,0,0,0,86983436,16821101,6646306655,0,675,492,2,1,14,14,385,0,1,6645166090,6600140878,236375649,512528857,512528857,1,2,1,0,22550548812,73389,73389,14,14,14,512512473,10,3,740161,2398118,4279290,50738,6645166090,2346425,82707407,2433
583790.61,253952,62,357169,23532171776,57,113518668,0,971,61,61,4282,174,1,675,2452536,3,96559,19,30,149047736,1352,1,0,18,75,7,2,415,675,0,0,0,91134244,17676640,6928396187,0,675,492,2,1,14,14,385,0,1,6927757322,6882624577,244091888,534481197,534481197,1,2,1,0,23516451772,73389,73389,14,14,14,534464813,10,3,744161,2506654,4423577,52894,6927757322,2452536,86714083,2433
585797.46,253952,62,371068,24447939696,59,118322176,0,1007,64,64,4282,177,1,675,2556632,3,100508,19,30,149844092,1352,1,0,18,78,7,2,415,675,0,0,0,95191946,18820914,7195519114,0,675,492,2,1,14,14,385,0,1,7194352451,7150225320,255301796,555294849,555311233,1,2,1,0,24432973356,73389,73389,14,14,14,555294849,10,3,764962,2612958,4604703,54934,7194352451,2556632,90590802,2433
587804.59,253952,62,385043,25368222984,60,122956848,0,1047,65,65,4282,180,1,675,2664493,3,104484,19,30,150109544,1352,1,0,18,79,7,2,415,675,0,0,0,99200456,19895456,7463431155,0,675,492,2,1,14,14,385,0,1,7462519656,7419161570,265740264,576219315,576219315,1,2,1,0,25352928964,73389,73389,14,14,14,576202931,10,3,784739,2722994,4787621,56986,7462519656,2664493,94416531,2433
