timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
578492.11,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
580498.83,0,253952,62,15351,1010193840,2,2386578,41,8,8,2835,150,0,558,93842,0,26,6003,14,96422487,1118,1,0,4,3140,18952705,5,75746048,13,22,6,2653,558,0,0,6467232,214,354132094,0,558,387,0,3,1,14,14,3659,0,3,354693061,320619706,8855022,19239517,19272285,1,3,1,0,1000454916,73389,73389,14,14,14,19239521,8,3,86331,96098,238229,2994,354693061,93842,6229262,1414
582508.41,1,253952,62,38625,2544528204,2,3983480,147,9,9,2835,278,0,567,259466,0,26,15153,15,102252023,1136,1,0,4,3140,48039473,5,192093264,14,23,6,2663,567,0,0,18504602,163946,836403270,0,567,394,0,3,1,14,14,3659,0,3,836224183,803838503,22632738,48758218,48758218,1,3,1,0,2535427368,73389,73389,14,14,14,48758222,8,3,97038,265855,469799,6944,836224183,259466,18035517,1445
584519.78,4,253952,62,61526,4053198974,2,5502718,278,9,9,2835,446,2,567,430404,0,26,24190,15,105075467,1136,1,0,4,3140,76642117,5,306439424,14,23,6,2663,567,0,0,30871312,356438,1310781403,0,567,394,0,3,1,14,14,3659,0,3,1310545054,1278932649,36686153,77753075,77785843,1,3,1,0,4043159932,73389,73389,14,14,14,77753079,8,3,107385,441206,706972,10924,1310545054,430404,30165504,1445
586528.59,7,253952,62,89288,5881719236,2,6978561,434,11,11,2835,626,2,585,635411,0,26,35105,17,112152096,1172,1,0,4,3140,111277297,5,444850784,16,25,6,2683,585,0,0,45209729,693710,1885707092,0,585,415,0,3,1,14,14,3659,0,3,1885330448,1854504430,52823912,112916064,112932448,1,3,1,0,5871635360,73389,73389,14,14,14,112916068,8,3,123905,651274,1005602,15691,1885330448,635411,44205868,1511
588541.15,18,253952,62,116886,7700179356,4,10185462,583,13,13,2835,800,2,585,838920,0,26,45984,18,117509400,1172,1,0,4,3140,145732550,5,582930200,17,27,6,2699,585,0,0,59263739,1015073,2455346832,0,585,415,0,3,1,14,14,3659,0,3,2454018368,2427160128,70419220,147878127,147894511,1,3,1,0,7689662636,73389,73389,14,14,14,147878131,8,3,135288,859732,1270103,20402,2454018368,838920,57995925,1511
590549.31,21,253952,62,141116,9296212922,6,13299789,726,13,13,2835,955,2,594,1022240,0,26,55512,18,120227227,1190,1,0,4,3140,175990760,5,703834108,17,27,6,2699,594,0,0,71992698,1304332,2961499481,0,594,432,0,3,1,14,14,3659,0,3,2959297835,2929788148,86515216,178582953,178582953,1,3,1,0,9286313588,73389,73389,14,14,14,178582957,8,3,148369,1047436,1529543,24586,2959297835,1022240,70465936,1547
592553.87,22,253952,62,160201,10552427930,10,18326914,830,14,14,2835,1086,2,621,1133089,0,26,62989,18,124608488,1244,1,0,4,3140,199672119,5,798688476,17,28,6,2699,621,0,0,80424861,1380466,3356413771,0,621,451,0,3,1,14,14,3659,0,3,3354535510,3325380056,100015991,202732908,202732908,1,3,1,0,10542111248,73389,73389,14,14,14,202732912,8,3,161028,1161195,1658515,27903,3354535510,1133089,78769465,1621
594558.53,26,253952,62,179913,11853045544,10,19473093,917,17,17,2835,1212,2,621,1276644,0,26,70756,18,124922204,1244,1,0,4,3140,224262592,5,897050368,17,31,6,2699,621,0,0,90289379,1518467,3769994344,0,621,451,0,3,1,14,14,3659,0,3,3767365491,3735049745,111166933,227723592,227723592,1,3,1,0,11840774848,73389,73389,14,14,14,227707212,8,3,182760,1308129,1872154,31325,3767365491,1276644,88420726,1621
596564.54,26,253952,62,197127,12986304848,13,23538684,1001,19,19,2835,1321,2,630,1371225,0,26,77545,18,126444138,1262,1,0,4,3140,245845943,5,983189776,17,33,6,2699,630,0,0,97520556,1519890,4131347215,0,630,459,0,3,1,14,14,3659,0,3,4128028239,4092121589,122463427,249500026,249500026,1,3,1,0,12974001384,73389,73389,14,14,14,249500030,8,3,200068,1405160,2009175,34317,4128028239,1371225,95515171,1653
