timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
270642.01,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
272646.62,0,0,22027,1449944386,0,0,0,0,1,1,9206,117,0,666,129591,24,2056,14,25,137466896,1334,1,0,13,15,0,12,201,666,0,0,0,1988930,171,476443573,0,666,308,2,1,14,14,349,1,478183620,427571231,1990148,32593304,32609688,1,2,1,1434105376,73389,73389,14,14,14,32593304,8,3,231927,132129,546191,3666,478183620,129591,1442829,1912
274652.49,253952,62,35836,2359974598,15,16966689,0,53,19,19,9206,120,0,675,223878,24,5912,30,44,140299886,1352,1,0,29,33,8,12,283,675,0,0,0,5515999,254368,743400392,0,675,310,2,1,14,14,349,1,744749872,693784236,23293733,53261659,53278043,1,2,1,2343512996,73389,73389,14,14,14,53261659,8,3,279198,228457,746196,5701,744749872,223878,4770021,1940
276660.55,253952,62,51003,3359533602,16,20615324,0,88,20,20,9206,122,0,675,338326,24,10154,30,44,140830790,1352,1,0,29,34,8,12,283,675,0,0,0,9477568,792802,1036486526,0,675,310,2,1,14,14,349,1,1036647216,985903834,31131485,75981888,75998272,1,2,1,3343203072,73389,73389,14,14,14,75981888,8,3,288861,345304,886086,7928,1036647216,338326,8591844,1940
278668.61,253952,62,66230,4363024766,17,22989048,0,138,22,22,9206,124,0,675,456213,24,14415,30,44,141096242,1352,1,0,29,36,8,12,283,675,0,0,0,13579187,1549537,1328139718,0,675,310,2,1,14,14,349,1,1329855280,1279231507,39500511,98808613,98808613,1,2,1,4346858076,73389,73389,14,14,14,98792229,8,3,296118,465742,1045799,10165,1329855280,456213,12533899,1940
280675.55,253952,62,80979,5334658818,18,27376919,0,185,22,22,9206,127,0,675,574667,24,18605,30,44,141361694,1352,1,0,29,36,8,12,283,675,0,0,0,17586857,2107070,1613620255,0,675,310,2,1,14,14,349,1,1613626160,1563276801,47917351,120877800,120894184,1,2,1,5318623200,73389,73389,14,14,14,120877800,8,3,302837,586691,1173508,12330,1613626160,574667,16413994,1940
282680.05,253952,62,91971,6059012310,20,30772215,0,210,22,22,9206,129,0,675,635802,24,21711,30,44,141892598,1352,1,0,29,36,8,12,283,675,0,0,0,20045437,2147380,1825524741,0,675,310,2,1,14,14,349,1,1825438512,1775052806,54665767,137352295,137352295,1,2,1,6043500980,73389,73389,14,14,14,137352295,8,3,303240,649181,1237649,13946,1825438512,635802,18808525,1940
284693.64,253952,62,106184,6995519066,21,34066779,0,246,25,25,9206,131,1,675,742143,24,25697,30,44,142158050,1352,1,0,29,39,8,12,283,675,0,0,0,23671280,2504513,2098684691,0,675,310,2,1,14,14,349,1,2099116848,2048918845,61313352,158626858,158626858,1,2,1,6979581752,73389,73389,14,14,14,158626858,8,3,314705,759196,1373157,16034,2099116848,742143,22298992,1940
286700.79,253952,62,121721,8019326390,22,37965335,0,294,26,26,9206,133,1,675,860439,24,30047,30,44,142423502,1352,1,0,29,40,8,12,283,675,0,0,0,27833808,2950952,2397549530,0,675,310,2,1,14,14,349,1,2397829936,2348043578,70943797,181895951,181912335,1,2,1,8003421844,73389,73389,14,14,14,181895951,8,3,320178,880057,1502692,18313,2397829936,860439,26332145,1940
288716.28,253952,62,137037,9028650258,23,41028998,0,342,27,27,9206,136,1,675,982809,24,34390,30,44,142942340,1352,1,0,29,41,8,12,283,675,0,0,0,31925755,3338655,2693260668,0,675,310,2,1,14,14,349,1,2692873008,2643163811,78715109,204837364,204853748,1,2,1,9012844016,73389,73389,14,14,14,204837364,8,3,326793,1004935,1645190,20564,2692873008,982809,30281741,1940
290723.51,253952,62,151898,10007889794,24,44161270,0,381,27,27,9206,138,1,675,1099070,24,38550,30,44,143207792,1352,1,0,29,41,8,12,283,675,0,0,0,35962102,3789469,2978002698,0,675,310,2,1,14,14,349,1,2978904602,2929376372,86676494,227084616,227101000,1,2,1,9991723104,73389,73389,14,14,14,227084616,8,3,330282,1123737,1779750,22747,2978904602,1099070,34183676,1940
292729.80,253952,62,166289,10955737586,24,46013204,0,421,28,28,9206,141,1,675,1213971,24,42640,30,44,144004148,1352,1,0,29,42,8,12,283,675,0,0,0,39948089,4315169,3254248790,0,675,310,2,1,14,14,349,1,3255274448,3206370834,92695384,248643740,248643740,1,2,1,10940324560,73389,73389,14,14,14,248643740,8,3,345069,1241104,1945409,24858,3255274448,1213971,38004132,1940
294737.50,253952,62,180766,11909521714,25,48307599,0,460,30,30,9206,143,1,675,1333651,24,46694,30,44,144004148,1352,1,0,29,44,8,12,283,675,0,0,0,43955428,4811346,3534231891,0,675,310,2,1,14,14,349,1,3533671376,3485207459,100416180,270289102,270311519,1,2,1,11892720488,73389,73389,14,14,14,270289102,8,3,363592,1363225,2147247,26982,3533671376,1333651,41809782,1940
296743.48,253952,62,195280,12865778938,26,52862021,0,499,30,30,9206,146,1,675,1449361,24,50823,30,44,144535052,1352,1,0,29,44,8,12,283,675,0,0,0,48032127,5391157,3811332401,0,675,310,2,1,14,14,349,1,3812985808,3764718455,109976610,292053026,292053026,1,2,1,12849612248,73389,73389,14,14,14,292036642,8,3,382448,1481434,2322576,29113,3812985808,1449361,45711287,1940
298753.56,253952,62,209940,13832111190,27,55940053,0,553,31,31,9206,148,1,675,1571310,24,54928,30,44,145065956,1352,1,0,29,45,8,12,283,675,0,0,0,52213657,5814852,4095244286,0,675,310,2,1,14,14,349,1,4095445968,4047139817,117864105,314019591,314019591,1,2,1,13816141108,73389,73389,14,14,14,314003207,8,3,401769,1605917,2519347,31268,4095445968,1571310,49696180,1940
300758.31,253952,62,223655,14735715566,28,58709577,0,607,31,31,9206,150,1,675,1682238,24,58798,30,44,145331408,1352,1,0,29,45,8,12,283,675,0,0,0,55830241,6154848,4358817354,0,675,310,2,1,14,14,349,1,4359031760,4311379700,124686338,334550841,334550841,1,2,1,14720237004,73389,73389,14,14,14,334550841,8,3,413993,1718953,2672143,33279,4359031760,1682238,53160084,1940
