timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
599382.02,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,47,2,0,0,0,0,0,0,0,0
601389.36,2,253952,62,16358,1076176526,4,5617296,114,10,10,1836,161,0,567,157726,0,9,6391,25,0,99466231,1136,1,0,4,856,20155672,7,80558116,24,24,14,3462,567,0,0,9918673,416823,368584031,0,567,633,0,3,1,14,14,1437,3,369822103,341707256,15933553,20492893,20525661,1,3,1,1064778500,73389,73389,14,14,14,20476513,51,3,100027,161185,407366,3134,369822103,157726,9511606,2096
603397.54,3,253952,62,33937,2235087358,4,7489420,209,10,10,1836,258,0,567,309833,0,9,13314,25,0,102555127,1136,1,0,4,856,42174598,7,168698392,24,24,14,3462,567,0,0,19973198,563229,736291368,0,567,633,0,3,1,14,14,1437,3,736004212,706470397,27977745,42793171,42809555,1,3,1,2225244924,73389,73389,14,14,14,42793175,51,3,115468,317007,601284,6147,736004212,309833,19372564,2096
605406.95,10,253952,62,52623,3464760774,4,8644425,345,10,10,1836,393,0,567,480817,0,9,20679,25,0,103846189,1136,1,0,4,856,65482572,7,261930288,24,24,14,3462,567,0,0,30528884,911740,1122385862,0,567,633,0,3,1,14,14,1437,3,1123429843,1093709990,40018940,66449891,66449891,1,3,1,3454542396,73389,73389,14,14,14,66433511,51,3,124401,491923,823132,9398,1123429843,480817,29721778,2096
607421.49,11,253952,62,71166,4688103174,4,9843583,478,10,10,1836,502,1,567,648662,0,9,27976,25,0,108202015,1136,1,0,4,856,88654980,7,354555088,24,24,14,3462,567,0,0,41105460,1227368,1509138931,0,567,633,0,3,1,14,14,1437,3,1509204932,1478799484,52071336,89970333,89986717,1,3,1,4677605380,73389,73389,14,14,14,89953953,51,3,138801,663582,1038901,12586,1509204932,648662,40067968,2096
609429.76,13,253952,62,89878,5920711258,5,11985779,607,11,11,1836,626,1,576,824858,0,9,35347,25,0,111921320,1154,1,0,4,856,112010966,7,448043864,24,25,14,3462,576,0,0,51726764,1588844,1897915877,0,576,644,0,3,1,14,14,1437,3,1897865525,1866982163,65164456,113659377,113675761,1,3,1,5910287636,73389,73389,14,14,14,113659381,51,3,153029,843578,1278394,15816,1897865525,824858,50450148,2130
611438.14,14,253952,62,111074,7317643148,5,13478602,738,13,13,1836,767,4,576,1015312,0,9,43701,25,0,114720632,1154,1,0,4,856,138530421,7,553992316,24,27,14,3462,576,0,0,63449560,1888157,2336568859,0,576,644,0,3,1,14,14,1437,3,2335261141,2306456025,78672242,140557082,140557082,1,3,1,7308116328,73389,73389,14,14,14,140540702,51,3,165949,1038339,1513416,19457,2335261141,1015312,61938351,2130
613446.31,16,253952,62,136526,8993894432,5,14901830,879,13,13,1836,928,4,594,1251777,0,9,53709,25,0,119635993,1190,1,0,4,856,170267334,7,680875520,24,27,14,3462,594,0,0,77832602,2156300,2865960052,0,594,666,0,3,1,14,14,1437,3,2863886851,2834713997,94735528,172761044,172761044,1,3,1,8983574320,73389,73389,14,14,14,172761048,51,3,178200,1280090,1828025,23829,2863886851,1251777,76007285,2205
615455.81,17,253952,62,162270,10690778412,5,15823452,1031,13,13,1836,1094,7,603,1487013,0,9,63856,25,0,121982096,1208,1,0,4,856,202403735,7,809550564,24,27,14,3462,603,0,0,92616433,2501435,3398673656,0,603,681,0,3,1,14,14,1437,3,3396756332,3368851343,110775842,205372003,205404771,1,3,1,10679344188,73389,73389,14,14,14,205372007,51,3,186224,1520710,2135277,28254,3396756332,1487013,90484386,2249
617467.61,21,253952,62,192477,12680180308,5,17620766,1204,15,15,1836,1294,8,621,1757167,0,9,75756,26,0,125920564,1244,1,0,4,856,240140403,7,960496860,25,29,14,3647,621,0,0,109708808,2822702,4028153846,0,621,709,0,3,1,14,14,1437,3,4024713791,3995072607,129960899,243663892,243663892,1,3,1,12670522416,73389,73389,14,14,14,243663896,51,3,201962,1796964,2499515,33467,4024713791,1757167,107213123,2322
