timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
164037.55,1,0,0,20013,1317411912,0,0,0,0,1,1,7512,117,603,124499,35,1868,9,0,124525652,1208,1,0,8,15,0,7,1117,603,0,0,0,1980234,2667,432140365,0,603,390,2,1,14,14,417,1,434012356,388517517,1983371,29615734,29632118,1,2,1,1303092296,73389,73389,14,14,14,29615734,8,3,380124,126635,819020,3329,434012356,124499,1161302,1817
166046.62,1,253952,62,35278,2323405510,10,12516630,0,47,15,15,7512,119,675,246805,35,5701,23,88,140299886,1352,1,0,22,29,120,7,1273,675,0,0,0,5886747,836739,731469721,0,675,451,2,1,14,14,417,1,734001968,682956744,20833555,52442459,52458843,1,2,1,2307468196,73389,73389,14,14,14,52442459,8,3,475934,252617,1159786,5619,734001968,246805,4727170,2041
168060.79,1,253952,62,49343,3250212938,11,18521697,0,95,16,16,7512,122,675,372843,35,9701,23,88,140830790,1352,1,0,22,30,120,7,1273,675,0,0,0,9901503,1776276,1003321588,0,675,451,2,1,14,14,417,1,1004534576,953953239,31716245,73512222,73512222,1,2,1,3234537768,73389,73389,14,14,14,73512222,8,3,482523,382131,1329466,7683,1004534576,372843,8572384,2041
170072.05,1,253952,62,63470,4181083598,13,23063686,0,145,17,17,7512,124,675,513685,35,13666,23,88,141096242,1352,1,0,22,31,120,7,1273,675,0,0,0,13900531,2588500,1276088410,0,675,451,2,1,14,14,417,1,1276640048,1226084713,43130703,94655713,94672097,1,2,1,4164851372,73389,73389,14,14,14,94655713,8,3,490573,525532,1468230,9760,1276771120,513740,12432791,2041
172076.94,1,253952,62,76226,5021573498,15,26099292,0,191,18,18,7512,126,675,624580,35,17250,23,88,141361694,1352,1,0,22,32,120,7,1273,675,0,0,0,17433807,3344338,1521710560,0,675,451,2,1,14,14,417,1,1522006832,1471818250,51009989,113771906,113771906,1,2,1,5005963864,73389,73389,14,14,14,113771906,8,3,497655,638543,1606792,11631,1522006832,624580,15827626,2041
174083.94,1,253952,62,86267,5683071350,16,28864892,0,207,20,20,7512,128,675,693749,35,20102,23,88,141627146,1352,1,0,22,34,120,7,1273,675,0,0,0,19893070,3478226,1713429621,0,675,451,2,1,14,14,417,1,1715338032,1665119833,56512980,128792543,128808927,1,2,1,5666871892,73389,73389,14,14,14,128792543,8,3,505880,709230,1684586,13106,1715338032,693749,18209196,2041
176088.49,1,253952,62,98892,6514976034,18,32730123,0,258,20,20,7512,130,675,783238,35,23654,23,88,141892598,1352,1,0,22,34,120,7,1273,675,0,0,0,23077860,3747308,1958648722,0,675,451,2,1,14,14,417,1,1958476592,1908379692,63971323,147712128,147712128,1,2,1,6499333632,73389,73389,14,14,14,147712128,8,3,506266,800591,1794725,14961,1958476592,783238,21283963,2041
178099.61,1,253952,62,110386,7272494050,19,34133962,0,277,23,23,7512,132,675,862087,35,26898,23,88,142423502,1352,1,0,22,37,120,7,1273,675,0,0,0,25961645,3963326,2178956978,0,675,451,2,1,14,14,417,1,2179857200,2129808175,68607572,164913552,164929936,1,2,1,7256196288,73389,73389,14,14,14,164913552,8,3,513080,881176,1893530,16650,2179857200,862087,24069056,2041
180107.74,1,253952,62,124083,8174918778,19,37213400,0,316,24,24,7512,134,675,984040,35,30754,23,88,142423502,1352,1,0,22,38,120,7,1273,675,0,0,0,29895390,4877927,2443200448,0,675,451,2,1,14,14,417,1,2443574064,2393540454,76120652,185428418,185444802,1,2,1,8158850392,73389,73389,14,14,14,185428418,8,3,517906,1005599,2041509,18662,2443574064,984040,27854964,2041
182118.67,1,253952,62,137561,9063256574,19,42307389,0,355,25,25,7512,136,675,1106819,35,34532,23,88,142942340,1352,1,0,22,39,120,7,1273,675,0,0,0,33968293,5752092,2702726766,0,675,451,2,1,14,14,417,1,2702965552,2653298815,87082754,205613445,205629829,1,2,1,9046991580,73389,73389,14,14,14,205613445,8,3,526638,1130767,2211346,20641,2702965552,1106819,31758164,2041
184123.11,1,253952,62,148995,9816576978,23,49911987,0,396,25,25,7512,138,675,1197797,35,37760,23,88,143207792,1352,1,0,22,39,120,7,1273,675,0,0,0,37045839,6251467,2923949493,0,675,451,2,1,14,14,417,1,2923035440,2873460820,99713209,222751492,222751492,1,2,1,9801065648,73389,73389,14,14,14,222751492,8,3,532198,1223552,2304579,22320,2923035440,1197797,34742591,2041
186128.10,1,253952,62,158935,10471131322,23,51594125,0,430,25,25,7512,140,675,1256807,35,40575,23,88,143738696,1352,1,0,22,39,120,7,1273,675,0,0,0,39399483,6252572,3114190953,0,675,451,2,1,14,14,417,1,3113454544,3064733341,103757041,237630706,237630706,1,2,1,10455030168,73389,73389,14,14,14,237614322,8,3,533500,1283952,2367417,23776,3113454544,1256807,37033486,2041
188137.38,1,253952,62,171524,11300676710,23,52880542,0,455,28,28,7512,142,675,1353229,35,44120,23,88,144004148,1352,1,0,22,42,120,7,1273,675,0,0,0,42849633,6650963,3354440775,0,675,451,2,1,14,14,417,1,3355544528,3307156674,109184721,256484755,256484755,1,2,1,11285329220,73389,73389,14,14,14,256484755,8,3,542438,1382449,2494424,25623,3355544528,1353229,40356754,2041
190142.35,1,253952,62,184639,12164694034,25,56572086,0,499,28,28,7512,144,675,1453237,35,47807,23,88,144269600,1352,1,0,22,42,120,7,1273,675,0,0,0,46335232,7153605,3608317739,0,675,451,2,1,14,14,417,1,3608513488,3559800040,117153330,276117044,276117044,1,2,1,12149149936,73389,73389,14,14,14,276117044,8,3,544095,1485292,2607789,27553,3608513488,1453237,43729109,2041
192149.72,1,253952,62,195697,12893372902,26,59230787,0,520,30,30,7512,146,675,1518406,35,50947,23,88,144535052,1352,1,0,22,44,120,7,1273,675,0,0,0,48856899,7308387,3819315413,0,675,451,2,1,14,14,417,1,3820981200,3772767161,122607650,292681651,292681651,1,2,1,12877271748,73389,73389,14,14,14,292665267,8,3,549687,1551987,2696074,29174,3820981200,1518406,46162597,2041
194159.38,1,253952,62,210315,13856687190,27,62847945,0,561,32,32,7512,148,675,1634361,35,55031,23,88,145065956,1352,1,0,22,46,120,7,1273,675,0,0,0,52866082,8233670,4103483670,0,675,451,2,1,14,14,417,1,4102654928,4054343613,131735652,314576647,314576647,1,2,1,13840651572,73389,73389,14,14,14,314560263,8,3,558607,1670361,2861905,31323,4102654928,1634361,50006091,2041
196167.99,1,253952,62,225138,14833436358,28,66735004,0,604,33,33,7512,150,675,1759463,35,59183,23,88,145331408,1352,1,0,22,47,120,7,1273,675,0,0,0,56812606,9460089,4385564071,0,675,451,2,1,14,14,417,1,4387867600,4339907530,141299560,336774747,336774747,1,2,1,14818088868,73389,73389,14,14,14,336774747,8,3,568080,1798829,3003522,33499,4387867600,1759463,53811146,2041
198172.54,1,253952,62,238249,15697191538,28,71191954,0,652,35,35,7512,153,675,1849547,35,62924,23,88,145596860,1352,1,0,22,49,120,7,1273,675,0,0,0,60081949,9945912,4638519031,0,675,451,2,1,14,14,417,1,4640181200,4592375213,150010504,356407036,356407036,1,2,1,15681909584,73389,73389,14,14,14,356407036,8,3,578012,1890932,3127880,35424,4640181200,1849547,56956249,2041
200182.00,1,253952,62,250318,16492658206,33,77831687,0,676,37,37,7512,155,675,1925783,35,66316,23,88,145862312,1352,1,0,22,51,120,7,1273,675,0,0,0,62991846,10232182,4872858326,0,675,451,2,1,14,14,417,1,4872702928,4824944250,160944185,374482845,374482845,1,2,1,16477245180,73389,73389,14,14,14,374482845,8,3,587118,1968843,3230786,37198,4872702928,1925783,59763361,2041
202193.23,1,253952,62,264947,17456427938,34,79919073,0,715,38,38,7512,157,675,2043092,35,70431,23,88,146393216,1352,1,0,22,52,120,7,1273,675,0,0,0,66964691,10853796,5153501423,0,675,451,2,1,14,14,417,1,5154114512,5106617852,168080560,396380000,396396384,1,2,1,17440720000,73389,73389,14,14,14,396380000,8,3,591495,2088677,3362521,39345,5154114512,2043092,63604628,2041
204203.98,1,253952,62,279455,18412533266,34,82859305,0,753,38,38,7512,159,675,2154020,35,74492,23,88,146658668,1352,1,0,22,52,120,7,1273,675,0,0,0,70992639,11322827,5433747936,0,675,451,2,1,14,14,417,1,5433560016,5386136550,175706061,418102964,418119348,1,2,1,18396530416,73389,73389,14,14,14,418102964,8,3,593481,2205210,3476995,41477,5433560016,2154020,67518244,2041
206216.68,1,253952,62,294186,19382561686,35,85504216,0,801,40,40,7512,162,675,2267932,35,78674,23,88,146924120,1352,1,0,22,54,120,7,1273,675,0,0,0,75071736,11881716,5716231996,0,675,451,2,1,14,14,417,1,5716286283,5669740652,183513083,440163959,440163959,1,2,1,19366493300,73389,73389,14,14,14,440147575,8,3,602208,2321674,3626298,43638,5716286283,2267932,71448194,2041
