timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
488543.12,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
490550.12,4,253952,62,12358,813417160,1,1791155,0,104,5,5,3153,133,1,558,111111,0,1,4829,8,97351569,1118,1,0,4,729,15225189,8,60836172,7,19,0,2,1346,558,0,0,6854847,318744,285629424,0,558,580,0,3,1,14,14,1371,3,285769104,259001273,8932520,15442747,15459131,1,3,1,803022876,73389,73389,14,14,14,15442751,11,3,86547,113603,306723,2427,285769104,111111,6548385,1741
492564.01,4,253952,62,25890,1705209438,1,2289641,0,198,5,5,3153,198,1,558,224483,0,1,10144,8,99487251,1118,1,0,4,729,32136918,8,128547672,7,19,0,2,1346,558,0,0,14166420,535938,566790889,0,558,580,0,3,1,14,14,1371,3,566940563,539574595,16936023,32611403,32627787,1,3,1,1695792988,73389,73389,14,14,14,32611407,11,3,89948,229666,435190,4716,566940563,224483,13731766,1741
494577.15,6,253952,62,39413,2595277688,1,2953174,0,306,6,6,3153,309,1,558,338136,0,1,15472,9,100464597,1118,1,0,4,729,48959483,8,195837932,8,20,0,2,1359,558,0,0,21394547,721291,849681380,0,558,580,0,3,1,14,14,1371,3,849815147,819970080,24992500,49723159,49723159,1,3,1,2585604300,73389,73389,14,14,14,49723163,11,3,96256,346051,587833,7119,849815147,338136,20807504,1741
496583.34,7,253952,62,52053,3428635986,2,4664965,0,409,6,6,3153,374,1,576,442456,0,1,20447,9,105645681,1154,1,0,4,729,64771661,8,259086644,8,20,0,2,1359,576,0,0,28399020,1007960,1112525467,0,576,596,0,3,1,14,14,1371,3,1111986336,1082177393,33944938,65761319,65761319,1,3,1,3419588620,73389,73389,14,14,14,65761323,11,3,103104,452879,714664,9258,1111986336,442456,27685400,1799
498588.50,7,253952,62,60987,4016692602,4,7193732,0,471,6,6,3153,446,2,576,491451,0,1,23973,9,107238393,1154,1,0,4,729,75916216,8,303664864,8,20,0,2,1359,576,0,0,32015423,1008110,1302298661,0,576,596,0,3,1,14,14,1371,3,1301904682,1267357384,40097520,77065391,77065391,1,3,1,4007400364,73389,73389,14,14,14,77065395,11,3,107958,503215,771816,10858,1301904682,491451,31244791,1799
500593.48,7,253952,62,70816,4663645258,5,8634319,0,519,7,7,3153,513,2,576,549567,0,1,27833,9,108469125,1154,1,0,4,729,88173193,8,352692772,8,21,0,2,1359,576,0,0,36416258,1008290,1504232118,0,576,596,0,3,1,14,14,1371,3,1503154041,1471248455,45932486,89497800,89497800,1,3,1,4653885632,73389,73389,14,14,14,89497804,11,3,114149,562865,841789,12539,1503154041,549567,35575822,1799
502610.48,7,253952,62,82254,5417300202,5,9657018,0,590,9,9,3153,577,2,576,626913,0,1,32334,9,110339355,1154,1,0,4,729,102474025,8,409896100,8,23,0,2,1359,576,0,0,42128281,1167730,1738245732,0,576,596,0,3,1,14,14,1371,3,1737750890,1708679111,52817815,103969573,103985957,1,3,1,5406417828,73389,73389,14,14,14,103969577,11,3,121709,642196,919576,14463,1737750890,626913,41210283,1799
504619.27,11,253952,62,94457,6222405380,5,11107861,0,675,9,9,3153,669,2,576,717585,0,1,37163,9,113198997,1154,1,0,4,729,117750824,8,470938692,8,23,0,2,1359,576,0,0,48510364,1425093,1998016034,0,576,596,0,3,1,14,14,1371,3,1996195692,1961723162,60879131,119481286,119481286,1,3,1,6213026904,73389,73389,14,14,14,119481290,11,3,124363,735197,1022393,16631,1996195692,717585,47489794,1799
506626.94,11,253952,62,106949,7045274610,6,13346808,0,766,11,11,3153,727,2,585,812925,0,1,42057,9,116193941,1172,1,0,4,729,133331532,8,533196948,8,25,0,2,1359,585,0,0,55053528,1707396,2252187870,0,585,606,0,3,1,14,14,1371,3,2250507874,2220937481,69913955,135300421,135300421,1,3,1,7034769956,73389,73389,14,14,14,135284041,11,3,133513,833012,1154026,18701,2250507874,812925,53901583,1824
508632.69,14,253952,62,119257,7856549174,7,15397578,0,859,11,11,3153,813,3,594,910899,0,1,46904,9,119794179,1190,1,0,4,729,148669934,8,594615120,8,25,0,2,1359,594,0,0,61554035,1924466,2511574796,0,594,615,0,3,1,14,14,1371,3,2509384665,2476692152,78651053,150857412,150873796,1,3,1,7844585456,73389,73389,14,14,14,150857416,11,3,141781,933400,1295765,20860,2509384665,910899,60260594,1856
510638.30,15,253952,62,127532,8401067652,9,18134503,0,932,12,12,3153,865,3,594,957038,0,1,50151,9,119794179,1190,1,0,4,729,159009905,8,636039620,8,26,0,2,1359,594,0,0,64935367,1924598,2685671538,0,594,615,0,3,1,14,14,1371,3,2683344845,2648515414,84768199,161328059,161328059,1,3,1,8389059100,73389,73389,14,14,14,161328063,11,3,153613,980834,1360894,22306,2683344845,957038,63576939,1856
512648.70,19,253952,62,138950,9154087572,9,19163002,0,1036,13,13,3153,939,3,603,1063165,0,1,54659,9,121305406,1208,1,0,4,729,173251031,8,693004124,8,27,0,2,1359,603,0,0,71580877,2195517,2924779711,0,603,625,0,3,1,14,14,1371,3,2922215261,2885984953,92688072,175787322,175787322,1,3,1,9140940776,73389,73389,14,14,14,175787326,11,3,160346,1089439,1480103,24289,2922215261,1063165,70103486,1893
514661.82,20,253952,62,150589,9919974104,9,20110053,0,1139,14,14,3153,1012,4,603,1172595,0,1,59223,9,121607056,1208,1,0,4,729,187735736,8,750878404,8,28,0,2,1359,603,0,0,78439960,2449271,3168936920,0,603,625,0,3,1,14,14,1371,3,3167292462,3127237283,100729416,190511332,190511332,1,3,1,9906589296,73389,73389,14,14,14,190511336,11,3,163017,1201342,1617980,26324,3167292462,1172595,76824935,1893
516673.22,20,253952,62,163446,10766709094,10,23123023,0,1231,15,15,3153,1104,5,612,1297660,0,1,64276,9,123675641,1226,1,0,4,729,203727342,8,814844956,8,29,0,2,1359,612,0,0,85875426,2614704,3441032704,0,612,637,0,3,1,14,14,1371,3,3438235478,3394332067,111313110,206746544,206746544,1,3,1,10749968352,73389,73389,14,14,14,206730164,11,3,168386,1329092,1752282,28595,3438235478,1297660,84126374,1930
518685.88,21,253952,62,176898,11654585752,10,25287493,0,1297,15,15,3153,1189,5,612,1423031,0,1,69581,9,123675641,1226,1,0,4,729,220564920,8,882130500,8,29,0,2,1359,612,0,0,93597788,2719628,3723811044,0,612,637,0,3,1,14,14,1371,3,3721010355,3674043709,119849851,223791876,223808260,1,3,1,11637177584,73389,73389,14,14,14,223791880,11,3,174774,1457815,1941011,30933,3721010355,1423031,91660281,1930
520693.73,21,253952,62,190656,12560573800,10,27453003,0,1372,15,15,3153,1280,5,612,1553260,0,1,74999,9,123675641,1226,1,0,4,729,237721930,8,950887720,8,29,0,2,1359,612,0,0,101306417,2842206,4011955447,0,612,637,0,3,1,14,14,1371,3,4009397830,3959605924,131089509,241210610,241210610,1,3,1,12542951752,73389,73389,14,14,14,241210614,11,3,180792,1590811,2085831,33327,4009397830,1553260,99224360,1930
522698.61,21,253952,62,201964,13306206956,13,31301060,0,1421,15,15,3153,1352,5,621,1635303,0,1,79408,9,125174871,1244,1,0,4,729,251716365,8,1006865460,8,29,0,2,1359,621,0,0,106553995,2889237,4254004424,0,621,641,0,3,1,14,14,1371,3,4251126093,4194755011,140431870,255520258,255520258,1,3,1,13286201480,73389,73389,14,14,14,255503878,11,3,195875,1674773,2199754,35347,4251126093,1635303,104358219,1953
