timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
31924.45,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
33929.40,0,0,17442,1147857048,0,0,0,0,1,1,7519,117,0,531,129258,36,1629,11,0,109294388,1064,1,0,10,15,1,9,2963,531,0,0,0,1977433,11736,377089442,0,531,424,2,1,14,14,466,1,378306756,338498575,1990840,25823282,25823282,1,2,1,1136224408,73389,73389,14,14,14,25823282,10,3,332244,131340,893416,2904,378306756,129258,1084106,1794
35937.74,253952,62,32510,2140940054,20,21610724,0,42,25,25,7519,119,0,675,245216,36,4956,35,89,140299886,1352,1,0,34,39,2,9,3274,675,0,0,0,5523036,1048007,679025695,0,675,510,2,1,14,14,466,1,680655664,629666497,32734933,48289559,48305943,1,2,1,2124740596,73389,73389,14,14,14,48289559,10,3,491756,249495,1403413,5212,680655664,245216,4119828,2257
37942.45,253952,62,42515,2800344062,23,25753815,0,70,25,25,7519,121,0,675,297441,36,7782,35,89,140565338,1352,1,0,34,39,2,9,3274,675,0,0,0,7786584,1082508,872572411,0,675,510,2,1,14,14,466,1,873200432,822450036,40203926,63275269,63291653,1,2,1,2784111836,73389,73389,14,14,14,63275269,10,3,492405,303065,1453722,6681,873200432,297441,6333154,2257
39945.79,253952,62,58603,3860261722,23,28424487,0,89,32,32,7519,123,0,675,381947,36,12281,35,89,140830790,1352,1,0,34,46,2,9,3274,675,0,0,0,11270271,1809391,1179940059,0,675,510,2,1,14,14,466,1,1182923568,1132265926,47141790,87379946,87379946,1,2,1,3843996728,73389,73389,14,14,14,87363562,10,3,508945,389486,1573072,9044,1182923568,381947,9697637,2257
41949.41,253952,62,80443,5299266070,23,28449872,0,90,32,32,7519,127,0,675,460824,36,18459,35,89,141361694,1352,1,0,34,46,2,9,3274,675,0,0,0,15380503,1812852,1599538527,0,675,510,2,1,14,14,466,1,1603009328,1552962863,57320862,120085335,120085335,1,2,1,5283754740,73389,73389,14,14,14,120085335,10,3,513122,470543,1681836,12249,1603009328,460824,13699282,2257
43957.51,253952,62,97119,6398249802,24,30408353,0,113,32,32,7519,129,0,675,547872,36,23117,35,89,141892598,1352,1,0,34,46,2,9,3274,675,0,0,0,19091567,2088972,1921854368,0,675,510,2,1,14,14,466,1,1924266800,1874210571,76240356,145062238,145062238,1,2,1,6382017576,73389,73389,14,14,14,145045854,10,3,537739,559700,1818644,14700,1924266800,547872,17273663,2257
45966.39,253952,62,111155,7323156686,28,37819128,0,147,34,34,7519,132,0,675,652446,36,27110,35,89,142423502,1352,1,0,34,48,2,9,3274,675,0,0,0,23113877,3382793,2193688033,0,675,510,2,1,14,14,466,1,2194537264,2144607670,97359324,166066465,166082849,1,2,1,7306924460,73389,73389,14,14,14,166066465,10,3,562073,666350,2029735,16762,2194537264,652446,21085004,2257
47975.30,253952,62,125094,8241441126,30,43312860,0,176,34,34,7519,134,0,675,771738,36,31023,35,89,142423502,1352,1,0,34,48,2,9,3274,675,0,0,0,27071416,4279921,2462520368,0,675,510,2,1,14,14,466,1,2462710576,2412971311,108149897,186941779,186958163,1,2,1,8225438276,73389,73389,14,14,14,186941779,10,3,579933,787994,2250143,18808,2462710576,771738,24822266,2257
49979.48,253952,62,135154,8904449614,32,46094678,0,204,34,34,7519,136,0,675,828880,36,33875,35,89,142942340,1352,1,0,34,48,2,9,3274,675,0,0,0,29414133,4339716,2657119786,0,675,510,2,1,14,14,466,1,2656434992,2606855795,113518381,202017601,202017601,1,2,1,8888774444,73389,73389,14,14,14,202017601,10,3,590747,846486,2327834,20286,2656434992,828880,27087370,2257
51989.89,253952,62,147587,9723771386,34,49534355,0,228,38,38,7519,138,0,675,933370,36,37376,35,89,143207792,1352,1,0,34,52,2,9,3274,675,0,0,0,32819261,4864504,2896970815,0,675,510,2,1,14,14,466,1,2895772464,2846337364,121235032,220642274,220642274,1,2,1,9708260056,73389,73389,14,14,14,220642274,10,3,609190,952962,2505421,22112,2895772464,933370,30315033,2257
54000.94,253952,62,161684,10652351594,34,52593443,0,271,39,39,7519,140,0,675,1049783,36,41327,35,89,143738696,1352,1,0,34,53,2,9,3274,675,0,0,0,36816617,5977460,3165377927,0,675,510,2,1,14,14,466,1,3166276560,3117713199,130163117,241750838,241767222,1,2,1,10637036872,73389,73389,14,14,14,241750838,10,3,642310,1071690,2687329,24179,3166276560,1049783,34130623,2257
56007.19,253952,62,175537,11564999938,35,56150811,0,307,40,40,7519,142,0,675,1167528,36,45215,35,89,144004148,1352,1,0,34,54,2,9,3274,675,0,0,0,40757152,6988660,3433945127,0,675,510,2,1,14,14,466,1,3433270224,3384446150,139184731,262478696,262495080,1,2,1,11549062624,73389,73389,14,14,14,262478696,10,3,659695,1191836,2876940,26216,3433270224,1167528,37881686,2257
58019.35,253952,62,189112,12459694726,36,59780169,0,347,41,41,7519,145,1,675,1295796,36,49093,35,89,144535052,1352,1,0,34,55,2,9,3274,675,0,0,0,44783923,8001772,3694644151,0,675,510,2,1,14,14,466,1,3694365648,3645975333,148707201,282819371,282835755,1,2,1,12444052324,73389,73389,14,14,14,282819371,10,3,688895,1322497,3090685,28208,3694365648,1295796,41694834,2257
60028.67,253952,62,202930,13370049310,37,63494183,0,394,42,42,7519,147,1,675,1406871,36,52965,35,89,144800504,1352,1,0,34,56,2,9,3274,675,0,0,0,48760142,9096629,3960194304,0,675,510,2,1,14,14,466,1,3960441808,3912109529,158271071,303514461,303514461,1,2,1,13354636284,73389,73389,14,14,14,303514461,10,3,713310,1435876,3276570,30238,3960441808,1406871,45485300,2257
62034.42,253952,62,216590,14270049206,38,67181464,0,438,43,43,7519,149,1,675,1533067,36,56798,35,89,145065956,1352,1,0,34,57,2,9,3274,675,0,0,0,52736528,9879709,4222338551,0,675,510,2,1,14,14,466,1,4223241168,4175161513,167055679,323963791,323980175,1,2,1,14254406804,73389,73389,14,14,14,323963791,10,3,731309,1564967,3441006,32243,4223241168,1533067,49297367,2257
64043.95,253952,62,230394,15180017190,39,70433415,0,478,44,44,7519,151,1,675,1660285,36,60672,35,89,145596860,1352,1,0,34,58,2,9,3274,675,0,0,0,56722075,11061878,4488020784,0,675,510,2,1,14,14,466,1,4489186256,4441154636,176075198,344646371,344662755,1,2,1,15164440324,73389,73389,14,14,14,344646371,10,3,754089,1697674,3646809,34272,4489186256,1660285,53077260,2257
66047.97,253952,62,242957,16007327738,41,75424435,0,519,45,45,7519,153,1,675,1762640,36,64206,35,89,145596860,1352,1,0,34,59,2,9,3274,675,0,0,0,60121773,11670600,4732060373,0,675,510,2,1,14,14,466,1,4730883024,4683048229,185027166,363455586,363455586,1,2,1,15991324888,73389,73389,14,14,14,363439202,10,3,769734,1802024,3803235,36116,4730883024,1762640,56320598,2257
68055.79,253952,62,253113,16676893134,44,78924685,0,533,48,48,7519,155,1,675,1827905,36,67088,35,89,146127764,1352,1,0,34,62,2,9,3274,675,0,0,0,62668744,13081400,4927059063,0,675,510,2,1,14,14,466,1,4926573520,4878805421,192457938,378668513,378668513,1,2,1,16660693676,73389,73389,14,14,14,378652129,10,3,792747,1870984,3908293,37609,4926573520,1827905,58762675,2257
70068.99,253952,62,268221,17672320062,45,82163869,0,566,49,49,7519,157,1,675,1949264,36,71322,35,89,146393216,1352,1,0,34,63,2,9,3274,675,0,0,0,66759372,14189869,5215811176,0,675,510,2,1,14,14,466,1,5217553360,5169806856,201673928,401276213,401292597,1,2,1,17656153372,73389,73389,14,14,14,401276213,10,3,822422,1994687,4106340,39829,5217553360,1949264,62655395,2257
72079.35,253952,62,282056,18583788758,46,85700884,0,601,51,51,7519,160,1,675,2078474,36,75257,35,89,146658668,1352,1,0,34,65,2,9,3274,675,0,0,0,70656225,15760517,5484763579,0,675,510,2,1,14,14,466,1,5483367376,5436167808,211680164,422012263,422012263,1,2,1,18568539572,73389,73389,14,14,14,422012263,10,3,849799,2126090,4287529,41857,5483367376,2078474,66371186,2257
74083.36,253952,62,291227,19187578854,49,90536792,0,626,51,51,7519,162,1,675,2131026,36,77901,35,89,146924120,1352,1,0,34,65,2,9,3274,675,0,0,0,72850356,15786079,5658906644,0,675,510,2,1,14,14,466,1,5659401035,5612725441,218849314,435732531,435732531,1,2,1,19171510468,73389,73389,14,14,14,435716147,10,3,860044,2179861,4345472,43204,5659401035,2131026,68507446,2257
76089.52,253952,62,303523,19997922194,49,92530796,0,671,55,55,7519,164,1,675,2236869,36,81342,35,89,147189572,1352,1,0,34,69,2,9,3274,675,0,0,0,76205974,16517969,5896916213,0,675,510,2,1,14,14,466,1,5896248139,5849556291,224726652,454152404,454152404,1,2,1,19981984880,73389,73389,14,14,14,454136020,10,3,885429,2287643,4526548,45011,5896248139,2236869,71682102,2257
78093.86,253952,62,314596,20727125350,53,97887342,0,720,55,55,7519,166,1,675,2316665,36,84459,35,89,147720476,1352,1,0,34,69,2,9,3274,675,0,0,0,79021262,16885448,6109899006,0,675,510,2,1,14,14,466,1,6108353897,6062675431,234250030,470717011,470733395,1,2,1,20711548484,73389,73389,14,14,14,470717011,10,3,909712,2368957,4645045,46636,6108353897,2316665,74379041,2257
80104.92,253952,62,326918,21538907174,53,99625900,0,747,59,59,7519,168,1,675,2402408,36,87932,35,89,147985928,1352,1,0,34,73,2,9,3274,675,0,0,0,82162865,17802046,6342395689,0,675,510,2,1,14,14,466,1,6345856361,6299977158,240824015,489180003,489180003,1,2,1,21523920132,73389,73389,14,14,14,489180003,10,3,941240,2456504,4807167,48448,6345856361,2402408,77358627,2257
82111.02,253952,62,340779,22452196792,54,104673614,0,785,62,62,7519,172,1,675,2505192,36,91967,35,89,148516832,1352,1,0,34,76,2,9,3274,675,0,0,0,86013627,19263703,6613908351,0,675,510,2,1,14,14,466,1,6612135946,6566821037,252199683,509944503,509944503,1,2,1,22437558132,73389,73389,14,14,14,509944503,10,3,979319,2561509,5025905,50486,6612135946,2505192,80990775,2257
84120.00,253952,62,357325,23542395392,58,111110880,0,819,62,62,7519,174,1,675,2628227,36,96596,35,89,149047736,1352,1,0,34,76,2,9,3274,675,0,0,0,90501447,20351532,6933219053,0,675,510,2,1,14,14,466,1,6930640906,6885670499,265978864,534710573,534726957,1,2,1,23527265212,73389,73389,14,14,14,534710573,10,3,1004585,2687120,5216885,52916,6930640906,2628227,85287764,2257
86129.54,253952,62,371593,24482346096,58,114439228,0,864,63,63,7519,178,1,675,2757280,36,100679,35,89,149844092,1352,1,0,34,77,2,9,3274,675,0,0,0,94468111,21411372,7205977573,0,675,510,2,1,14,14,466,1,7204707139,7160285168,273805196,556081281,556081281,1,2,1,24467576364,73389,73389,14,14,14,556081281,10,3,1027191,2818518,5406221,55013,7204707139,2757280,89065224,2257
88141.71,253952,62,385836,25420458484,59,119359442,0,908,63,63,7519,180,1,675,2880776,36,104708,35,89,150109544,1352,1,0,34,77,2,9,3274,675,0,0,0,98561234,22627595,7478079003,0,675,510,2,1,14,14,466,1,7478205886,7434483527,285837356,577404996,577404996,1,2,1,25405819824,73389,73389,14,14,14,577404996,10,3,1054126,2944310,5627583,57106,7478205886,2880776,92937136,2257
90145.89,253952,62,397494,26187151540,62,123889748,0,962,64,64,7519,185,1,675,2956175,36,108145,35,89,151171352,1352,1,0,34,78,2,9,3274,675,0,0,0,101626790,23019716,7702321319,0,675,510,2,1,14,14,466,1,7699634029,7658517523,294389706,594835796,594835796,1,2,1,26172775024,73389,73389,14,14,14,594835796,10,3,1085471,3021332,5747398,58810,7699634029,2956175,95882943,2257
