timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
280738.83,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
282743.26,0,0,20396,1342512200,0,0,0,0,1,1,6000,117,0,621,125774,14,1905,10,103,128068016,1244,1,0,9,15,0,8,1914,621,0,0,0,1981651,4989,442232245,0,621,390,2,1,14,14,413,1,442663108,395840761,1990594,30189174,30205558,1,2,1,1328323656,73389,73389,14,14,14,30189174,9,3,359321,127856,797247,3395,442663108,125774,1184491,1852
284753.66,253952,62,37510,2470212766,22,23854421,0,44,27,27,6000,120,0,675,228674,14,6362,36,103,140299886,1352,1,0,35,41,10,8,1992,675,0,0,0,6016880,1202192,775016633,0,675,423,2,1,14,14,413,1,776600368,726005473,37830365,55780477,55780477,1,2,1,2453620092,73389,73389,14,14,14,55764093,9,3,469223,233210,1160415,5944,776600368,228674,4856714,2007
286759.85,253952,62,53973,3555237330,22,27077370,0,71,31,31,6000,123,0,675,341116,14,10976,36,103,140830790,1352,1,0,35,45,10,8,1992,675,0,0,0,10057351,2505347,1090936258,0,675,423,2,1,14,14,413,1,1093925680,1043115326,49128081,80446084,80446084,1,2,1,3539627696,73389,73389,14,14,14,80446084,9,3,491164,348141,1342524,8365,1093925680,341116,8715249,2007
288767.34,253952,62,70396,4637640454,26,35278508,0,96,31,31,6000,125,0,675,436974,14,15608,36,103,141361694,1352,1,0,35,45,10,8,1992,675,0,0,0,14230938,4032220,1408577350,0,675,423,2,1,14,14,413,1,1409809200,1359539154,68288968,105046155,105046155,1,2,1,4622030820,73389,73389,14,14,14,105046155,9,3,510796,446419,1518374,10775,1409809200,436974,12713182,2007
290775.54,253952,62,86339,5687789942,26,38400094,0,121,33,33,6000,128,0,675,541799,14,20123,36,103,141627146,1352,1,0,35,47,10,8,1992,675,0,0,0,18233844,5776586,1713100816,0,675,423,2,1,14,14,413,1,1716648752,1666483615,80439511,128907231,128923615,1,2,1,5671918164,73389,73389,14,14,14,128907231,9,3,527031,553636,1710868,13116,1716648752,541799,16523769,2007
292782.25,253952,62,102686,6764946878,28,42761072,0,158,33,33,6000,130,0,675,644200,14,24689,36,103,141892598,1352,1,0,35,47,10,8,1992,675,0,0,0,22295793,7110572,2030343678,0,675,423,2,1,14,14,413,1,2031614768,1981417903,92412636,153394773,153394773,1,2,1,6749370012,73389,73389,14,14,14,153394773,9,3,541122,658503,1874804,15519,2031614768,644200,20421964,2007
294788.90,253952,62,118363,7797929242,28,46617951,0,191,33,33,6000,133,0,675,744650,14,29132,36,103,142423502,1352,1,0,35,47,10,8,1992,675,0,0,0,26302175,8363036,2332900605,0,675,423,2,1,14,14,413,1,2333604656,2283433171,102900704,176868666,176885050,1,2,1,7782221304,73389,73389,14,14,14,176868666,9,3,552525,762003,2042485,17823,2333604656,744650,24260839,2007
296798.30,253952,62,134401,8854835554,29,51247071,0,223,35,35,6000,136,0,675,845968,14,33673,36,103,142688954,1352,1,0,35,49,10,8,1992,675,0,0,0,30365327,9557388,2641735727,0,675,423,2,1,14,14,413,1,2642148144,2592329686,113986242,200881072,200897456,1,2,1,8838767168,73389,73389,14,14,14,200881072,9,3,566391,866547,2211267,20177,2642148144,845968,28155375,2007
298807.58,253952,62,150491,9915149738,29,54366751,0,254,38,38,6000,138,0,675,961171,14,38169,36,103,143207792,1352,1,0,35,52,10,8,1992,675,0,0,0,34516149,10881183,2950307400,0,675,423,2,1,14,14,413,1,2951609136,2902272476,125243706,224991782,224991782,1,2,1,9899638408,73389,73389,14,14,14,224991782,9,3,588232,984225,2417384,22538,2951609136,961171,32100244,2007
300812.14,253952,62,164735,10853363738,33,61340741,0,310,39,39,6000,141,0,675,1059998,14,42215,36,103,144004148,1352,1,0,35,53,10,8,1992,675,0,0,0,38124991,11693472,3223559263,0,675,423,2,1,14,14,413,1,3225258960,3176425599,137668335,246305146,246321530,1,2,1,10837426424,73389,73389,14,14,14,246305146,9,3,598566,1085058,2562332,24629,3225258960,1059998,35564262,2007
302823.19,253952,62,176314,11616186862,37,66914038,0,325,41,41,6000,143,0,675,1125718,14,45460,36,103,144004148,1352,1,0,35,55,10,8,1992,675,0,0,0,40655804,11912641,3448318090,0,675,423,2,1,14,14,413,1,3448081360,3399406198,146070867,263656185,263656185,1,2,1,11600872140,73389,73389,14,14,14,263656185,9,3,610237,1152243,2649149,26329,3448081360,1125718,38008368,2007
304833.41,253952,62,191477,12615483722,37,69458429,0,371,42,42,6000,145,0,675,1252594,14,49730,36,103,144535052,1352,1,0,35,56,10,8,1992,675,0,0,0,44711833,13086328,3739959265,0,675,423,2,1,14,14,413,1,3740109776,3691546600,154001720,286360030,286376414,1,2,1,12599841320,73389,73389,14,14,14,286360030,9,3,617553,1281586,2809743,28557,3740109776,1252594,41903951,2007
306838.55,253952,62,206615,13612876730,38,73779522,0,411,43,43,6000,147,0,675,1369404,14,53994,36,103,144800504,1352,1,0,35,57,10,8,1992,675,0,0,0,48579607,14240434,4030431166,0,675,423,2,1,14,14,413,1,4031351760,3983073757,165250513,309033266,309033266,1,2,1,13597463704,73389,73389,14,14,14,309033266,9,3,631174,1400817,2971439,30779,4031351760,1369404,45610178,2007
308843.07,253952,62,217387,14322546850,41,78312743,0,439,43,43,6000,149,0,675,1425449,14,57014,36,103,145065956,1352,1,0,35,57,10,8,1992,675,0,0,0,50862165,14276565,4240233551,0,675,423,2,1,14,14,413,1,4238445520,4190531877,172144170,325165856,325165856,1,2,1,14307297664,73389,73389,14,14,14,325165856,9,3,631454,1458116,3025382,32359,4238445520,1425449,47838884,2007
310847.72,253952,62,231055,15223336486,41,79662514,0,496,45,45,6000,151,0,675,1518232,14,60876,36,103,145596860,1352,1,0,35,59,10,8,1992,675,0,0,0,54077233,14622460,4499994273,0,675,423,2,1,14,14,413,1,4501900240,4453834280,177237951,345629411,345645795,1,2,1,15207694084,73389,73389,14,14,14,345629411,9,3,643964,1552684,3149574,34369,4501900240,1518232,50929870,2007
312855.00,253952,62,243029,16012046330,44,83168194,0,516,48,48,6000,153,0,675,1589534,14,64227,36,103,145596860,1352,1,0,35,62,10,8,1992,675,0,0,0,56805037,14842076,4732622829,0,675,423,2,1,14,14,413,1,4732324816,4684388865,183793356,363553890,363570274,1,2,1,15996371160,73389,73389,14,14,14,363553890,9,3,652363,1625622,3259798,36127,4732324816,1589534,53547558,2007
314864.86,253952,62,258088,17004527446,44,86971867,0,562,49,49,6000,156,0,675,1706501,14,68500,36,103,146127764,1352,1,0,35,63,10,8,1992,675,0,0,0,60912668,15808245,5020734454,0,675,423,2,1,14,14,413,1,5022256080,4974648438,193674593,386110279,386110279,1,2,1,16988131380,73389,73389,14,14,14,386093895,9,3,662710,1745059,3425805,38339,5022256080,1706501,57489332,2007
316873.74,253952,62,273089,17993207474,44,91062670,0,608,49,49,6000,158,0,675,1833002,14,72701,36,103,146658668,1352,1,0,35,63,10,8,1992,675,0,0,0,64977752,16693091,5312919755,0,675,423,2,1,14,14,413,1,5311138768,5263570198,203009048,408584748,408584748,1,2,1,17977728912,73389,73389,14,14,14,408584748,9,3,670901,1873999,3564283,40543,5311138768,1833002,61416098,2007
