timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
271272.19,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
273277.34,0,0,20461,1347037492,0,1228,0,2,1,1,10412,117,630,123854,63,1912,16,21,130104650,1262,1,0,15,15,14,99,630,0,0,0,1988803,73,443150802,0,630,298,2,1,14,14,347,1,444891332,397207378,1991070,30293511,30309895,1,2,1,1332914484,73389,73389,14,14,14,30293511,5,3,372141,126023,826109,3412,444891332,123854,1162791,1864
275288.16,253952,62,36580,2408998834,19,21535756,0,42,28,28,10412,120,675,241850,63,6120,43,39,140299886,1352,1,0,42,42,14,326,675,0,0,0,6118570,1327207,756393646,0,675,312,2,1,14,14,347,1,758905648,708063732,41473909,54381804,54398188,1,2,1,2392799376,73389,73389,14,14,14,54381804,5,3,457002,247004,1184486,5809,758905648,241850,4934457,1997
277296.09,253952,62,51482,3391190798,24,28728040,0,76,31,31,10412,122,675,353211,63,10286,43,39,140830790,1352,1,0,42,45,14,326,675,0,0,0,10177402,2280521,1045307505,0,675,312,2,1,14,14,347,1,1045822256,995110940,57764223,76708817,76725201,1,2,1,3375187948,73389,73389,14,14,14,76708817,5,3,467787,360787,1328252,7998,1045822256,353211,8849674,1997
279304.48,253952,62,66044,4350569618,26,33687032,0,108,31,31,10412,124,675,470675,63,14366,43,39,141096242,1352,1,0,42,45,14,326,675,0,0,0,14207418,3255234,1322147107,0,675,312,2,1,14,14,347,1,1326054192,1275627893,68805426,98524052,98524052,1,2,1,4335058288,73389,73389,14,14,14,98524052,5,3,477970,480687,1481861,10136,1326054192,470675,12726233,1997
281309.04,253952,62,79963,5267543338,28,38019350,0,160,32,32,10412,127,675,568485,63,18367,43,39,141361694,1352,1,0,42,46,14,326,675,0,0,0,17986674,3802901,1589013153,0,675,312,2,1,14,14,347,1,1593703216,1543619196,77848874,119358406,119374790,1,2,1,5251769864,73389,73389,14,14,14,119358406,5,3,483020,580751,1603375,12178,1593703216,568485,16384113,1997
283315.79,253952,62,90969,5993079786,30,41669454,0,174,33,33,10412,129,675,625194,63,21428,43,39,141627146,1352,1,0,42,47,14,326,675,0,0,0,20320187,3809513,1806687733,0,675,312,2,1,14,14,347,1,1806039856,1755744835,83959955,135855318,135855318,1,2,1,5977633992,73389,73389,14,14,14,135855318,5,3,486824,638809,1674451,13798,1806039856,625194,18646648,1997
285325.97,253952,62,105526,6952130926,31,44810682,0,209,35,35,10412,131,675,738024,63,25520,43,39,142158050,1352,1,0,42,49,14,326,675,0,0,0,24315494,4752353,2084831946,0,675,312,2,1,14,14,347,1,2086402864,2036196526,92815106,157637785,157654169,1,2,1,6936062540,73389,73389,14,14,14,157637785,5,3,498800,754035,1816083,15937,2086402864,738024,22500465,1997
287334.02,253952,62,120772,7956867274,31,47379891,0,267,35,35,10412,133,675,847991,63,29786,43,39,142423502,1352,1,0,42,49,14,326,675,0,0,0,28545888,5207850,2379519008,0,675,312,2,1,14,14,347,1,2379742000,2329865872,100648051,180480894,180480894,1,2,1,7941159336,73389,73389,14,14,14,180480894,5,3,500684,866660,1952840,18175,2379742000,847991,26594277,1997
289340.50,253952,62,134308,8848740706,31,51983756,0,305,37,37,10412,136,675,952738,63,33658,43,39,142688954,1352,1,0,42,51,14,326,675,0,0,0,32464868,5606340,2638794950,0,675,312,2,1,14,14,347,1,2640444208,2590601288,109063236,200750000,200750000,1,2,1,8832279104,73389,73389,14,14,14,200733616,5,3,506168,973901,2084830,20164,2640444208,952738,30381414,1997
