timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
387834.90,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
389847.89,3,253952,62,20247,1332928326,0,3051871,0,116,8,8,992,185,9,558,186381,0,7,7935,15,98606433,1118,1,0,4,1936,25078952,7,100251396,14,22,6,1436,558,0,0,12047700,356157,449128605,0,558,548,0,3,1,14,14,2629,3,448979527,422712288,15433622,25436099,25452483,1,3,1,1322677180,73389,73389,14,14,14,25436103,8,3,87210,190593,417853,3785,448979527,186381,11630316,2006
391859.64,9,253952,62,38445,2531211408,1,6603836,0,243,8,8,992,285,9,567,360757,0,7,15069,15,102243598,1136,1,0,4,1936,47759612,7,190909580,14,22,6,1436,567,0,0,22706626,846291,827814323,0,567,557,0,3,1,14,14,2629,3,828631298,799587646,30119250,48506869,48506869,1,3,1,2520653284,73389,73389,14,14,14,48474105,8,3,92820,368871,629666,6904,828631298,360757,22077805,2035
393868.22,12,253952,62,55870,3679728046,2,8956032,0,347,8,8,992,415,9,576,518152,0,7,21956,15,107169638,1154,1,0,4,1936,69545177,7,278115996,14,22,6,1436,576,0,0,32854610,1191552,1192549097,0,576,569,0,3,1,14,14,2629,3,1191811697,1161520355,42874929,70571738,70571738,1,3,1,3669730408,73389,73389,14,14,14,70571742,8,3,99025,529979,836329,9959,1191811697,518152,32019486,2071
395879.08,13,253952,62,71221,4691707654,3,11210830,0,459,8,8,992,496,9,576,649425,0,7,27998,15,109027802,1154,1,0,4,1936,88728276,7,354913104,14,22,6,1436,576,0,0,41671941,1573614,1508992112,0,576,569,0,3,1,14,14,2629,3,1508204906,1479830190,54307117,90044061,90044061,1,3,1,4682291204,73389,73389,14,14,14,90044065,8,3,105419,664454,985026,12551,1508204906,649425,40688424,2071
397891.46,15,253952,62,85781,5651558702,3,12671156,0,551,8,8,992,607,9,576,779726,0,7,33738,15,110282666,1154,1,0,4,1936,106879956,7,427519824,14,22,6,1436,576,0,0,49972083,1931706,1813377436,0,576,569,0,3,1,14,14,2629,3,1812477989,1782128420,64358855,108469967,108502735,1,3,1,5640438316,73389,73389,14,14,14,108469971,8,3,115048,797785,1192789,15109,1812477989,779726,48781089,2071
399896.40,15,253952,62,97249,6406274776,5,15509591,0,611,8,8,992,671,9,576,853182,0,7,38229,15,110910098,1154,1,0,4,1936,121186165,7,484615356,14,22,6,1436,576,0,0,55161981,1953424,2053722138,0,576,569,0,3,1,14,14,2629,3,2052169409,2019739986,72357963,123013753,123013753,1,3,1,6396715188,73389,73389,14,14,14,123013757,8,3,119753,873110,1263707,17082,2052169409,853182,53900293,2071
401909.94,15,253952,62,108762,7165810200,5,16831482,0,677,9,9,992,749,9,585,937466,0,7,42785,15,114603952,1172,1,0,4,1936,135618263,7,542279056,14,23,6,1436,585,0,0,61056810,2131894,2287809017,0,585,579,0,3,1,14,14,2629,3,2286569521,2258854664,79796648,137618313,137618313,1,3,1,7156152308,73389,73389,14,14,14,137618317,8,3,126738,959490,1356545,19031,2286569521,937466,59702505,2101
403920.76,17,253952,62,121198,7983675538,5,17473761,0,764,9,9,992,840,9,594,1047533,0,7,47689,15,116742475,1190,1,0,4,1936,151114149,7,604391924,14,23,6,1436,594,0,0,68100351,2520272,2550953397,0,594,590,0,3,1,14,14,2629,3,2548922686,2516595358,87846221,153335714,153335714,1,3,1,7973457160,73389,73389,14,14,14,153335718,8,3,129776,1072176,1487483,21234,2548922686,1047533,66615362,2137
405937.51,17,253952,62,133486,8793639382,5,18150016,0,856,10,10,992,908,9,594,1154710,0,7,52518,15,117973207,1190,1,0,4,1936,166460425,7,665777052,14,24,6,1436,594,0,0,75208457,2812838,2803305074,0,594,590,0,3,1,14,14,2629,3,2801022682,2771442617,95879278,168917281,168917281,1,3,1,8783698644,73389,73389,14,14,14,168917285,8,3,135915,1181934,1624257,23298,2801022682,1154710,73586951,2137
407947.39,19,253952,62,145282,9570002672,6,20089665,0,954,10,10,992,978,9,621,1259504,0,7,57145,15,123072985,1244,1,0,4,1936,181158326,7,724633304,14,24,6,1436,621,0,0,81997474,3169761,3053602778,0,621,620,0,3,1,14,14,2629,3,3051336238,3016182631,104947098,183825389,183825389,1,3,1,9558920260,73389,73389,14,14,14,183825393,8,3,139307,1289208,1745890,25378,3051336238,1259504,80254594,2243
409955.85,21,253952,62,156367,10301174972,6,21470200,0,1033,10,10,992,1056,9,630,1357119,0,7,61520,15,126454442,1262,1,0,4,1936,194978602,7,779914408,14,24,6,1436,630,0,0,88312494,3508954,3288865366,0,630,632,0,3,1,14,14,2629,3,3286855722,3246788174,112828522,197858668,197875052,1,3,1,10288650768,73389,73389,14,14,14,197858672,8,3,141212,1389241,1871666,27341,3286855722,1357119,86444064,2278
411969.53,21,253952,62,167610,11042026264,6,22836802,0,1123,10,10,992,1118,9,648,1452212,0,7,65913,15,130297940,1298,1,0,4,1936,208940282,7,835696480,14,24,6,1436,648,0,0,94782068,3758874,3523230276,0,648,651,0,3,1,14,14,2629,3,3520922558,3480738683,121025989,212051913,212068297,1,3,1,11026699508,73389,73389,14,14,14,212051917,8,3,147083,1486734,1984858,29277,3520922558,1452212,92800682,2345
413976.54,23,253952,62,179082,11797945630,6,24487008,0,1201,11,11,992,1202,10,648,1555050,0,7,70453,15,130297940,1298,1,0,4,1936,223288914,7,893155656,14,25,6,1436,648,0,0,101527730,4167032,3770724920,0,648,651,0,3,1,14,14,2629,3,3767508018,3719005415,129685075,226589222,226589222,1,3,1,11782639576,73389,73389,14,14,14,226589226,8,3,150374,1592061,2110011,31338,3767508018,1555050,99421437,2345
415988.24,23,253952,62,191232,12599553268,6,26954273,0,1294,11,11,992,1278,11,657,1677321,0,7,75214,15,132134231,1316,1,0,4,1936,238407417,7,953564876,14,25,6,1436,657,0,0,108856874,4668644,4029721298,0,657,659,0,3,1,14,14,2629,3,4026502929,3972022225,140072167,241939254,241939254,1,3,1,12580841240,73389,73389,14,14,14,241939258,8,3,160426,1717095,2262722,33493,4026502929,1677321,106598117,2378
417994.61,24,253952,62,203591,13414164474,6,29342042,0,1376,11,11,992,1360,11,684,1796809,0,7,80070,15,137548185,1370,1,0,4,1936,253747615,7,1014990460,14,25,6,1436,684,0,0,116197986,5130233,4298632757,0,684,687,0,3,1,14,14,2629,3,4294921746,4229512739,150239957,257530728,257547112,1,3,1,13391597888,73389,73389,14,14,14,257530732,8,3,166161,1839373,2428677,35727,4294921746,1796809,113773533,2478
420005.79,24,253952,62,215576,14203136706,6,31503255,0,1464,11,11,992,1431,11,684,1923220,0,7,84749,15,137548185,1370,1,0,4,1936,268617875,7,1074471500,14,25,6,1436,684,0,0,123533426,5627514,4567777899,0,684,687,0,3,1,14,14,2629,3,4563802079,4479643373,160160121,272596643,272596643,1,3,1,14175025468,73389,73389,14,14,14,272596647,8,3,179386,1968543,2593460,37938,4563802079,1923220,120944442,2478
422014.05,28,253952,62,228093,15026212156,6,33784317,0,1545,11,11,992,1516,11,693,2047408,0,7,89620,15,139076167,1388,1,0,4,1936,284106035,7,1136294648,14,25,6,1436,693,0,0,130911464,6100786,4848490751,0,693,695,0,3,1,14,14,2629,3,4844903183,4740753962,170330026,288305852,288305852,1,3,1,14991904336,73389,73389,14,14,14,288305856,8,3,185731,2095597,2745398,40262,4844903183,2047408,128170812,2510
424026.52,28,253952,62,240631,15852564962,6,35867640,0,1627,11,11,992,1595,11,711,2180516,0,7,94527,15,142386771,1424,1,0,4,1936,299622291,7,1198424548,14,25,6,1436,711,0,0,138274816,6653087,5129994637,0,711,711,0,3,1,14,14,2629,3,5125238510,5002537237,180288645,304073676,304090060,1,3,1,15811831184,73389,73389,14,14,14,304073680,8,3,191558,2231577,2901396,42586,5125238510,2180516,135378442,2578
426040.15,28,253952,62,253161,16678619426,6,38115198,0,1716,11,11,992,1672,12,711,2301465,0,7,99427,15,142386771,1424,1,0,4,1936,315192805,7,1260706852,14,25,6,1436,711,0,0,145611171,7067392,5409824739,0,711,711,0,3,1,14,14,2629,3,5405996504,5264175241,190252375,319866076,319866076,1,3,1,16633035984,73389,73389,14,14,14,319866080,8,3,198475,2355440,3043766,44903,5405996504,2301465,142572679,2578
428053.61,30,253952,62,265841,17514052276,6,40603651,0,1796,12,12,992,1760,13,729,2427427,0,7,104407,15,146011831,1460,1,0,4,1936,330935418,7,1323677052,14,26,6,1436,729,0,0,152996501,7418721,5694800162,0,729,730,0,3,1,14,14,2629,3,5691118196,5528893462,200459674,335820157,335836541,1,3,1,17462648196,73389,73389,14,14,14,335820161,8,3,206996,2484311,3222508,47274,5691118196,2427427,149779535,2643
430068.78,30,253952,62,278629,18356344294,7,43745928,0,1864,12,12,992,1837,13,729,2555278,0,7,109418,15,146011831,1460,1,0,4,1936,346833323,7,1387268812,14,26,6,1436,729,0,0,160702263,8033675,5979441455,0,729,730,0,3,1,14,14,2629,3,5974167931,5795399281,211903440,351950588,351950588,1,3,1,18301430608,73389,73389,14,14,14,351950592,8,3,219478,2616498,3413991,49609,5974167931,2555278,157294072,2643
432073.76,31,253952,62,290617,19145573464,8,45961733,0,1929,12,12,992,1918,14,747,2654185,0,7,114059,15,149032747,1496,1,0,4,1936,361548353,7,1446193412,14,26,6,1436,747,0,0,166907549,8195625,6251387752,0,747,751,0,3,1,14,14,2629,3,6245748435,6046052628,220447017,366983735,367000119,1,3,1,19083154252,73389,73389,14,14,14,366983739,8,3,223242,2717846,3544661,51865,6245748435,2654185,163368929,2707
434086.31,32,253952,62,300822,19818425950,10,48492339,0,2003,15,15,992,1981,21,774,2733193,0,7,118088,15,153751163,1550,1,0,4,1936,374314066,7,1497191836,14,29,6,1436,774,0,0,172049883,8355007,6481060671,0,774,772,0,3,1,14,14,2629,3,6475491581,6259186337,228297397,379833492,379849876,1,3,1,19751341616,73389,73389,14,14,14,379833496,8,3,241159,2798717,3671322,53768,6475491581,2733193,168384788,2798
436096.87,32,253952,62,312669,20597599018,11,51182996,0,2103,16,16,992,2058,22,801,2848100,0,7,122713,15,158561596,1604,1,0,4,1936,388967940,7,1555871760,14,30,6,1436,801,0,0,178943350,8862203,6750225367,0,801,810,0,3,1,14,14,2629,3,6744669635,6506671845,238370007,394696766,394696766,1,3,1,20524231864,73389,73389,14,14,14,394696770,8,3,244787,2916207,3789928,55995,6744669635,2848100,175159900,2903
