timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
98451.90,0,0,18466,1215231364,0,0,0,0,1,1,4482,117,0,558,123170,23,1724,16,0,114873386,1118,1,0,15,15,0,14,73,558,0,0,0,1966702,18611,399634014,0,558,354,2,1,14,14,409,1,400064708,358387022,1989345,27320259,27336643,1,2,1,1202091396,73389,73389,14,14,14,27320259,9,3,351906,125270,805157,3070,400064708,123170,1161635,1676
100457.70,253952,62,34762,2289323482,25,26461589,0,51,30,30,4482,119,0,675,242803,23,5561,44,29,140299886,1352,1,0,43,44,0,14,250,675,0,0,0,5824288,893510,721259342,0,675,414,2,1,14,14,409,1,723909424,673028317,37443259,51666378,51682762,1,2,1,2273320632,73389,73389,14,14,14,51666378,9,3,494428,247294,1256858,5542,723909424,242803,4567665,2011
102464.40,253952,62,49552,3263909962,28,31423649,0,84,32,32,4482,122,0,675,356754,23,9758,44,29,140830790,1352,1,0,43,46,0,14,250,675,0,0,0,10086681,1799615,1007655389,0,675,414,2,1,14,14,409,1,1008597808,957942969,50478913,73823518,73823518,1,2,1,3248234792,73389,73389,14,14,14,73823518,9,3,509318,363688,1450709,7714,1008597808,356754,8636350,2011
104473.65,253952,62,63986,4215165626,28,34495549,0,128,34,34,4482,124,0,675,468721,23,13805,44,29,141096242,1352,1,0,43,48,0,14,250,675,0,0,0,14039690,2811909,1283699717,0,675,414,2,1,14,14,409,1,1286601520,1236003005,59130491,95448178,95448178,1,2,1,4198998936,73389,73389,14,14,14,95431794,9,3,519510,481027,1595170,9835,1286601520,468721,12445038,2011
106480.31,253952,62,78191,5151148094,29,38573465,0,170,36,36,4482,126,0,675,576606,23,17795,44,29,141361694,1352,1,0,43,50,0,14,250,675,0,0,0,18069596,4249408,1555672915,0,675,414,2,1,14,14,409,1,1560148784,1509670864,69887127,116706357,116722741,1,2,1,5135079708,73389,73389,14,14,14,116706357,9,3,527846,591189,1753014,11922,1560148784,576606,16317224,2011
108490.87,253952,62,92411,6088113602,32,45018967,0,205,38,38,4482,129,0,675,685990,23,21841,44,29,141892598,1352,1,0,43,52,0,14,250,675,0,0,0,22161253,5329177,1831318722,0,675,414,2,1,14,14,409,1,1833958192,1783552057,82527254,138013688,138013688,1,2,1,6071881376,73389,73389,14,14,14,137997304,9,3,546086,702918,1960921,14011,1833958192,685990,20201097,2011
110501.69,253952,62,106473,7014724422,33,49545322,0,243,38,38,4482,131,1,675,799634,23,25776,44,29,142158050,1352,1,0,43,52,0,14,250,675,0,0,0,26239801,6463232,2103162497,0,675,414,2,1,14,14,409,1,2104752944,2054437530,92390863,159058875,159075259,1,2,1,6998590500,73389,73389,14,14,14,159058875,9,3,555814,818999,2107444,16077,2104752944,799634,24133265,2011
112508.16,253952,62,120508,7939300318,34,53338703,0,281,39,39,4482,133,1,675,917006,23,29725,44,29,142423502,1352,1,0,43,53,0,14,250,675,0,0,0,30187907,7361909,2372777496,0,675,414,2,1,14,14,409,1,2374761264,2324735941,101761394,180081645,180081645,1,2,1,7922871484,73389,73389,14,14,14,180065261,9,3,571109,938760,2292236,18137,2374761264,917006,27896715,2011
114518.18,253952,62,134413,8855621986,35,57745375,0,330,40,40,4482,136,1,675,1025104,23,33694,44,29,142688954,1352,1,0,43,54,0,14,250,675,0,0,0,34265498,8332765,2641480450,0,675,414,2,1,14,14,409,1,2642279216,2592599725,112302180,200897456,200913840,1,2,1,8839488064,73389,73389,14,14,14,200897456,9,3,577548,1049173,2421621,20178,2642279216,1025104,31845047,2011
116525.44,253952,62,147802,9737861626,35,61543999,0,367,40,40,4482,138,1,675,1134153,23,37436,44,29,143207792,1352,1,0,43,54,0,14,250,675,0,0,0,38286867,9450988,2899164973,0,675,414,2,1,14,14,409,1,2899704624,2850433935,120370315,220953570,220969954,1,2,1,9721957080,73389,73389,14,14,14,220953570,9,3,591200,1160554,2584806,22143,2899835696,1134188,35703351,2011
