timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
184535.82,1,249856,61,18157,1195608172,7,7910972,105,11,11,1662,162,0,567,138538,0,30,7097,26,14898,101312329,1136,1,0,4,5091,22439805,10,89694628,25,25,14,15281,567,0,0,8186630,201905,409815464,0,567,513,0,3,1,14,14,5895,3,410149595,379222859,16257053,22792242,22808626,1,3,1,1185196616,73389,73389,14,14,14,22792246,9,3,103057,141461,340131,3438,410149595,138538,7846820,1963
186540.18,1,253952,62,37007,2436958574,8,9478424,200,13,13,1662,303,0,576,253356,0,30,14541,26,14898,104056610,1154,1,0,4,5091,45991326,10,183900520,25,27,14,15281,576,0,0,16513287,203224,799964515,0,576,520,0,3,1,14,14,5895,3,799838428,770231663,26152972,46680053,46680053,1,3,1,2427362788,73389,73389,14,14,14,46680057,9,3,119287,259139,495510,6722,799838428,253356,16018426,1993
188547.64,4,253952,62,59401,3912390526,8,11815386,309,15,15,1662,427,0,576,441582,0,30,23320,26,14898,108110786,1154,1,0,4,5091,73934106,10,295478460,25,29,14,15281,576,0,0,28382393,510182,1266194092,0,576,520,0,3,1,14,14,5895,3,1265893920,1234550088,40665670,75052318,75052318,1,3,1,3902720568,73389,73389,14,14,14,75052322,9,3,136594,451446,755613,10551,1265893920,441582,27627864,1993
190551.99,6,253952,62,80051,5272960592,9,14099523,416,15,15,1662,563,4,576,593100,0,30,31456,26,14898,111561662,1154,1,0,4,5091,99711394,10,398845576,25,29,14,15281,576,0,0,38568858,687368,1689586302,0,576,520,0,3,1,14,14,5895,3,1689966923,1662998619,53310023,101217061,101217061,1,3,1,5262435236,73389,73389,14,14,14,101200681,9,3,148141,606428,944936,14077,1689966923,593100,37625397,1993
192559.99,8,253952,62,98239,6470865832,11,17449326,521,18,18,1662,684,4,585,724043,0,30,38635,26,14898,115546419,1172,1,0,4,5091,122471693,10,489628188,25,32,14,15281,585,0,0,47573210,873455,2068761319,0,585,528,0,3,1,14,14,5895,3,2068544486,2039904031,65850054,124269288,124269288,1,3,1,6462003008,73389,73389,14,14,14,124269292,9,3,163386,740439,1130526,17228,2068544486,724043,46444501,2025
194570.06,11,253952,62,118707,7821040728,11,19614971,658,18,18,1662,811,5,585,905643,0,30,46694,26,14898,118044081,1172,1,0,4,5091,147982849,10,591866964,25,32,14,15281,585,0,0,58822925,1216968,2494301753,0,585,528,0,3,1,14,14,5895,3,2493252508,2465022207,79613964,150226628,150226628,1,3,1,7810932720,73389,73389,14,14,14,150210248,9,3,169804,926767,1345953,20741,2493252508,905643,57479203,2025
196580.74,12,253952,62,136189,8971422688,12,22528093,745,18,18,1662,924,5,585,1060035,0,30,53579,26,14898,118671513,1172,1,0,4,5091,169870234,10,679351604,25,32,14,15281,585,0,0,68586274,1436512,2855853006,0,585,528,0,3,1,14,14,5895,3,2854095873,2827321113,92496019,172345411,172345411,1,3,1,8961961404,73389,73389,14,14,14,172345415,9,3,173915,1084685,1512145,23736,2854095873,1060035,67076700,2025
198585.49,15,253952,62,150946,9944534242,15,26944442,827,18,18,1662,1020,5,585,1167337,0,30,59340,26,14898,118671513,1172,1,0,4,5091,188181177,10,752595324,25,32,14,15281,585,0,0,75794841,1511508,3163221511,0,585,528,0,3,1,14,14,5895,3,3161069441,3133615417,104174142,191047686,191064070,1,3,1,9934479704,73389,73389,14,14,14,191047690,9,3,183568,1194535,1655696,26289,3161069441,1167337,74142001,2025
200593.39,16,253952,62,166091,10941270480,15,27730934,929,20,20,1662,1118,6,594,1283782,0,30,65353,26,14898,120169821,1190,1,0,4,5091,207178424,10,828649204,25,34,14,15281,594,0,0,83428660,1625424,3480042350,0,594,531,0,3,1,14,14,5895,3,3477057932,3447782509,112690991,210200965,210217349,1,3,1,10930450212,73389,73389,14,14,14,210200969,9,3,202528,1313678,1811774,28912,3477057932,1283782,81620036,2049
202599.91,16,253952,62,183079,12060568718,15,28613224,1054,21,21,1662,1229,6,603,1430975,0,30,72036,26,14898,121611488,1208,1,0,4,5091,228372770,10,913361956,25,35,14,15281,603,0,0,92543253,1976364,3832493733,0,603,538,0,3,1,14,14,5895,3,3829563257,3800156466,122999631,231729480,231729480,1,3,1,12048229056,73389,73389,14,14,14,231696716,9,3,210908,1467686,1998355,31833,3829563257,1430975,90548398,2079
