timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
382174.96,8,253952,62,64556,4252026440,24,27395139,267,43,43,948,467,3,567,573051,2,41,25360,49,82,109698199,1136,1,0,4,2004,80374608,10,321368968,48,57,5,11481,567,0,0,36841633,1464416,1368917352,0,565,446,2,3,1,14,14,2630,3,1370580157,1341595242,65720725,81570547,81584772,1,3,1,4240816508,73389,73389,14,14,14,81554167,9,3,163637,585937,1033379,11422,1370580157,573051,35809546,3471
384182.98,11,253952,62,110795,7298441588,29,35170073,506,44,44,948,766,4,576,977189,2,41,43501,49,82,116231204,1154,1,0,4,2004,137956355,10,551631820,48,58,5,11481,576,0,0,63286302,2333196,2330950347,0,574,460,2,3,1,14,14,2630,3,2330737450,2300711306,100867545,140153959,140170343,1,3,1,7288005900,73389,73389,14,14,14,140153963,9,3,186658,999860,1582883,19390,2330737450,977189,61705628,3501
386190.94,13,253952,62,138134,9099252188,35,43971489,666,44,44,948,937,5,576,1238029,2,41,54214,49,82,116544920,1154,1,0,4,2004,171929041,10,687586780,48,58,5,11481,576,0,0,78576790,3882144,2898862772,0,574,460,2,3,1,14,14,2630,3,2897716310,2867760265,125508614,174792660,174809044,1,3,1,9088366384,73389,73389,14,14,14,174776280,9,3,204860,1266588,1922989,24078,2897716310,1238029,76656548,3501
388197.96,22,253952,62,163211,10753026956,36,47278027,802,44,44,948,1104,5,576,1475194,2,41,64101,49,82,116858636,1154,1,0,4,2004,203280856,10,812929736,48,58,5,11481,576,0,0,92620633,4171666,3421657397,0,574,460,2,3,1,14,14,2630,3,3419406321,3388569910,143114703,206588293,206588293,1,3,1,10742591268,73389,73389,14,14,14,206588297,9,3,214855,1509046,2227854,28410,3419406321,1475194,90396028,3501
390209.68,24,253952,62,183750,12106020876,36,50570901,941,44,44,948,1233,6,576,1671853,2,41,72181,49,82,116858636,1154,1,0,4,2004,228898860,10,915595440,48,58,5,11481,576,0,0,104559020,4633188,3849442797,0,574,460,2,3,1,14,14,2630,3,3847853343,3814531622,157898853,232591355,232607739,1,3,1,12093046556,73389,73389,14,14,14,232558591,9,3,226071,1710178,2464570,31956,3847853343,1671853,102117106,3501
392227.73,24,253952,62,202149,13318683294,37,54382309,1066,44,44,948,1349,6,576,1847204,2,41,79434,49,82,116858636,1154,1,0,4,2004,251935341,10,1007676636,48,58,5,11481,576,0,0,115206514,5144599,4233805242,0,574,460,2,3,1,14,14,2630,3,4230639767,4196558725,173503728,255907441,255907441,1,3,1,13307186964,73389,73389,14,14,14,255907445,9,3,234299,1889593,2689375,35131,4230639767,1847204,112521164,3501
394235.69,36,253952,62,219127,14437350304,38,57535797,1182,44,44,948,1462,7,576,2010033,2,41,86108,49,82,116858636,1154,1,0,4,2004,273088812,10,1092290776,48,58,5,11481,576,0,0,125037046,5484740,4596345194,0,574,460,2,3,1,14,14,2630,3,4593630027,4549653676,187079444,277345844,277378612,1,3,1,14421983920,73389,73389,14,14,14,277345848,9,3,241991,2056104,2904054,38151,4593630027,2010033,122137358,3501
396245.05,36,253952,62,234260,15434150180,38,60575394,1307,44,44,948,1555,7,576,2161655,2,41,92037,49,82,116858636,1154,1,0,4,2004,291893445,10,1167573780,48,58,5,11481,576,0,0,133830133,5890950,4926767686,0,574,460,2,3,1,14,14,2630,3,4924057741,4864977204,198374609,296431428,296431428,1,3,1,15413582320,73389,73389,14,14,14,296415048,9,3,246494,2211073,3104232,40890,4924057741,2161655,130730565,3501
398251.05,36,253952,62,248093,16345741190,39,63057919,1394,44,44,948,1642,10,585,2295321,2,41,97492,49,82,118356478,1172,1,0,4,2004,309214054,10,1236791468,48,58,5,11481,585,0,0,141905163,6128143,5236591872,0,583,470,2,3,1,14,14,2630,3,5232128868,5153350653,210045970,313870420,313870420,1,3,1,16321261872,73389,73389,14,14,14,313870424,9,3,254763,2347789,3276622,43449,5232128868,2295321,138633472,3534
400257.09,36,253952,62,258337,17021511560,41,66678507,1445,44,44,948,1706,10,612,2365711,2,41,101470,49,82,123165049,1226,1,0,4,2004,321848915,10,1287395660,48,58,5,11481,612,0,0,146433264,6131820,5470387054,0,610,487,2,3,1,14,14,2630,3,5465992340,5368486710,218231554,326718018,326718018,1,3,1,16989336968,73389,73389,14,14,14,326718022,9,3,262453,2420052,3369076,45394,5465992340,2365711,143069319,3614
402267.13,40,253952,62,270533,17823894540,41,67268345,1521,45,45,948,1783,12,648,2480033,2,41,106243,49,82,130113356,1298,1,0,4,2004,336931061,10,1347659600,48,59,5,11481,648,0,0,152877618,6395524,5745533087,0,646,512,2,3,1,14,14,2630,3,5740500298,5622857141,225531197,342015468,342015468,1,3,1,17784804368,73389,73389,14,14,14,342015472,9,3,273274,2537004,3523322,47669,5740500298,2480033,149358702,3733
404275.54,40,253952,62,283132,18655229492,41,67963004,1615,45,45,948,1862,12,693,2602329,2,41,111186,49,82,139162818,1388,1,0,4,2004,352590933,10,1410299160,48,59,5,11481,693,0,0,159956399,6686484,6031102880,0,691,565,2,3,1,14,14,2630,3,6026469691,5886078677,233570915,357895821,357895821,1,3,1,18610582724,73389,73389,14,14,14,357895825,9,3,276276,2662206,3672774,50042,6026469691,2602329,156289266,3899
406289.60,44,253952,62,295575,19475146294,41,68925109,1704,46,46,948,1946,12,720,2723209,2,41,116081,49,82,143799756,1442,1,0,4,2004,368057875,10,1472102148,48,60,5,11481,720,0,0,166972718,7109851,6316753894,0,718,589,2,3,1,14,14,2630,3,6311619544,6146730566,241943712,373504123,373504123,1,3,1,19422214428,73389,73389,14,14,14,373504127,9,3,281231,2786026,3806272,52412,6311619544,2723209,163172342,4014
408306.41,47,253952,62,307565,20264066466,42,70893590,1789,46,46,948,2020,20,855,2836012,2,41,120750,49,82,167043669,1712,1,0,4,2004,382810211,10,1531047048,48,60,5,11481,855,0,0,173721790,7489239,6586732639,0,853,747,2,3,1,14,14,2630,3,6581584868,6397128739,251015691,388549336,388565720,1,3,1,20204565504,73389,73389,14,14,14,388549340,9,3,287169,2901507,3943663,54658,6581584868,2836012,169784257,4486
410312.95,48,253952,62,318664,20996011234,42,72450844,1867,46,46,948,2088,20,990,2943712,2,41,125097,49,82,191164262,1982,1,0,4,2004,396611932,10,1586318320,48,60,5,11481,990,0,0,179982982,7736005,6844278147,0,988,884,2,3,1,14,14,2630,3,6839701570,6629819359,259060061,402465768,402465768,1,3,1,20927368000,73389,73389,14,14,14,402449388,9,3,295174,3011764,4070949,56793,6839701570,2943712,175918407,4940
412321.49,48,253952,62,330294,21762611070,42,74271697,1949,47,47,948,2170,21,990,3064315,2,41,129634,49,82,191791694,1982,1,0,4,2004,410961372,10,1643845488,48,61,5,11481,990,0,0,186478168,8085321,7122412571,0,988,884,2,3,1,14,14,2630,3,7116428475,6873918717,267709687,417033686,417033686,1,3,1,21684899736,73389,73389,14,14,14,417017306,9,3,304003,3135205,4237808,59095,7116428475,3064315,182246974,4940
414334.41,48,253952,62,342191,22546709018,42,77245275,2044,47,47,948,2241,21,990,3193007,2,41,134268,49,82,192105410,1982,1,0,4,2004,425644910,10,1702579640,48,61,5,11481,990,0,0,193361779,8587342,7402715167,0,988,884,2,3,1,14,14,2630,3,7398336943,7123582862,278053936,431912900,431929284,1,3,1,22459470832,73389,73389,14,14,14,431912904,9,3,310566,3266830,4393142,61414,7398336943,3193007,188975500,4940
416347.19,48,253952,62,354806,23377258514,42,79404283,2133,47,47,948,2320,21,990,3325936,2,41,139173,49,82,193046558,1982,1,0,4,2004,441225139,10,1764835924,48,61,5,11481,990,0,0,200756280,9086975,7704083933,0,988,884,2,3,1,14,14,2630,3,7697331592,7387623308,288096375,447730320,447746704,1,3,1,23281976672,73389,73389,14,14,14,447730324,9,3,317903,3402887,4563380,63893,7697331592,3325936,196200021,4940
418360.44,50,253952,62,367442,24209157870,42,81761022,2224,47,47,948,2406,21,1206,3453682,2,41,144112,49,82,229988513,2414,1,0,4,2004,456851571,10,1827406284,48,61,5,11481,1206,0,0,208060669,9495023,8004129922,0,1204,1140,2,3,1,14,14,2630,3,7998172392,7652148852,298124837,463565839,463582223,1,3,1,24105423660,73389,73389,14,14,14,463565843,9,3,330251,3533743,4748245,66406,7998172392,3453682,203319797,5782
420370.75,51,253952,62,380355,25059562876,42,84061051,2321,47,47,948,2482,21,1332,3576295,2,41,149106,49,82,253540166,2666,1,0,4,2004,472703210,10,1890812840,48,61,5,11481,1332,0,0,215424685,9985990,8313708313,0,1330,1310,2,3,1,14,14,2630,3,8307495011,7923131842,308206614,479708780,479708780,1,3,1,24944004624,73389,73389,14,14,14,479692400,9,3,344908,3659550,4907402,68952,8307495011,3576295,210524924,6258
422386.28,51,253952,62,393172,25902953632,42,86119101,2404,47,47,948,2566,22,1377,3701202,4,41,154098,49,82,262742104,2756,1,0,4,2004,488544539,10,1954113892,48,61,5,11481,1377,0,0,222829253,10507269,8620994521,0,1373,1361,4,3,1,14,14,2630,3,8613471348,8191794180,318146148,495726682,495743066,1,3,1,25777787496,73389,73389,14,14,14,495726686,9,3,350649,3787574,5055890,71495,8613471348,3701202,217781264,6434
424400.00,52,253952,62,406043,26750560804,42,88295151,2492,47,47,948,2650,24,1395,3824870,4,41,159110,49,82,266893676,2792,1,0,4,2004,504398287,10,2017593148,48,61,5,11481,1395,0,0,230191989,10938436,8927772523,0,1391,1382,4,3,1,14,14,2630,3,8921273822,8461822571,328146844,511822186,511838570,1,3,1,26613901736,73389,73389,14,14,14,511805806,9,3,351684,3914406,5215549,74052,8921273822,3824870,224984606,6499
426420.72,56,253952,62,418912,27598621522,43,90419121,2584,48,48,948,2729,25,1404,3954079,4,41,164106,49,82,269868206,2810,1,0,4,2004,520243678,10,2080974712,48,62,5,11481,1404,0,0,237572607,11209270,9240246224,0,1400,1391,4,3,1,14,14,2630,3,9232204745,8732721453,337775186,527893114,527893114,1,3,1,27450441960,73389,73389,14,14,14,527893118,9,3,354617,4046717,5376551,76619,9232204745,3954079,232204490,6529
428431.01,63,253952,62,431913,28455662448,43,93112629,2671,48,48,948,2811,26,1404,4085058,4,41,169156,49,82,270483572,2810,1,0,4,2004,536264740,10,2144994324,48,62,5,11481,1404,0,0,245051779,11500580,9555749435,0,1400,1391,4,3,1,14,14,2630,3,9548616833,9006030726,348328350,544144266,544160650,1,3,1,28295501864,73389,73389,14,14,14,544144270,9,3,358548,4182118,5540894,79236,9548616833,4085058,239519581,6529
430440.40,63,253952,62,444976,29315873722,43,95162159,2754,48,48,948,2891,26,1404,4219038,4,41,174217,49,82,270797288,2810,1,0,4,2004,552342260,10,2209304512,48,62,5,11481,1404,0,0,252701592,11900802,9875099077,0,1400,1391,4,3,1,14,14,2630,3,9867465453,9280457889,358412700,560451047,560467431,1,3,1,29143454476,73389,73389,14,14,14,560451051,9,3,364890,4319392,5702316,81889,9867465453,4219038,247008230,6529
432445.61,63,253952,62,456142,30051461554,45,98146801,2806,48,48,948,2963,26,1404,4307772,4,41,178488,49,82,271111004,2810,1,0,4,2004,565937078,10,2263748312,48,62,5,11481,1404,0,0,258162760,11966178,10151602516,0,1400,1391,4,3,1,14,14,2630,3,10144384893,9515977000,366913278,574367923,574384307,1,3,1,29867132028,73389,73389,14,14,14,574367927,9,3,374206,4410465,5828923,84205,10144384893,4307772,252343013,6529
434455.36,63,253952,62,465908,30695685098,46,99723112,2889,51,51,948,3023,26,1404,4403714,4,41,182341,49,82,271726370,2810,1,0,4,2004,578105329,10,2312356716,48,65,5,11481,1404,0,0,263915124,12241678,10393492269,0,1400,1391,4,3,1,14,14,2630,3,10384252395,9721804944,374503192,586562320,586562320,1,3,1,30501240672,73389,73389,14,14,14,586562324,9,3,388747,4508549,5975537,86198,10384252395,4403714,257948961,6529
