timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
7540.62,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
9545.08,16,253952,62,90238,5944617934,2,7365150,0,244,33,33,402,632,0,576,728971,2,25,35428,41,12,115673846,1154,1,0,4,1146,112397662,7,449009352,40,47,0,8,1224,576,0,0,46963621,505698,1899979446,0,574,335,2,3,1,14,14,1678,0,3,1901820998,1874368372,54876214,114099586,114148738,1,3,1,0,5932326536,73389,73389,14,14,14,114083206,6,3,179305,745593,1171121,15809,1901820998,728971,45794241,1813
11549.15,21,253952,62,148395,9775131762,19,25850424,0,437,33,33,402,1005,2,585,1161059,2,25,58344,41,12,118671513,1172,1,0,4,1146,185013698,7,740054792,40,47,0,8,1224,585,0,0,75492974,511987,3109667951,0,583,341,2,3,1,14,14,1678,0,3,3109074650,3080216827,101913481,187785999,187818767,1,3,1,0,9764871980,73389,73389,14,14,14,187786003,6,3,190197,1187459,1735029,25812,3109074650,1161059,73760759,1839
13553.28,37,253952,62,206924,13633777508,19,27503331,0,682,39,39,402,1381,4,585,1693352,2,25,81410,41,12,118671513,1172,1,0,4,1146,258148196,7,1032398804,40,53,0,8,1224,585,0,0,108651888,1008392,4326142303,0,583,341,2,3,1,14,14,1678,0,3,4324245209,4295300175,137133902,261978984,261995368,1,3,1,0,13622907200,73389,73389,14,14,14,261978988,6,3,217779,1731277,2412425,35884,4324245209,1693352,106243423,1839
15563.18,38,253952,62,247306,16295008978,29,39265839,0,787,43,43,402,1644,4,594,1985465,2,25,97311,41,12,120483744,1190,1,0,4,1146,308606765,7,1233974904,40,57,0,8,1224,594,0,0,127918351,1051484,5168923878,0,592,348,2,3,1,14,14,1678,0,3,5167241280,5133388958,168254918,313126663,313159431,1,3,1,0,16280882572,73389,73389,14,14,14,313093899,6,3,237839,2030098,2759101,42875,5167241280,1985465,125163997,1863
17573.86,46,253952,62,293683,19349792398,29,42253018,0,990,48,48,402,1943,5,630,2427818,4,25,115538,41,12,126933418,1262,1,0,4,1146,366423565,7,1465241988,40,62,0,8,1224,630,0,0,154696560,1909693,6146460588,0,626,391,4,3,1,14,14,1678,0,3,6145010195,6096548437,198913713,371798472,371814856,1,3,1,0,19333520576,73389,73389,14,14,14,371798476,6,3,269133,2481830,3336207,50974,6145010195,2427818,151366038,2002
19582.75,50,253952,62,343216,22612774078,35,50945097,0,1201,50,50,402,2260,16,639,2882695,4,25,134983,41,12,128432711,1280,1,0,4,1146,428062632,7,1712121376,40,64,0,8,1224,639,0,0,183661871,2723298,7213727563,0,635,402,4,3,1,14,14,1678,0,3,7207902142,7126671344,237384666,434373103,434422255,1,3,1,0,22586549420,73389,73389,14,14,14,434356723,6,3,287246,2947048,3884225,59794,7207902142,2882695,179784307,2039
21588.97,55,253952,62,379739,25020288252,38,56289624,0,1382,51,51,402,2493,18,666,3237604,4,25,149339,41,12,133555846,1334,1,0,4,1146,473499834,7,1893934472,40,65,0,8,1224,666,0,0,204904956,3559259,8028617655,0,662,430,4,3,1,14,14,1678,0,3,8022059460,7888876094,264830508,480402941,480419325,1,3,1,0,24980100996,73389,73389,14,14,14,480386561,6,3,298830,3309847,4335205,66541,8022190532,3237604,200577160,2145
23598.51,70,253952,62,417352,27495062988,39,59337313,0,1567,51,51,402,2729,22,1044,3588344,10,25,163990,41,12,197712048,2090,1,0,4,1146,520003511,7,2079690948,40,65,0,8,1224,1044,0,0,226156150,4355625,8904726176,0,1034,848,10,3,1,14,14,1678,0,3,8897171010,8674272291,289857383,527585495,527601879,1,3,1,0,27434445772,73389,73389,14,14,14,527585499,6,3,321407,3668738,4826898,73831,8897171010,3588344,221337409,3534
25602.99,77,253952,62,450662,29689488878,43,64537606,0,1704,51,51,402,2937,22,2268,3835955,10,25,176848,41,12,410057219,4538,1,0,4,1146,560648453,7,2242464476,40,65,0,8,1224,2268,0,0,241658431,4391478,9709014517,0,2258,1715,10,3,1,14,14,1678,0,3,9701620144,9375273758,310641423,569087760,569118369,1,3,1,0,29592563552,73389,73389,14,14,14,569087764,6,3,338218,3922018,5100752,80441,9701620144,3835955,236566489,7227
