timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
102807.31,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104814.85,3,253952,62,27942,1840956240,4,5676610,0,157,13,13,1117,229,1,567,259528,0,9,10954,18,104449489,1136,1,0,4,6445,34670466,8,138487800,17,27,0,4,6599,567,0,0,16045191,601936,611743384,0,567,528,0,3,1,14,14,7038,3,612864825,582467442,22306554,35199631,35216015,1,3,1,1830380844,73389,73389,14,14,14,35199635,11,3,111995,265305,531876,5127,612864825,259528,15513890,2148
106820.38,8,253952,62,56106,3694868760,4,7223347,0,315,14,14,1117,419,4,567,499943,0,9,22035,18,107598715,1136,1,0,4,6445,69846951,8,279194240,17,28,0,4,6599,567,0,0,32327218,1111924,1196569487,0,567,528,0,3,1,14,14,7038,3,1196507283,1166151767,40631002,70877001,70877001,1,3,1,3685604084,73389,73389,14,14,14,70877005,11,3,121407,511599,836929,9989,1196507283,499943,31491423,2148
108832.54,8,253952,62,84487,5565548518,4,10730684,0,473,14,14,1117,597,6,576,743549,0,9,33219,18,112177028,1154,1,0,4,6445,105288363,8,420968400,17,28,0,4,6599,576,0,0,48673204,1470791,1783914925,0,576,538,0,3,1,14,14,7038,3,1783832801,1755065266,60837610,106840203,106856587,1,3,1,5554838620,73389,73389,14,14,14,106823823,11,3,131375,761142,1152724,14860,1783832801,743549,47522194,2174
110838.88,15,253952,62,113488,7476257296,4,13326470,0,656,14,14,1117,779,7,576,1002338,0,9,44628,18,116556986,1154,1,0,4,6445,141500009,8,565870820,17,28,0,4,6599,576,0,0,65683497,2071067,2383665562,0,576,538,0,3,1,14,14,7038,3,2383120921,2356612806,81018692,143569579,143585963,1,3,1,7465618140,73389,73389,14,14,14,143569583,11,3,145096,1026084,1493126,19821,2383120921,1002338,64192678,2174
112847.35,17,253952,62,142683,9400476414,4,16078124,0,825,14,14,1117,970,8,585,1272887,0,9,56120,18,118357797,1172,1,0,4,6445,177876370,8,711440928,17,28,0,4,6599,585,0,0,82600252,2571885,2990701480,0,585,550,0,3,1,14,14,7038,3,2990251883,2962387972,100969493,180595582,180595582,1,3,1,9389266360,73389,73389,14,14,14,180562818,11,3,158643,1302794,1805411,24862,2990251883,1272887,80797733,2210
114855.49,19,253952,62,171214,11279068078,4,18561400,0,1001,14,14,1117,1148,10,585,1542878,0,9,67377,18,118357797,1172,1,0,4,6445,213611762,8,854382616,17,28,0,4,6599,585,0,0,99575650,3224079,3584244202,0,585,550,0,3,1,14,14,7038,3,3582572124,3553870306,121298753,216711002,216727386,1,3,1,11268972136,73389,73389,14,14,14,216711006,11,3,169698,1578923,2128652,29758,3582572124,1542878,97450469,2210
116864.90,28,253952,62,211573,13940336668,5,22033474,0,1221,20,20,1117,1415,11,585,1960200,0,9,83266,22,118671513,1172,1,0,4,6445,263997908,8,1055797636,21,34,0,4,10712,585,0,0,123692285,3952859,4421786289,0,585,550,0,3,1,14,14,7038,3,4420321303,4391861156,149578436,267864270,267888846,1,3,1,13928090104,73389,73389,14,14,14,267847890,11,3,202975,2005047,2654900,36724,4420321303,1960200,121041652,2210
118877.34,32,253952,62,254351,16758568262,6,25194169,0,1450,22,22,1117,1689,12,594,2410172,2,9,100116,22,120113180,1190,1,0,4,6445,317440194,8,1269631536,21,36,0,4,10712,594,0,0,149235928,4823036,5312002986,0,592,559,2,3,1,14,14,7038,3,5308578322,5279064886,178819110,322067565,322116717,1,3,1,16747513412,73389,73389,14,14,14,322067569,11,3,216397,2464313,3238942,44083,5308578322,2410172,146002115,2243
120883.66,56,253952,62,300707,19811963360,7,29609380,0,1679,25,25,1117,1992,13,603,2875913,4,9,118353,24,121623088,1208,1,0,4,6445,375270817,8,1500889600,23,39,0,4,11909,603,0,0,176156895,5690643,6283761837,0,599,570,4,3,1,14,14,7038,3,6281363993,6241476411,211399377,380722990,380739374,1,3,1,19797595512,73389,73389,14,14,14,380722994,11,3,247095,2939987,3826875,52157,6281363993,2875913,172336076,2275
