timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
468873.46,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,17,0,5,0,2097278,2,1,0,5,9,0,0,1619,0,0,0,0,0,0,4412,0,0,0,2,1,14,14,431,1,0,0,123,0,0,1,2,1,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0
470878.79,0,0,18144,1194128772,0,0,0,0,1,1,5034,117,0,549,124566,31,1694,8,0,113102204,1100,1,0,7,15,0,6,3081,549,0,0,0,1967204,24847,390852384,0,549,351,2,1,14,14,431,1,393380036,352179193,1993115,26861507,26861507,1,2,1,1181185412,73389,73389,14,14,14,26845123,10,3,343814,126725,834841,3019,393380036,124566,1132453,1745
472891.37,253952,62,34328,2260880858,15,16925676,0,47,21,21,5034,119,0,675,239281,31,5445,28,20,140299886,1352,1,0,27,35,377,6,3171,675,0,0,0,5717051,906780,713257916,0,675,425,2,1,14,14,431,1,715782960,664761981,29655049,51011018,51027402,1,2,1,2244484792,73389,73389,14,14,14,51011018,10,3,496377,243733,1287098,5480,715782960,239281,4430189,2097
474896.13,253952,62,47803,3148756594,16,22144189,0,101,21,21,5034,122,0,675,347111,31,9255,28,20,140565338,1352,1,0,27,35,377,6,3171,675,0,0,0,9387794,2231384,973038922,0,675,425,2,1,14,14,431,1,975174448,924290660,40236653,71206396,71206396,1,2,1,3133081424,73389,73389,14,14,14,71206396,10,3,507038,354351,1437266,7459,975174448,347111,7950887,2097
476901.49,253952,62,58616,3861113690,20,26602780,0,123,22,22,5034,123,0,675,401845,31,12294,28,20,140830790,1352,1,0,27,36,377,6,3171,675,0,0,0,11692654,2255628,1183241650,0,675,425,2,1,14,14,431,1,1183447856,1132554004,47103214,87396330,87396330,1,2,1,3845438520,73389,73389,14,14,14,87396330,10,3,514036,410340,1489405,9048,1183447856,401845,10203705,2097
478909.26,253952,62,69308,4565806382,20,28296829,0,144,23,23,5034,125,0,675,458638,31,15320,28,20,141361694,1352,1,0,27,37,377,6,3171,675,0,0,0,14011070,2263257,1388199518,0,675,425,2,1,14,14,431,1,1389230896,1338545505,51135830,103412073,103428457,1,2,1,4550131212,73389,73389,14,14,14,103412073,10,3,514601,468419,1553430,10618,1389230896,458638,12458187,2097
480923.59,253952,62,83714,5514696134,20,30478166,0,181,26,26,5034,127,0,675,571683,31,19352,28,20,141361694,1352,1,0,27,40,377,6,3171,675,0,0,0,17900683,3318627,1665421859,0,675,425,2,1,14,14,431,1,1666186032,1615889826,57739450,124975515,124991899,1,2,1,5498922660,73389,73389,14,14,14,124975515,10,3,534307,583814,1720165,12731,1666186032,571683,16181212,2097
482930.22,253952,62,97689,6435605322,21,34848755,0,217,27,27,5034,130,0,675,688490,31,23327,28,20,141892598,1352,1,0,27,41,377,6,3171,675,0,0,0,21901561,4372142,1933209073,0,675,425,2,1,14,14,431,1,1935407920,1885161515,69607493,145897822,145914206,1,2,1,6419504168,73389,73389,14,14,14,145897822,10,3,545537,702934,1885083,14785,1935407920,688490,20017303,2097
484934.99,253952,62,107447,7078821938,25,39909607,0,243,27,27,5034,131,0,675,740286,31,26042,28,20,142158050,1352,1,0,27,41,377,6,3171,675,0,0,0,24173940,4423218,2123613475,0,675,425,2,1,14,14,431,1,2123234096,2073221973,77252280,160523084,160523084,1,2,1,7063015696,73389,73389,14,14,14,160523084,10,3,545986,756030,1942141,16218,2123234096,740286,22232715,2097
486942.27,253952,62,121750,8021226934,25,42559090,0,294,29,29,5034,133,0,675,848295,31,30055,28,20,142423502,1352,1,0,27,43,377,6,3171,675,0,0,0,28064641,4991692,2397824195,0,675,425,2,1,14,14,431,1,2398616368,2348656294,84606663,181928719,181945103,1,2,1,8004863636,73389,73389,14,14,14,181928719,10,3,556885,866469,2080796,18319,2398616368,848295,25984903,2097
488954.44,253952,62,135798,8946920250,25,47120536,0,329,30,30,5034,136,0,675,968075,31,34052,28,20,142942340,1352,1,0,27,44,377,6,3171,675,0,0,0,32069341,6092419,2665870209,0,675,425,2,1,14,14,431,1,2668755760,2619251141,95087470,202973906,202990290,1,2,1,8930851864,73389,73389,14,14,14,202973906,10,3,568177,988659,2245137,20380,2668755760,968075,29825405,2097
490969.12,253952,62,149948,9879298238,26,50661001,0,368,30,30,5034,138,0,675,1087381,31,38019,28,20,143207792,1352,1,0,27,44,377,6,3171,675,0,0,0,36125932,7269910,2939810081,0,675,425,2,1,14,14,431,1,2941123376,2891800656,104775045,224166549,224182933,1,2,1,9863328156,73389,73389,14,14,14,224166549,10,3,574732,1110368,2406598,22458,2941123376,1087381,33720663,2097
