timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
383524.72,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
385538.31,1,253952,62,26408,1737902222,1,3143231,175,11,11,1214,212,1,567,262991,0,15,10339,26,2,101939761,1136,1,0,4,3720,32749880,10,130870080,25,25,14,5333,567,0,0,15804373,671276,579415699,0,567,552,0,3,1,14,14,4378,3,579539798,550094961,19619491,33234439,33250823,1,3,1,1728190860,73389,73389,14,14,14,33234443,10,3,114670,270481,548240,4840,579539798,262991,15256655,2118
387545.90,4,253952,62,51178,3370061254,2,7609731,328,11,11,1214,376,2,567,484293,0,15,20091,26,2,109517209,1136,1,0,4,3720,63672982,10,254562496,25,25,14,5333,567,0,0,30326077,1137256,1092675072,0,567,552,0,3,1,14,14,4378,3,1092825605,1063815393,39037976,64631267,64631267,1,3,1,3359973948,73389,73389,14,14,14,64614887,10,3,125196,497093,837255,9108,1092825605,484293,29489839,2118
389558.67,6,253952,62,72567,4780896456,3,10865226,462,11,11,1214,514,3,567,675044,0,15,28525,26,2,113535187,1136,1,0,4,3720,90410455,10,361577252,25,25,14,5333,567,0,0,42906311,1453141,1536882934,0,567,552,0,3,1,14,14,4378,3,1536557079,1508063577,55128506,91733328,91766096,1,3,1,4770133088,73389,73389,14,14,14,91733332,10,3,137685,692404,1067794,12796,1536557079,675044,41839959,2118
391574.55,13,253952,62,90339,5950935420,5,14296522,585,11,11,1214,631,3,576,851031,0,15,35501,26,2,115917488,1154,1,0,4,3720,112511912,10,449918468,25,25,14,5333,576,0,0,53777917,1883423,1907544050,0,576,563,0,3,1,14,14,4378,3,1905861710,1876602326,69891193,114249201,114249201,1,3,1,5940958484,73389,73389,14,14,14,114249205,10,3,143221,872345,1266157,15867,1905861710,851031,52513566,2148
393582.98,16,253952,62,107218,7062438670,5,15706518,692,11,11,1214,740,3,576,1006361,0,15,42125,26,2,116858636,1154,1,0,4,3720,133525757,10,534103028,25,25,14,5333,576,0,0,64044779,2221205,2255358829,0,576,563,0,3,1,14,14,4378,3,2253603380,2226338753,81884945,135626386,135626386,1,3,1,7052572104,73389,73389,14,14,14,135626390,10,3,148923,1031335,1464818,18761,2253603380,1006361,62582113,2148
395597.09,17,253952,62,122161,8047390006,6,17855170,801,11,11,1214,839,3,576,1147824,0,15,47971,26,2,116858636,1154,1,0,4,3720,152080086,10,608320344,25,25,14,5333,576,0,0,72958052,2571907,2566501565,0,576,563,0,3,1,14,14,4378,3,2564986163,2536478826,93254126,154576580,154576580,1,3,1,8037130224,73389,73389,14,14,14,154560200,10,3,156705,1176084,1650089,21341,2564986163,1147824,71310419,2148
397609.57,24,253952,62,136591,8997816424,6,20124615,884,12,12,1214,929,4,576,1280427,0,15,53604,26,2,116858636,1154,1,0,4,3720,169961973,10,679783256,25,26,14,5333,576,0,0,81395827,2957749,2868071666,0,576,563,0,3,1,14,14,4378,3,2865726802,2835996179,103412179,172828739,172828739,1,3,1,8986242492,73389,73389,14,14,14,172812359,10,3,166209,1311800,1810702,23833,2865726802,1280427,79586879,2148
399614.87,25,253952,62,148422,9777866514,9,24324480,957,12,12,1214,1003,4,576,1362420,0,15,58249,26,2,116858636,1154,1,0,4,3720,184743434,10,738909140,25,26,14,5333,576,0,0,87173433,3031674,3112223379,0,576,563,0,3,1,14,14,4378,3,3110307788,3081512539,114393085,187836866,187836866,1,3,1,9767517064,73389,73389,14,14,14,187836870,10,3,176444,1395912,1927482,25859,3110307788,1362420,85248937,2148
401628.74,26,253952,62,159501,10507168096,9,25433261,1012,13,13,1214,1079,4,585,1443105,0,15,62637,26,2,118356944,1172,1,0,4,3720,198609114,10,794436456,25,27,14,5333,585,0,0,92656984,3170151,3344641062,0,585,570,0,3,1,14,14,4378,3,3341993816,3311311006,121119356,201852046,201852046,1,3,1,10496306424,73389,73389,14,14,14,201852050,10,3,190372,1478617,2042823,27794,3341993816,1443105,90617352,2172
