timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
169989.31,0,253952,62,26992,1777755892,3,5023116,168,13,13,1005,221,1,567,238537,0,2,10583,28,103194625,1136,1,0,4,947,33514310,9,133992644,27,27,14,3109,567,0,0,15169834,489686,593095772,0,567,513,0,3,1,14,14,1666,3,592956918,562550424,20637075,34010076,34010076,1,3,1,1768523984,73389,73389,14,14,14,34010080,9,3,109663,244190,486049,4954,592956918,238537,14684334,1952
171994.11,0,253952,62,47485,3126745744,6,9261797,264,13,13,1005,361,1,576,397732,0,2,18611,28,108098720,1154,1,0,4,947,58989394,9,235828348,27,27,14,3109,576,0,0,26030869,783315,1018664352,0,576,521,0,3,1,14,14,1666,3,1018518056,987091506,36000310,59962271,59962271,1,3,1,3118038124,73389,73389,14,14,14,59962275,9,3,118089,409984,665470,8511,1018518056,397732,25365351,1983
174002.17,0,253952,62,65982,4346518452,9,12979844,368,16,16,1005,483,2,576,513174,0,2,25940,28,110306798,1154,1,0,4,947,82151066,9,328539556,27,30,14,3109,576,0,0,34421167,803914,1400068251,0,576,521,0,3,1,14,14,1666,3,1399587301,1371327891,48172636,83388727,83405111,1,3,1,4336213836,73389,73389,14,14,14,83388731,9,3,136086,528483,822510,11676,1399587301,513174,33599946,1983
176007.19,2,253952,62,87977,5794884524,10,15304702,478,17,17,1005,614,2,576,672784,0,2,34569,28,112816526,1154,1,0,4,947,109595688,9,438318196,27,31,14,3109,576,0,0,45535215,1015747,1855336980,0,576,521,0,3,1,14,14,1666,3,1854051060,1827326652,61783013,111259565,111259565,1,3,1,5785497412,73389,73389,14,14,14,111259569,9,3,145106,692138,996816,15424,1854051060,672784,44540116,1983
178018.36,2,253952,62,108455,7144508180,13,18939653,575,21,21,1005,740,2,585,807032,0,2,42646,28,115884267,1172,1,0,4,947,135188202,9,540688148,27,35,14,3109,585,0,0,55386118,1084565,2282038726,0,585,530,0,3,1,14,14,1666,3,2280913991,2252209528,75358952,137184581,137200965,1,3,1,7133598244,73389,73389,14,14,14,137184585,9,3,168580,829850,1191296,18960,2280913991,807032,54196901,2012
180025.79,8,253952,62,132633,8736180660,13,21137908,698,21,21,1005,897,4,585,1003499,0,2,52160,28,117428715,1172,1,0,4,947,165380511,9,661392880,27,35,14,3109,585,0,0,68859554,1474541,2783349594,0,585,530,0,3,1,14,14,1666,3,2782009108,2753419337,91270327,167805772,167838540,1,3,1,8725900176,73389,73389,14,14,14,167805776,9,3,185309,1031053,1465160,23114,2782009108,1003499,67396955,2012
182034.78,9,253952,62,156672,10322254842,13,23340168,827,21,21,1005,1064,4,585,1213264,0,2,61663,28,118671513,1172,1,0,4,947,195434895,9,781739580,27,35,14,3109,585,0,0,82338267,1851554,3288039137,0,585,530,0,3,1,14,14,1666,3,3285975744,3252960285,107430958,198288526,198304910,1,3,1,10310151416,73389,73389,14,14,14,198272146,9,3,191428,1245658,1725919,27310,3285975744,1213264,80615397,2012
184038.92,11,253952,62,176616,11636254842,16,27644047,950,21,21,1005,1192,4,585,1362802,0,2,69480,28,118671513,1172,1,0,4,947,220280938,9,881123752,27,35,14,3109,585,0,0,92361395,2002111,3701151271,0,585,530,0,3,1,14,14,1666,3,3699606521,3666860261,121900673,223537924,223570692,1,3,1,11623972080,73389,73389,14,14,14,223537928,9,3,202876,1398827,1911838,30738,3699606521,1362802,90452994,2012
186043.21,13,253952,62,195185,12859177562,17,29240733,1039,24,24,1005,1310,4,585,1477027,0,2,76791,28,118671513,1172,1,0,4,947,243485576,9,973877612,27,38,14,3109,585,0,0,100689065,2011412,4092629756,0,585,530,0,3,1,14,14,1666,3,4089302726,4051970229,131842846,247057095,247073479,1,3,1,12846968972,73389,73389,14,14,14,247057099,9,3,221932,1516076,2078736,33968,4089302726,1477027,98614110,2012
188052.13,13,253952,62,216020,14231847656,19,33418006,1154,26,26,1005,1440,4,594,1640975,2,2,85007,28,120113180,1190,1,0,4,947,269532561,9,1078000996,27,40,14,3109,594,0,0,111328840,2222375,4525758634,0,592,535,2,3,1,14,14,1666,3,4522791869,4484422154,146868960,273443022,273459406,1,3,1,14219037176,73389,73389,14,14,14,273443026,9,3,236955,1683986,2308470,37553,4522791869,1640975,109023553,2034
