timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
25504.05,0,0,17978,1183249796,0,0,0,0,1,1,6685,117,0,549,134179,20,1679,16,1,113102204,1100,1,0,15,15,14,79,549,0,0,0,1957495,10576,387443393,0,549,424,2,1,14,14,489,1,390103236,348969609,1969673,26615747,26615747,1,2,1,1170371972,73389,73389,14,14,14,26599363,11,3,341297,136176,832761,2994,390103236,134179,1124822,1923
27513.85,253952,62,33371,2197632002,0,0,0,0,28,28,6685,119,0,675,263108,20,5184,43,43,140299886,1352,1,0,42,42,14,290,675,0,0,0,5610135,1643201,692908358,0,675,496,2,1,14,14,489,1,697170736,646251622,14184784,49589928,49589928,1,2,1,2181235936,73389,73389,14,14,14,49573544,11,3,498482,267369,1328517,5338,697170736,263108,4281805,2296
29524.78,253952,62,46873,3087277210,0,0,0,0,28,28,6685,121,0,675,390599,20,8974,43,43,140565338,1352,1,0,42,42,14,290,675,0,0,0,9798546,4256093,950836663,0,675,496,2,1,14,14,489,1,957479728,906341859,32728235,69809882,69809882,1,2,1,3071634808,73389,73389,14,14,14,69809882,11,3,525232,397044,1543002,7324,957479728,390599,8255846,2296
31535.07,253952,62,59719,3933737746,0,0,0,0,28,28,6685,123,0,675,511280,20,12592,43,43,140830790,1352,1,0,42,42,14,290,675,0,0,0,13632576,6611771,1199063174,0,675,496,2,1,14,14,489,1,1204550448,1153716327,47183695,89040763,89063180,1,2,1,3917793572,73389,73389,14,14,14,89040763,11,3,552580,519906,1802025,9209,1204550448,511280,11830962,2296
33540.14,253952,62,78028,5140200274,0,0,0,0,28,28,6685,126,0,675,633023,20,17744,43,43,141361694,1352,1,0,42,42,14,290,675,0,0,0,18565853,7661330,1550098561,0,675,496,2,1,14,14,489,1,1556871984,1506502895,62532215,116454564,116470948,1,2,1,5124000816,73389,73389,14,14,14,116454564,11,3,562938,645053,1989588,11897,1556871984,633023,16576835,2296
35548.77,253952,62,94994,6258189446,0,0,0,0,28,28,6685,129,0,675,767080,20,22562,43,43,141892598,1352,1,0,42,42,14,290,675,0,0,0,23097937,8985792,1877531992,0,675,496,2,1,14,14,489,1,1883503408,1833249774,83396575,141865643,141882027,1,2,1,6242088292,73389,73389,14,14,14,141865643,11,3,596968,783969,2225257,14389,1883503408,767080,20873399,2296
37553.93,253952,62,114030,7512634494,0,0,0,0,28,28,6685,132,0,675,898901,20,27893,43,43,142423502,1352,1,0,42,42,14,290,675,0,0,0,27810665,9581817,2243127688,0,675,496,2,1,14,14,489,1,2250242864,2200032673,94682447,170383205,170383205,1,2,1,7496140124,73389,73389,14,14,14,170366821,11,3,607916,918500,2425852,17187,2250242864,898901,25385705,2296
39557.48,253952,62,131344,8653430194,0,0,0,0,28,28,6685,135,0,675,1013593,20,32783,43,43,142688954,1352,1,0,42,42,14,290,675,0,0,0,32270255,10767580,2580653466,0,675,496,2,1,14,14,489,1,2583165744,2533456320,122278366,196310380,196326764,1,2,1,8637656720,73389,73389,14,14,14,196310380,11,3,641039,1036907,2664645,19727,2583165744,1013593,29606651,2296
41561.15,253952,62,153711,10126659708,0,0,0,0,28,28,6685,139,0,675,1095351,20,39098,43,43,143473244,1352,1,0,42,42,14,290,675,0,0,0,36332163,10781145,3008222104,0,675,496,2,1,14,14,489,1,3012660176,2964094442,128756888,229783658,229800042,1,2,1,10110480952,73389,73389,14,14,14,229783658,11,3,644592,1120756,2769714,23007,3012660176,1095351,33563664,2296
43568.65,253952,62,173725,11445717802,0,0,0,0,28,28,6685,142,0,675,1200237,20,44730,43,43,144004148,1352,1,0,42,42,14,290,675,0,0,0,40517512,11139390,3395433977,0,675,496,2,1,14,14,489,1,3398274000,3349601598,155127811,259779654,259779654,1,2,1,11430304776,73389,73389,14,14,14,259779654,11,3,658456,1228081,2924957,25949,3398274000,1200237,37593928,2296
