timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5029.32,1,262144,64,36655,2415012040,114,0,603,649256,14,6602,69,147,128250912,1208,1,68,5844,126919,4,3332,603,23288,131452224,10561482,4742401,759910904,603,1055,2,1,4,4,389,1,756768780,709331278,34543312,54537008,54553392,2,1,2399628352,73389,73389,4,4,4,54537008,10,3,386870,3400232,2714943,14662,5776,756768780,634594,7845207,9086
10068.44,1,262144,64,44042,2902046444,115,0,603,769589,14,8645,69,147,128516364,1208,1,68,6929,214913,4,3332,603,27628,133512128,14063510,10910647,902768140,603,1055,2,1,4,4,389,1,898981900,851800150,62247321,65597035,65613419,2,1,2886269540,73389,73389,4,4,4,65597035,10,3,406847,6290056,2913667,18829,6861,898981900,750760,11147320,9086
15078.33,1,262144,64,51287,3379243832,116,0,603,883506,14,10689,69,147,128516364,1208,1,68,7995,264439,4,3332,603,31892,135529728,18487424,19184888,1043128057,603,1055,2,1,4,4,389,1,1038704652,991327376,127288843,76456580,76472964,2,1,3364089520,73389,73389,4,4,4,76456580,10,3,427530,8929599,3097239,23744,7927,1038704652,859762,15388692,9086
20089.94,1,262144,64,61170,4030652448,118,14,603,1051844,14,13498,69,147,129035202,1208,1,68,9448,399818,4,3332,603,37704,138280768,23827803,29020585,1234405659,603,1055,2,1,4,4,389,1,1229152268,1181747756,189742110,91262066,91278450,2,1,4015530904,73389,73389,4,4,4,91262066,10,3,451884,11465864,3353381,29075,9380,1229152268,1022769,20473638,9086
25095.14,1,262144,64,89753,5913701726,123,14,603,1327936,14,21521,69,147,129566106,1208,1,68,13646,434007,4,3332,603,54496,145875776,33907509,33093957,1786926916,603,1055,2,1,4,4,389,1,1779392524,1732246841,228262081,134059111,134059111,2,1,5898600884,73389,73389,4,4,4,134059111,10,3,469611,12606927,3606102,35893,13578,1779392524,1292043,30301409,9086
30105.42,1,262144,64,103370,6811402412,125,14,603,1539330,14,25400,69,147,130097010,1208,1,68,15646,519396,4,3332,603,62500,166388960,38710012,37606350,2050191897,603,1055,2,1,4,4,389,1,2041536524,1994598818,277430697,154454971,154471355,2,1,6796018724,73389,73389,4,4,4,154454971,10,3,492466,14656575,3870848,42306,15579,2041536524,1497024,34839862,9086
35117.26,1,262144,64,115400,7604047724,127,14,603,1753170,14,28790,69,147,130362462,1208,1,68,17414,562770,4,3332,603,69572,169737504,45921730,44287453,2282929360,603,1055,2,1,4,4,389,1,2273271820,2226339974,326604686,172467403,172483787,2,1,7588565732,73389,73389,4,4,4,172467403,10,3,519476,16778473,4244336,60470,17346,2273271820,1692700,41678361,9086
40125.33,1,262144,64,142239,9372524700,132,14,603,2073914,14,36332,69,147,131158818,1208,1,68,21357,605196,4,3332,603,85356,227960904,55682393,47172933,2801830229,603,1055,2,1,4,4,389,1,2790088716,2743345877,366224016,212669743,212686127,2,1,9357468692,73389,73389,4,4,4,212669743,10,3,556758,18060994,4504417,67636,21289,2790088716,2006278,51178819,9086
45146.12,1,262144,64,164611,10846406266,135,14,603,2375435,14,42650,69,147,131424270,1208,1,68,24644,636703,4,3332,603,98516,285430920,62143944,49748944,3234474140,603,1055,2,1,4,4,389,1,3220922380,3174170017,470146031,246153372,246169756,2,1,10830748368,73389,73389,4,4,4,246153372,10,3,578233,19797450,4756047,84352,24576,3220922380,2291083,57389583,9086
50167.49,1,262144,64,173227,11414105074,137,14,603,2519810,14,45108,69,147,131689722,1208,1,68,25910,785597,4,3332,603,103584,304806920,65766670,55293946,3401154308,603,1055,2,1,4,4,389,1,3386859532,3339959718,503147955,259056599,259079016,2,1,11398490356,73389,73389,4,4,4,259056599,10,3,594619,22419334,4960906,88918,25843,3386859532,2430892,60806658,9086
