timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5161.01,20,262144,64,24431,1609652744,112,0,603,7322659,5,3156,30,69,1,62124,127985460,1208,1,68,4051,1099691,4,62651,603,16098,80639742,6426335,26148392,524184695,603,1709,2,1,4,4,881,1,521756684,473903148,56865153,36229664,36246048,2,1,1594105216,73389,73389,4,4,4,36229664,20,3,254884,25235878,2504111,19726,3983,521756684,7302933,3922332,9558
10250.01,20,262144,64,28716,1892067216,113,0,603,7405580,5,4379,30,69,1,62124,128250912,1208,1,68,4679,1306053,4,62651,603,18610,81835006,8463156,32737130,606892502,603,1709,2,1,4,4,881,1,604069900,556523914,80662811,42655622,42655622,2,1,1876126472,73389,73389,4,4,4,42639238,20,3,276613,28388568,2701812,35250,4611,604069900,7370330,5760431,9558
15286.19,20,262144,64,33860,2231042564,113,0,603,7490241,5,5783,30,69,1,62124,128250912,1208,1,68,5435,1450476,4,62651,603,21638,83271038,10992049,40093315,706582207,603,1709,2,1,4,4,881,1,703291404,655613382,115348973,50349181,50365565,2,1,2215363964,73389,73389,4,4,4,50349181,20,3,286974,31215744,2832754,38320,5368,703291404,7451921,8157752,9558
20308.80,20,262144,64,39152,2579717240,114,0,603,7580493,5,7281,30,69,1,62124,128250912,1208,1,68,6211,1627928,4,62651,603,24738,84742590,14356864,49686510,808642311,603,1709,2,1,4,4,881,1,804872204,757456460,158834754,58280308,58296692,2,1,2564333552,73389,73389,4,4,4,58280308,20,3,296036,34585802,2956724,41358,6143,804872204,7539135,11398666,9558
25351.33,20,262144,64,44110,2906502892,115,0,603,7667716,5,8685,30,69,1,62124,128516364,1208,1,68,6939,1848847,4,62651,603,27650,86118590,16136372,54836405,904521302,603,1709,2,1,4,4,881,1,900292620,853093763,192790881,65711723,65711723,2,1,2891315812,73389,73389,4,4,4,65711723,20,3,299574,37563374,3043556,44236,6871,900292620,7623480,13092168,9558
30419.46,20,262144,64,49529,3263355848,116,0,603,7758983,5,10221,30,69,1,62124,128516364,1208,1,68,7737,1989888,4,62651,603,30842,87624830,18507577,60878502,1009611313,603,1709,2,1,4,4,881,1,1004888076,957387979,239285650,73817041,73839458,2,1,3247949804,73389,73389,4,4,4,73817041,20,3,305233,40261518,3160432,47511,7669,1004888076,7711472,15346329,9558
35477.87,20,262144,64,54463,3588713428,117,0,603,7837358,5,11619,30,69,1,62124,128769750,1208,1,68,8464,2216877,4,62651,603,33754,105974270,22289111,69143181,1105354509,603,1709,2,1,4,4,881,1,1100177420,1052564653,299769657,81221721,81221721,2,1,3573034828,73389,73389,4,4,4,81205337,20,3,311630,43362298,3273558,50506,8396,1100177420,7786852,19015408,9558
41030.74,20,262144,64,59110,3894851932,118,0,603,7910702,5,12946,30,69,1,62124,129035202,1208,1,68,9144,2438020,4,62651,603,36474,107266942,24685243,76146357,1194917094,603,1709,2,1,4,4,881,1,1189306380,1142060412,361059942,88180159,88180159,2,1,3879926996,73389,73389,4,4,4,88180159,20,3,324398,46518170,3385689,53527,9076,1189306380,7857175,21299371,9558
46067.30,20,262144,64,63913,4211214052,119,3,603,7992050,5,14299,30,69,1,62124,129035202,1208,1,68,9851,2642286,4,62651,603,39306,108618238,27369962,83341851,1288162157,603,1709,2,1,4,4,881,1,1282105356,1234580720,444254373,95367973,95367973,2,1,4196190812,73389,73389,4,4,4,95367973,20,3,335105,49712760,3487223,56394,9784,1282105356,7935656,23882351,9558
51339.24,20,262144,64,69441,4575620676,119,3,603,8084132,5,15766,30,69,1,62124,129035202,1208,1,68,10663,2752652,4,62651,603,42550,110151998,29965978,91622187,1394961064,603,1709,2,1,4,4,881,1,1388404748,1341071662,495751119,103641005,103657389,2,1,4560204220,73389,73389,4,4,4,103641005,20,3,344722,52870014,3610865,59657,10595,1388404748,8024475,26354916,9558
