timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5016.50,6,262144,64,40521,2669966928,115,0,603,686333,4,7677,69,62,128516364,1208,1,68,6413,71655,4,5593,603,25568,130853640,11470084,3149575,834898582,603,1189,2,1,4,4,288,1,831479820,783954233,36077736,60323990,60340374,2,1,2654255560,73389,73389,4,4,4,60323990,6,3,443102,2665577,2723097,17481,6346,831479820,668852,8748510,5927
10030.42,6,262144,64,48562,3199596424,116,0,603,816126,4,9957,69,62,128516364,1208,1,68,7595,144012,4,5593,603,30292,133088456,15882561,9570128,990388679,603,1189,2,1,4,4,288,1,986275852,938786047,73051065,72369216,72385600,2,1,3184245504,73389,73389,4,4,4,72369216,6,3,462218,5274812,2951627,22195,7528,986275852,793931,12933969,5927
15040.54,6,262144,64,55889,3682445282,117,0,603,937014,4,12011,69,62,128769750,1208,1,68,8671,239084,4,5593,603,34596,135123976,19870915,16084751,1132059781,603,1189,2,1,4,4,288,1,1127309324,1079960395,117545782,83341290,83357674,2,1,3667016760,73389,73389,4,4,4,83341290,6,3,464930,7914759,3091462,32179,8603,1127309324,904835,16782326,5927
20051.34,6,262144,64,63598,4190570212,118,0,603,1070853,4,14168,69,62,129035202,1208,1,68,9805,328483,4,5593,603,39132,137269768,23350523,22131890,1281366137,603,1189,2,1,4,4,288,1,1275944972,1228512602,161339779,94901029,94901029,2,1,4174924380,73389,73389,4,4,4,94884645,6,3,474903,10557522,3246527,44726,9737,1275944972,1026127,20107528,5927
25056.78,6,262144,64,86984,5731424120,122,0,603,1343337,4,20711,69,62,129566106,1208,1,68,13241,355592,4,5593,603,52876,143558792,32098080,26892268,1733600299,603,1189,2,1,4,4,288,1,1726308364,1678948729,239443593,129904052,129920436,2,1,5715778288,73389,73389,4,4,4,129904052,6,3,501709,11989878,3538991,52190,13173,1726308364,1291147,28562974,5927
30067.31,6,262144,64,106846,7040267356,126,0,603,1578940,4,26402,69,62,130097010,1208,1,68,16156,384177,4,5593,603,64540,165952784,38096171,29958235,2117285198,603,1189,2,1,4,4,288,1,2108383244,2061543971,272033575,159664639,159681023,2,1,7025244116,73389,73389,4,4,4,159664639,6,3,514099,13560556,3735932,63337,16088,2108383244,1515603,34364860,5927
35083.77,6,262144,64,119597,7880429576,128,0,603,1780024,4,29990,69,62,130362462,1208,1,68,18030,457739,4,5593,603,72040,186447288,45155714,36599017,2363962364,603,1189,2,1,4,4,288,1,2354012172,2307148872,350753263,178748064,178764448,2,1,7864914816,73389,73389,4,4,4,178748064,6,3,539501,15700164,4074268,70126,17962,2354012172,1709898,41087302,5927
40091.06,6,262144,64,139418,9186585836,131,0,603,2067893,4,35504,69,62,130893366,1208,1,68,20941,484989,4,5593,603,83696,242707296,52632539,41035111,2747112918,603,1189,2,1,4,4,288,1,2735562764,2688956995,419461031,208443115,208443115,2,1,9171497060,73389,73389,4,4,4,208443115,6,3,557074,17326571,4351683,78027,20873,2735562764,1989866,48287084,5927
45130.40,6,262144,64,166493,10970541374,136,0,603,2407842,4,43215,69,62,131689722,1208,1,68,24920,495167,4,5593,603,99628,318531760,60115163,42325609,3270834096,603,1189,2,1,4,4,288,1,3257098252,3210414102,452614586,248989519,248989519,2,1,10954817940,73389,73389,4,4,4,248973135,6,3,578557,18560692,4580410,85053,24852,3257098252,2322789,55541237,5927
50151.40,6,262144,64,177698,11708329746,138,0,603,2578604,4,46382,69,62,131955174,1208,1,68,26565,555577,4,5593,603,106208,321643760,67015199,50245431,3486785916,603,1189,2,1,4,4,288,1,3472119326,3426061667,529640049,265758926,265758926,2,1,11693392744,73389,73389,4,4,4,265758926,6,3,591537,21004381,4829958,92301,26497,3472119326,2486303,62193083,5927
