timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5070.04,51,262144,64,23283,1534151964,112,3,603,9259371,25,2843,3,68,1373,166379,127985460,1208,1,67,3878,2103868,3,778323,603,15410,94122248,6073401,30921307,501441742,603,2545,2,1,4,4,672,1,499081228,451894616,59348014,34519695,34519695,2,1,1518866580,73389,73389,4,4,4,34519695,18,3,223441,30694261,2271155,26231,3810,499081228,9233140,3803087,9441
10411.96,51,262144,64,28011,1845598884,113,3,603,9330177,25,4151,3,68,1373,166379,127985460,1208,1,67,4575,2392539,3,778323,603,18202,95448904,7605961,37847726,593362102,603,2545,2,1,4,4,672,1,590569484,542944750,91997989,41584629,41601013,2,1,1829723676,73389,73389,4,4,4,41584629,18,3,234457,34142135,2366488,28786,4508,590569484,9301391,5239223,9441
15596.15,51,262144,64,32560,2145314860,113,3,603,9407969,25,5429,3,68,1373,166379,128250912,1208,1,67,5243,2651764,3,778323,603,20874,96710856,9559935,44698964,681335475,603,2545,2,1,4,4,672,1,678125580,630526023,115643343,48403803,48420187,2,1,2129767332,73389,73389,4,4,4,48403803,18,3,242921,37586347,2454104,31386,5176,678125580,9376583,7104750,9441
22619.65,51,262144,64,38258,2520862604,114,3,603,9513124,25,7040,3,68,1373,166379,128250912,1208,1,67,6079,2940377,3,778323,603,24218,98297864,11787778,52810458,791444545,603,2545,2,1,4,4,672,1,787701772,740292692,147500268,56947171,56963555,2,1,2505675524,73389,73389,4,4,4,56947171,18,3,251094,42043099,2574918,49554,6012,787701772,9463570,9213458,9441
27736.33,51,262144,64,42256,2784202792,115,3,603,9576979,25,8183,3,68,1373,166379,128516364,1208,1,67,6669,3097680,3,778323,603,26574,99418824,13585889,59649042,869022678,603,2545,2,1,4,4,672,1,864903180,817299742,179125912,62924728,62941112,2,1,2768688032,73389,73389,4,4,4,62924728,18,3,253624,45153152,2660785,51911,6601,864903180,9525068,10926242,9441
33020.24,51,262144,64,47985,3161516700,116,3,603,9673141,25,9795,3,68,1373,166379,128516364,1208,1,67,7510,3275372,3,778323,603,29938,101011336,15998943,66830060,979772653,603,2545,2,1,4,4,672,1,975134732,927705168,237032738,71511215,71511215,2,1,3145772564,73389,73389,4,4,4,71494831,18,3,257767,47969777,2784550,64950,7442,975134732,9608191,13215689,9441
38077.22,51,262144,64,53430,3520483836,117,3,603,9756211,25,11341,3,68,1373,166379,128769750,1208,1,67,8309,3347279,3,778323,603,33134,102526472,19340799,76029051,1084997538,603,2545,2,1,4,4,672,1,1079861260,1032639069,303680565,79669559,79669559,2,1,3505460596,73389,73389,4,4,4,79669559,18,3,265000,50979704,2912928,67850,8241,1079861260,9688361,16428184,9441
43127.58,51,262144,64,60160,3964195636,118,3,603,9856576,25,13232,3,68,1373,166379,129035202,1208,1,67,9299,3488081,3,778323,603,37098,104396232,22738923,84229769,1215491840,603,2545,2,1,4,4,672,1,1209753612,1162276996,390851712,89748705,89765089,2,1,3948943020,73389,73389,4,4,4,89748705,18,3,274252,53535947,3035873,71149,9232,1209753612,9785427,19703535,9441
48138.14,51,262144,64,82267,5420698096,122,3,603,10170717,25,19424,3,68,1373,166379,129566106,1208,1,67,12547,3501640,3,778323,603,50094,144153128,34735075,87068728,1642838284,603,2545,2,1,4,4,672,1,1635344396,1588139951,436921391,122855502,122855502,2,1,5404921192,73389,73389,4,4,4,122839118,18,3,299306,54567249,3407309,78677,12479,1635344396,10092040,31328529,9441
53149.34,51,262144,64,105471,6949624452,126,4,603,10499322,25,25959,3,68,1373,166379,130097010,1208,1,67,15956,3508729,3,778323,603,63730,150389352,45231161,88000488,2091524941,603,2545,2,1,4,4,672,1,2082168844,2035033309,465924724,157604573,157604573,2,1,6934601212,73389,73389,4,4,4,157604573,18,3,324719,55443496,3802955,87049,15888,2082168844,10412273,41428539,9441
