timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5272.05,25,262144,64,22384,1474704196,112,1,603,2554451,4,2586,55,68,1,379374,127985460,1208,1,67,3748,1776166,3,393274,603,14888,79174784,5128823,35460394,484426565,603,2042,2,1,4,4,857,1,482172940,434434926,48937328,33164141,33180525,2,1,1459222204,73389,73389,4,4,4,33164141,20,3,129159,28156750,1452866,13421,3681,482172940,2541030,3676949,10156
10295.44,25,262144,64,26697,1758953676,112,1,603,2618349,4,3776,55,68,1,379374,127985460,1208,1,67,4383,1995399,3,393274,603,17428,80382592,6239346,41253008,568057775,603,2042,2,1,4,4,857,1,565403660,517556470,68644816,39622867,39639251,2,1,1743406148,73389,73389,4,4,4,39622867,20,3,132782,31740995,1530144,15816,4316,565403660,2602533,4710073,10156
15331.24,25,262144,64,31224,2057493312,113,1,603,2694406,4,5065,55,68,1,379374,128250912,1208,1,67,5047,2082997,3,393274,603,20080,81646144,9177363,50548544,655371525,603,2042,2,1,4,4,857,1,652304396,604876854,117390390,46415306,46415306,2,1,2042273464,73389,73389,4,4,4,46415306,20,3,140984,34929460,1662304,24658,4979,652304396,2669748,7516452,10156
20942.98,25,262144,64,35700,2352159708,114,1,603,2764375,4,6341,55,68,1,379374,128250912,1208,1,67,5703,2203023,3,393274,603,22704,82890240,10390452,55826280,741767210,603,2042,2,1,4,4,857,1,738287628,690973116,151434682,53105567,53121951,2,1,2336644948,73389,73389,4,4,4,53105567,20,3,151262,38037894,1772187,27205,5635,738287628,2737170,8619190,10156
25999.77,25,262144,64,40004,2635819364,115,1,603,2833658,4,7562,55,68,1,379374,128250912,1208,1,67,6338,2394546,3,393274,603,25248,101038128,12303759,62676016,825402155,603,2042,2,1,4,4,857,1,821518348,773949822,174310463,59547909,59564293,2,1,2620107996,73389,73389,4,4,4,59547909,20,3,160988,41628368,1870892,29599,6270,821518348,2804059,10434085,10156
31058.55,25,262144,64,44539,2934617836,115,1,603,2905354,4,8802,55,68,1,379374,128516364,1208,1,67,7004,2591035,3,393274,603,27912,102303408,15948977,73725467,913120776,603,2042,2,1,4,4,857,1,908812300,861302248,292775944,66350699,66350699,2,1,2919430756,73389,73389,4,4,4,66350699,20,3,176791,44691864,2021931,32171,6936,908812300,2873183,13929016,10156
36173.07,25,262144,64,48332,3184523144,116,1,603,2964415,4,9854,55,68,1,379374,128516364,1208,1,67,7562,2823688,3,393274,603,30144,103369776,17112663,79026621,986612249,603,2042,2,1,4,4,857,1,981950476,934400522,324161829,72025152,72041536,2,1,3169106688,73389,73389,4,4,4,72025152,20,3,180976,48127203,2093299,34364,7494,981950476,2930051,15021577,10156
42901.94,25,262144,64,53822,3546439400,117,1,603,3050034,4,11435,55,68,1,379374,128769750,1208,1,67,8367,3003584,3,393274,603,33364,104897584,20069529,89673580,1092626175,603,2042,2,1,4,4,857,1,1087463436,1040217632,399602281,80249032,80265416,2,1,3530957408,73389,73389,4,4,4,80249032,20,3,194154,52527385,2218552,37508,8299,1087463436,3012526,17852764,10156
48058.86,25,262144,64,58082,3827215472,118,1,603,3113658,4,12665,55,68,1,379374,129035202,1208,1,67,8994,3151098,3,393274,603,35872,106089904,22365993,98739001,1175199701,603,2042,2,1,4,4,857,1,1169645580,1122267540,435848987,86634030,86650414,2,1,3811897320,73389,73389,4,4,4,86634030,20,3,197820,55776432,2292568,40033,8927,1169645580,3073625,20076166,10156
53115.65,25,262144,64,63378,4176152292,118,1,603,3195573,4,14108,55,68,1,379374,129035202,1208,1,67,9773,3269950,3,393274,603,38988,107562480,24677125,105988780,1277795688,603,2042,2,1,4,4,857,1,1271750668,1224293489,483878400,94573349,94573349,2,1,4161227356,73389,73389,4,4,4,94573349,20,3,202312,58845589,2376857,43315,9705,1271750668,3152258,22302811,10156
