timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5136.80,31,262144,64,23733,1563643164,112,0,603,799086,19,2968,60,69,4,56825,127985460,1208,1,68,3945,1895921,4,129896,603,15668,62490680,5359222,30628751,510236700,603,6956,2,1,4,4,675,1,507863052,460494105,43589681,35191439,35191439,2,1,1548423316,73389,73389,4,4,4,35191439,15,3,130827,22894033,1512788,13811,3877,507863052,785275,3846199,9500
10643.05,31,262144,64,29117,1918612604,113,0,603,882008,19,4490,60,69,4,56825,128250912,1208,1,68,4737,2118088,4,129896,603,18840,80934960,7302017,36563671,614532743,603,6956,2,1,4,4,675,1,611672076,564249020,68189641,43251479,43267863,2,1,1903065076,73389,73389,4,4,4,43251479,15,3,134591,26205134,1592866,16681,4669,611672076,865327,5709313,9500
15677.61,31,262144,64,33748,2223702532,113,0,603,953018,19,5751,60,69,4,56825,128250912,1208,1,68,5418,2288155,4,129896,603,21564,82232496,9236401,43669557,704218048,603,6956,2,1,4,4,675,1,700932108,653433952,109618418,50185341,50201725,2,1,2208155004,73389,73389,4,4,4,50185341,15,3,137524,29448097,1684602,21868,5350,700932108,931150,7550977,9500
21133.38,31,262144,64,38640,2545897356,114,0,603,1030307,19,7142,60,69,4,56825,128250912,1208,1,68,6137,2439061,4,129896,603,24444,83600112,11751211,51485746,799040650,603,6956,2,1,4,4,675,1,795303948,747640568,144651873,57504227,57520611,2,1,2530185988,73389,73389,4,4,4,57504227,15,3,144184,32629667,1794247,24515,6070,795303948,1005792,9955735,9500
26172.02,31,262144,64,43856,2889591296,115,0,603,1113730,19,8618,60,69,4,56825,128516364,1208,1,68,6900,2623868,4,129896,603,27492,85047024,14260618,58545686,899396401,603,6956,2,1,4,4,675,1,895180812,848127720,209546582,65328858,65328858,2,1,2873748856,73389,73389,4,4,4,65312474,15,3,153635,35829182,1905914,27105,6832,895180812,1086625,12353958,9500
31343.92,31,262144,64,48003,3162696348,116,0,603,1182115,19,9806,60,69,4,56825,128516364,1208,1,68,7513,2729925,4,129896,603,29944,86207920,16564265,66575122,980132106,603,6956,2,1,4,4,675,1,975527948,928036389,257631143,71527599,71543983,2,1,3147214356,73389,73389,4,4,4,71527599,15,3,163608,38987519,2011626,29395,7445,975527948,1152720,14550484,9500
37271.54,31,262144,64,52239,3442165008,117,0,603,1248863,19,11007,60,69,4,56825,128769750,1208,1,68,8135,2981206,4,129896,603,32432,87388016,18062058,73548159,1062061884,603,6956,2,1,4,4,675,1,1057054732,1009732574,279395234,77877670,77894054,2,1,3426617480,73389,73389,4,4,4,77877670,15,3,171725,43144233,2125457,32245,8067,1057054732,1216618,15934410,9500
42317.12,31,262144,64,56382,3715007916,117,0,603,1318964,19,12144,60,69,4,56825,128769750,1208,1,68,8743,3362625,4,129896,603,34868,88548464,20016704,82094655,1142263378,603,6956,2,1,4,4,675,1,1136877580,1089433333,344423627,84084603,84100987,2,1,3699722532,73389,73389,4,4,4,84084603,15,3,175269,46340224,2206153,34391,8676,1136877580,1284573,17809751,9500
47367.38,31,262144,64,60254,3970356020,118,1,603,1384977,19,13258,60,69,4,56825,129035202,1208,1,68,9314,3584653,4,129896,603,37152,89632176,22635657,92091798,1217468923,603,6956,2,1,4,4,675,1,1211719692,1164126641,391664025,89896161,89896161,2,1,3955431084,73389,73389,4,4,4,89896161,15,3,182507,49376885,2288329,36635,9247,1211719692,1348342,20345324,9500
52404.37,31,262144,64,64364,4241036240,119,1,603,1452569,19,14432,60,69,4,56825,129035202,1208,1,68,9918,3837642,4,129896,603,39564,90774192,25220196,100838293,1296886578,603,6956,2,1,4,4,675,1,1290756108,1243334162,477802007,96029366,96045750,2,1,4225292104,73389,73389,4,4,4,96029366,15,3,192209,52569215,2380008,38749,9850,1290756108,1413820,22839027,9500
